	Reacciones	FlujosN2
944	GCCam	0.0
945	GCCbim	0.0
946	GCCcm	0.0
947	GD1Cte	0.0
948	GD1Ctg	0.0
949	GFUCS	0.0
950	GGH_10FTHF5GLUe	205.6409333928171
951	GGH_10FTHF5GLUl	0.0
952	GGH_10FTHF6GLUe	205.6409333928171
953	GGH_10FTHF6GLUl	0.0
954	GGH_10FTHF7GLUe	205.6409333928171
955	GGH_10FTHF7GLUl	0.0
956	GGH_5DHFe	0.0
957	GGH_5DHFl	0.0
958	GGH_5THFe	61.38398882805264
959	GGH_5THFl	0.0
960	GGH_6DHFe	0.0
961	GGH_6DHFl	0.0
962	GGH_6THFe	61.38398882805263
963	GGH_6THFl	0.0
964	GGH_7DHFe	0.0
965	GGH_7DHFl	0.0
966	GGH_7THFe	61.38398882805264
967	GGH_7THFl	0.0
968	GGLUCT	0.0
969	GGNG	0.0
970	GGT_L	0.0
971	GGT5r	0.0
972	GHMT2rm	0.0
973	GHMT3	0.0
974	GLACO	0.0
975	GLACter	0.0
976	GLAl	0.0
977	GLB1	0.0
978	GLBRAN	0.0
979	GLCAASE1ly	0.0
980	GLCAASE4ly	0.0
981	GLCAASE5ly	0.0
982	GLCAASE6ly	0.0
983	GLCAASE7ly	0.0
984	GLCAASE8ly	0.0
985	GLCAASE9ly	0.0
986	GLCAE1g	0.0
987	GLCAE2g	0.0
988	GLCAT2g	0.0
989	GLCAT3g	0.0
990	GLCAT4g	0.0
991	GLCAT5g	0.0
992	GLCAT6g	0.0
993	GLCAT7g	0.0
994	GLCAT8g	0.0
995	GLCAT9g	0.0
996	GLCATg	0.0
997	GLCMter	98.33124965126451
998	GLCNACASE1ly	0.0
999	GLCNACASE2ly	0.0
1000	GLCNACASE3ly	0.0
1001	GLCNACASE4ly	0.0
1002	GLCNACASE5ly	0.0
1003	GLCNACDASg	0.0
1004	GLCNACT1g	0.0
1005	GLCNACT2g	0.0
1006	GLCNACT3g	0.0
1007	GLCNACT4g	0.0
1008	GLCNACT5g	0.0
1009	GLCt1r	-46.98703742248431
1010	GLCtg	0.0
1011	GLCtly	0.0
1012	GLCURtly	0.0
1013	GLDBRAN	0.0
1014	GLGNS1	0.0
1015	GLNtm	34.27464000660956
1016	GLNtN1	0.0
1017	GLPASE1	0.0
1018	GLPASE2	0.0
1019	GLU5Km	0.0
1020	GLUCYS	0.0
1021	GLUDC	0.0
1022	GLUDxm	-34.27464000660956
1023	GLUDym	0.0
1024	GluForTx	59.33561681804447
1025	GLUNm	0.0
1026	GLUt2m	931.4507199867796
1027	GLUt7l	0.0
1028	GLUTCOADHm	0.0
1029	GLUtr	0.0
1030	GLXO2p	0.0
1031	GLXtp	0.0
1032	GLYAMDTRc	0.0
1033	GLYATm	0.0
1034	GLYBt4_2_r	0.0
1035	GLYBtm	0.0
1036	GLYCLTDy	0.0
1037	GLYCLTtp	0.0
1038	GLYC_St	0.0
1039	GLYCtm	0.0
1040	GLYCTO1p	0.0
1041	GLYKm	0.0
1042	GLYOXm	973.3354716336938
1043	GLYt7_211_r	0.0
1044	GLYtp	-26.664528366305618
1045	GMPtg	0.0
1046	GMPtn	0.0
1047	GNDer	648.890314422463
1048	GNMT	0.0
1049	GP1CALPHAte	0.0
1050	GP1CALPHAtg	0.0
1051	GP1Cte	0.0
1052	GP1Ctg	0.0
1053	GPAM_hs	0.0
1054	GPIAT	0.0
1055	GPIDA2er	0.0
1056	GPIDAer	0.0
1057	GPIMTer_U	0.0
1058	GQ1BALPHAte	0.0
1059	GQ1BALPHAtg	0.0
1060	GQ1Bte	0.0
1061	GQ1Btg	0.0
1062	GRTTx	0.0
1063	GSNt	0.0
1064	GSNtl	0.0
1065	GT1Atg	0.0
1066	GTHO	0.0
1067	GTHOm	0.0
1068	GTHP	279.4429642925778
1069	GTHPe	0.0
1070	GTHPm	0.0
1071	GTHRDtr	0.0
1072	GTHS	0.0
1073	GTMLTe	0.0
1074	GUACYC	0.0
1075	GULN3D	-1000.0000000000001
1076	H2CO3Dm	0.0
1077	H2ETer	0.0
1078	H2MTer_U	0.0
1079	H2O2syn	0.0
1080	H2O2t	0.0
1081	H2O2tly	0.0
1082	H2O2tn	0.0
1083	H2O2tp	0.0
1084	H2Otg	0.0
1085	H2Otly	0.0
1086	H2Otn	0.0
1087	H3ETer	0.0
1088	H3MTer_U	0.0
1089	H4ET3er	0.0
1090	H4ETer	0.0
1091	H5MTer_U	0.0
1092	H6_ET2er	0.0
1093	H6ET3er	0.0
1094	H6_ETer	0.0
1095	H6MTer_U	0.0
1096	H7ET2er	0.0
1097	H7_ETer	0.0
1098	H7MTer_U	0.0
1099	H7_TAer	0.0
1100	H8TAer	0.0
1101	HACD1m	0.0
1102	HACD1x	0.0
1103	HACD9m	0.0
1104	HAS1	0.0
1105	HAS2	0.0
1106	HAtly	0.0
1107	HBZOPT10m	0.0
1108	HCO3_CLt	-364.17840157741597
1109	HCOUMARINte	0.0
1110	HDCAtr	0.0
1111	HESTRATRIOLte	0.0
1112	HESTRATRIOLtr	0.0
1113	HEX10	0.0
1114	HEX4	0.0
1115	HEXCCOAtx	0.0
1116	HIBDm	53.329056732611356
1117	HISDC	0.0
1118	HISTASE	0.0
1119	HIStiDF	0.0
1120	HKYNH	0.0
1121	HMGCOASi	0.0
1122	HMGCOASim	26.664528366305753
1123	HMGLm	26.664528366305753
1124	HMGLx	0.0
1125	HOXG	0.0
1126	HPACtr	0.0
1127	HPDCACRNCPT1	0.0
1128	HPDCACRNCPT2	0.0
1129	HPDCACRNt	0.0
1130	HPYRDCm	0.0
1131	HPYRR2x	0.0
1132	HPYRRy	0.0
1133	HPYRtp	0.0
1134	HS1ly	0.0
1135	HS2ly	0.0
1136	HS3ly	0.0
1137	HS4ly	0.0
1138	HSAT1ly	0.0
1139	HSAT2ly	0.0
1140	HSAT3ly	0.0
1141	HSAT4ly	0.0
1142	HSD11B1r	0.0
1143	HSD11B2r	648.8903144224629
1144	HSD17B1	0.0
1145	HSD17B42x	0.0
1146	HSD17B4x	0.0
1147	HSD17B7r	0.0
1148	HSD17B9r	0.0
1149	HSD3B11	0.0
1150	HSD3B11r	0.0
1151	HSD3B12r	648.8903144224629
1152	HSD3B13	0.0
1153	HSD3B13r	0.0
1154	HSD3B2r	0.0
1155	HSD3B3r	0.0
1156	HSD3B7P	0.0
1157	HSPASEly	0.0
1158	HSPGt	0.0
1159	HSPGtly	0.0
1160	HTAXOLte	0.0
1161	Htg	0.0
1162	HYPOE	0.0
1163	HYPTROX	0.0
1164	ICDHxm	0.0
1165	ICDHy	999.9999999999999
1166	ICDHyp	0.0
1167	ICDHyrm	-1000.0
1168	IDHPOXOX2b	0.0
1169	IDHPOXOX3	0.0
1170	IDHPOXOX4	0.0
1171	IDHPOXOXb	0.0
1172	IDOAASE1ly	0.0
1173	IDOAASE2ly	0.0
1174	IDOAASE3ly	0.0
1175	IDOAASE4ly	0.0
1176	IDOURtly	0.0
1177	IDPtn	0.0
1178	ILEt5m	0.0
1179	ILETAm	0.0
1180	ILEtec	0.0
1181	INSt	0.0
1182	INSTt2r	6.542636265856003
1183	INSTt4	0.0
1184	IPDDIx	0.0
1185	IPDPtx	0.0
1186	It	0.0
1187	ITCOAL1m	-10.135123054425105
1188	ITCOALm	10.135123054425103
1189	ITPtn	0.0
1190	KAS8	0.0
1191	KCC2t	0.0
1192	KCCt	0.0
1193	KDNH	0.0
1194	KHK	0.0
1195	KHK2	0.0
1196	KHK3	0.0
1197	KSII_CORE2t	0.0
1198	KSII_CORE2tly	0.0
1199	KSII_CORE4tly	0.0
1200	KSItly	0.0
1201	KYN	0.0
1202	KYN3OX	0.0
1203	KYNAKGAT	0.0
1204	KYNATESYN	0.0
1205	LACZe	0.0
1206	LALDO	973.3354716336939
1207	LAPCOAl	0.0
1208	LCADi_D	0.0
1209	LCADim	0.0
1210	LCAT1e	0.0
1211	LCTStg	0.0
1212	LCYSTAT	0.0
1213	LCYSTCBOXL	0.0
1214	LDH_Lm	0.0
1215	LEUKTRA4tr	0.0
1216	LEUKTRD4tr	0.0
1217	LEUt5m	-60.93916837291569
1218	LEUTAm	-60.93916837291569
1219	LEUtec	0.0
1220	LFORKYNHYD	0.0
1221	LGNCt	0.0
1222	LINKDEG1ly	0.0
1223	LINKDEG2ly	0.0
1224	LINKDEG3ly	0.0
1225	LINKDEG4ly	0.0
1226	LNELDCCPT1	0.0
1227	LNELDCCPT2	0.0
1228	LNELDCCRNt	0.0
1229	LNLCCPT1	0.0
1230	LNLCCPT2	0.0
1231	LNLCCRNt	0.0
1232	LNLCt	0.0
1233	LNLNCACPT1	0.0
1234	LNLNCACPT2	0.0
1235	LNLNCACRNt	0.0
1236	LNLNCAt	0.0
1237	LNLNCGCPT1	0.0
1238	LNLNCGCPT2	0.0
1239	LNLNCGCRNt	0.0
1240	LNLNCGt	0.0
1241	LNSTLSr	0.0
1242	LPASE	0.0
1243	LPCOXp	0.0
1244	LPS	0.0
1245	LPS2	0.0
1246	LPS3	0.0
1247	LSTO1r	0.0
1248	LSTO2r	0.0
1249	LTA4H	0.0
1250	LTC4Sr	0.0
1251	LTDCL	0.0
1252	LYSt4	1000.0
1253	LYStiDF	0.0
1254	LYStm	0.0
1255	LYStn	0.0
1256	M4BTAer	0.0
1257	M4CET3er	0.0
1258	MACOXO	0.0
1259	MALSO3tm	0.0
1260	MALSO4tm	0.0
1261	MALTly	0.0
1262	MALtm	560.9391683729156
1263	MALTSULtm	-1000.0
1264	MANt1r	0.0
1265	MANtly	0.0
1266	MAOLNOR	0.0
1267	MAOX	0.0
1268	MCCCrm	0.0
1269	MCD	0.0
1270	MCDm	0.0
1271	MCDp	0.0
1272	MCLACCYSR	0.0
1273	MCLOR	0.0
1274	MCPST	0.0
1275	MDHm	0.0
1276	MDRPD	0.0
1277	ME1m	0.0
1278	ME2	0.0
1279	ME2m	0.0
1280	MECOALm	0.0
1281	MECOAS1m	0.0
1282	MELATNOX	0.0
1283	MERCPLACCYSt	0.0
1284	METAT	0.0
1285	METS	0.0
1286	METtec	0.0
1287	MEVK1x	0.0
1288	MGCHrm	0.0
1289	MHISOR	0.0
1290	MI1345PP	0.0
1291	MI134PP	0.0
1292	MI145PK	0.0
1293	MI145PP	0.0
1294	MI14PP	0.0
1295	MI14Ptn	0.0
1296	MI1P_Dtn	0.0
1297	MI1PS	0.0
1298	MI34PP	0.0
1299	MINOHPtn	0.0
1300	MLTG1	0.0
1301	MLTG1ly	0.0
1302	MMCDm	0.0
1303	MMEm	-53.329056732611356
1304	MMMm	53.329056732611356
1305	MMSAD1m	0.0
1306	MMSAD3m	53.32905673261123
1307	MTAP	0.0
1308	MTHFCm	0.0
1309	MTHFD2m	0.0
1310	MTHFDm	0.0
1311	N2M2NMASNtly	0.0
1312	N3Tg	0.0
1313	N4Tg	0.0
1314	NABTNO	0.0
1315	NACASPAH	0.0
1316	NACHEX10ly	0.0
1317	NACHEX11ly	0.0
1318	NACHEX12ly	0.0
1319	NACHEX13ly	0.0
1320	NACHEX14ly	0.0
1321	NACHEX15ly	0.0
1322	NACHEX16ly	0.0
1323	NACHEX17ly	0.0
1324	NACHEX18ly	0.0
1325	NACHEX19ly	0.0
1326	NACHEX1ly	0.0
1327	NACHEX20ly	0.0
1328	NACHEX21ly	0.0
1329	NACHEX22ly	0.0
1330	NACHEX23ly	0.0
1331	NACHEX24ly	0.0
1332	NACHEX25ly	0.0
1333	NACHEX26ly	0.0
1334	NACHEX27ly	0.0
1335	NACHEX2ly	0.0
1336	NACHEX3ly	0.0
1337	NACHEX4ly	0.0
1338	NACHEX5ly	0.0
1339	NACHEX6ly	0.0
1340	NACHEX7ly	0.0
1341	NACHEX8ly	0.0
1342	NACHEX9ly	0.0
1343	NACHEXA10ly	0.0
1344	NACHEXA11ly	0.0
1345	NACHEXA12ly	0.0
1346	NACHEXA13ly	0.0
1347	NACHEXA14ly	0.0
1348	NACHEXA15ly	0.0
1349	NACHEXA16ly	0.0
1350	NACHEXA17ly	0.0
1351	NACHEXA18ly	0.0
1352	NACHEXA19ly	0.0
1353	NACHEXA1ly	0.0
1354	NACHEXA20ly	0.0
1355	NACHEXA21ly	0.0
1356	NACHEXA22ly	0.0
1357	NACHEXA2ly	0.0
1358	NACHEXA3ly	0.0
1359	NACHEXA4ly	0.0
1360	NACHEXA5ly	0.0
1361	NACHEXA6ly	0.0
1362	NACHEXA7ly	0.0
1363	NACHEXA8ly	0.0
1364	NACHEXA9ly	0.0
1365	NADNe	0.0
1366	NADPHtxu	0.0
1367	NADPNe	0.0
1368	NADPtxu	0.0
1369	NADtn	0.0
1370	NAGA2ly	0.0
1371	NAGAly	0.0
1372	NAGLCAly	0.0
1373	NAHCO3_HCLt	0.0
1374	NAt	1000.0
1375	NAt5	0.0
1376	NBAHH_ir	0.0
1377	NCAMUP	0.0
1378	NCKt	0.0
1379	NCNt	0.0
1380	NDP10ex	0.0
1381	NDP3ex	0.0
1382	NDP6	0.0
1383	NDP7er	0.0
1384	NDP7ex	0.0
1385	NDP7g	0.0
1386	NDP8	0.0
1387	NDP8ex	0.0
1388	NDPK10	0.0
1389	NDPK10n	0.0
1390	NDPK1m	0.0
1391	NDPK1n	0.0
1392	NDPK2n	0.0
1393	NDPK3m	0.0
1394	NDPK3n	0.0
1395	NDPK4m	0.0
1396	NDPK4n	0.0
1397	NDPK5m	0.0
1398	NDPK5n	0.0
1399	NDPK6m	0.0
1400	NDPK6n	0.0
1401	NDPK7m	0.0
1402	NDPK7n	0.0
1403	NDPK8m	0.0
1404	NDPK8n	0.0
1405	NDPK9n	0.0
1406	NH4t3r	-182.089200788708
1407	NH4tn	0.0
1408	NH4tp	0.0
1409	NICRNS	0.0
1410	NICRNTtn	0.0
1411	NIFEDIPINEte	0.0
1412	NKCC2t	-182.08920078870798
1413	NKCCt	0.0
1414	NMNATm	0.0
1415	NMNATn	0.0
1416	NMNATr	0.0
1417	NMNS	0.0
1418	NMNtn	0.0
1419	NNATn	0.0
1420	NNMT	0.0
1421	NORANMT	0.0
1422	NOS1	0.0
1423	NOS2	0.0
1424	NOt	0.0
1425	NP1	0.0
1426	NRPPHRSFt	0.0
1427	NRPPHRSULT	0.0
1428	NTD12	0.0
1429	NTD1m	0.0
1430	NTD2e	14.997972887195438
1431	NTD2l	0.0
1432	NTD4e	0.0
1433	NTD4l	0.0
1434	NTD5l	0.0
1435	NTD5m	0.0
1436	NTD7e	53.32905673261108
1437	NTD7l	0.0
1438	NTD9e	0.0
1439	NTD9l	0.0
1440	NTP3e	0.0
1441	NTPP10	0.0
1442	NTPP9	0.0
1443	O2St	-1000.0
1444	O2Stm	1000.0
1445	O2Stn	0.0
1446	O2Stx	0.0
1447	O2ter	-373.6107820368637
1448	O2tm	-750.0000000000001
1449	O2tp	13.33226418315281
1450	OAGD3te	0.0
1451	OAGD3tg	0.0
1452	OAGT3te	0.0
1453	OAGT3tg	0.0
1454	OCDCAtr	0.0
1455	OCDCEAtr	0.0
1456	OCOAT1m	0.0
1457	OCTAt	0.0
1458	ODECOAtx	0.0
1459	OIVD1m	0.0
1460	OIVD2m	53.32905673261136
1461	OIVD3m	0.0
1462	OPAHir	0.0
1463	ORNt3m	2.413414199189559e-13
1464	ORNt4m	0.0
1465	ORNTArm	-2.413414199189559e-13
1466	ORNtiDF	0.0
1467	ORPT	0.0
1468	OXAtp	0.0
1469	P45011A1m	0.0
1470	P45011B11m	0.0
1471	P45011B12m	0.0
1472	P45011B21m	0.0
1473	P45017A1r	0.0
1474	P45017A2r	0.0
1475	P45017A3r	0.0
1476	P45017A4r	0.0
1477	P4501B1r	0.0
1478	P45021A1r	0.0
1479	P45021A2r	0.0
1480	P45027A12m	0.0
1481	P45027A13m	0.0
1482	P45027A14m	0.0
1483	P45027A15m	0.0
1484	P45027A16m	0.0
1485	P45027A1m	0.0
1486	P4502A6	0.0
1487	P4502C8	0.0
1488	P4502E1	0.0
1489	P45039A1r	0.0
1490	P4503A4	0.0
1491	P4503A5	0.0
1492	P4503A7r	0.0
1493	P45046A1r	0.0
1494	P4504F121r	0.0
1495	P4504F122r	0.0
1496	P4504F123r	0.0
1497	P4507B11r	0.0
1498	P4507B12r	0.0
1499	P450LTB4r	0.0
1500	P450SCC1m	0.0
1501	P5CDm	0.0
1502	P5CRm	0.0
1503	P5CRxm	0.0
1504	PA_HStg	0.0
1505	PA_HStn	0.0
1506	PAFH	0.0
1507	PAFHe	0.0
1508	PAFS	0.0
1509	PAIL_HStn	0.0
1510	PAN4PP	0.0
1511	PAPStg	0.0
1512	PAPtg	0.0
1513	PCHOL_HSter	0.0
1514	PCHOL_HStg	0.0
1515	PCHOLP_hs	0.0
1516	PCHOLPg_hs	0.0
1517	PCHOLPm_hs	0.0
1518	PCHOLPr_hs	0.0
1519	PCLAD	0.0
1520	PCm	0.0
1521	PCREATtmdiffir	0.0
1522	PCRNtm	0.0
1523	PCt	0.0
1524	PDE1	0.0
1525	PDE1g	0.0
1526	PDE4	0.0
1527	PDE4g	0.0
1528	PDE4n	0.0
1529	PDHm	0.0
1530	PDX5PO	0.0
1531	PDXPP	0.0
1532	PE_HSter	0.0
1533	PEAMNO	0.0
1534	PEPCK	0.0
1535	PEPCKm	0.0
1536	PEROXx	0.0
1537	PEt	15.539006673193663
1538	PETHCT	0.0
1539	PETOHMm_hs	0.0
1540	PETOHMr_hs	0.0
1541	PFK26	0.0
1542	PGCD	0.0
1543	PGDI	0.0
1544	PGDIr	0.0
1545	PGESr	0.0
1546	PGISr	0.0
1547	PGLer	648.8903144224631
1548	PGLYCt	4.089182743557952
1549	PGPP_hs	0.0
1550	PGPPT	0.0
1551	PGS	0.0
1552	PGSr	0.0
1553	PHCDm	0.0
1554	PHCHGSm	0.0
1555	PHEMEtm	0.0
1556	PHETA1m	0.0
1557	PHEtec	0.0
1558	PHETHPTOX2	0.0
1559	PHYCBOXL	0.0
1560	PHYHx	0.0
1561	PHYTt	0.0
1562	PI345P3P	0.0
1563	PI345P3Pn	0.0
1564	PI345P5P	0.0
1565	PI34P5K	0.0
1566	PI3P4K	0.0
1567	PI3P5K	0.0
1568	PI45P3K	0.0
1569	PI45P3Kn	0.0
1570	PI45P5P	0.0
1571	PI45PLC	0.0
1572	PI4P3K	0.0
1573	PI4P5K	0.0
1574	PI4PLC	0.0
1575	PI4PLCn	0.0
1576	PI5P3K	0.0
1577	PI5P4K	0.0
1578	PIACGT	0.0
1579	PIK3	0.0
1580	PIK4	0.0
1581	PIK5	0.0
1582	PIPLC	0.0
1583	PIPLCn	0.0
1584	PIter	98.33124965126453
1585	PItg	0.0
1586	PItx	0.0
1587	PLA2_2	0.0
1588	PLA2_2e	0.0
1589	PMEVKx	0.0
1590	PMI12346PH	0.0
1591	PMI12346PHn	0.0
1592	PPA2	0.0
1593	PPAer	0.0
1594	PPAm	0.0
1595	PPAP	0.0
1596	PPDOy	0.0
1597	PPItx	0.0
1598	PPMI12346Ptn	0.0
1599	PPOR	0.0
1600	PPPG9tm	0.0
1601	PPPGOm	0.0
1602	PRAGSr	0.0
1603	PRASCS	0.0
1604	PRDX	1000.0
1605	PRGNLONESULT	0.0
1606	PRGNLONEtm	0.0
1607	PRGNLONEtr	0.0
1608	PRGSTRNt	0.0
1609	PRISTANALtx	0.0
1610	PROD2m	0.0
1611	PROSTGD2t	0.0
1612	PROSTGE1t	0.0
1613	PROSTGE2t	0.0
1614	PROSTGE2t2	0.0
1615	PROSTGF2t	0.0
1616	PROSTGI2tr	0.0
1617	PSDm_hs	0.0
1618	PSFLIPm	0.0
1619	PSSA1_hs	-48.25134614492284
1620	PSSA2_hs	0.0
1621	PSt3	54.79426302996246
1622	PTDCACRNCPT1	0.0
1623	PTDCACRNCPT2	0.0
1624	PTDCACRNt	0.0
1625	PTDCAt	0.0
1626	PTE2x	0.0
1627	PTE3x	0.0
1628	PTE4x	0.0
1629	PTHPS	0.0
1630	PTRCAT1	0.0
1631	PTRCOX1	0.0
1632	PYAM5POr	0.0
1633	PYDXDH	0.0
1634	PYDXK	0.0
1635	PYDXPP	0.0
1636	PYNP2r	1000.0
1637	PYRt2m	0.0
1638	PYRt2p	0.0
1639	QUILSYN	0.0
1640	RADH	0.0
1641	RAI3	0.0
1642	RBK_D	0.0
1643	RDH1	0.0
1644	RDH1a	0.0
1645	RDH2	0.0
1646	RDH2a	0.0
1647	RDH3	0.0
1648	RDH3a	0.0
1649	RDH4	0.0
1650	RETH	0.0
1651	RETI3	0.0
1652	RETNGLCt2	0.0
1653	RETNGLCt2r	0.0
1654	RETNtr2	0.0
1655	RIBFLVt3	0.0
1656	RIBt	0.0
1657	RNMK	0.0
1658	RTOTAL3CRNCPT1	0.0
1659	RTOTAL3CRNCPT2	0.0
1660	RTOTAL3CRNt	0.0
1661	Rtotaltl	0.0
1662	S23T2g	0.0
1663	S2L2FN2M2MASNtly	0.0
1664	S2T1g	0.0
1665	S2T2g	0.0
1666	S2T3g	0.0
1667	S2T4g	0.0
1668	S2TASE1ly	0.0
1669	S2TASE2ly	0.0
1670	S2TASE3ly	0.0
1671	S2TASE4ly	0.0
1672	S2TASE5ly	0.0
1673	S3T1g	0.0
1674	S3T2g	0.0
1675	S3T3g	0.0
1676	S3TASE1ly	0.0
1677	S3TASE2ly	0.0
1678	S3TASE3ly	0.0
1679	S4T1g	0.0
1680	S4T2g	0.0
1681	S4T3g	0.0
1682	S4T5g	0.0
1683	S4T6g	0.0
1684	S4TASE1ly	0.0
1685	S4TASE2ly	0.0
1686	S4TASE3ly	0.0
1687	S4TASE4ly	0.0
1688	S4TASE5ly	0.0
1689	S6T19g	0.0
1690	S6T1g	0.0
1691	S6T20g	0.0
1692	S6T21g	0.0
1693	S6T22g	0.0
1694	S6T23g	0.0
1695	S6T24g	0.0
1696	S6T25g	0.0
1697	S6T2g	0.0
1698	S6T3g	0.0
1699	S6TASE10ly	0.0
1700	S6TASE11ly	0.0
1701	S6TASE12ly	0.0
1702	S6TASE13ly	0.0
1703	S6TASE14ly	0.0
1704	S6TASE15ly	0.0
1705	S6TASE16ly	0.0
1706	S6TASE17ly	0.0
1707	S6TASE18ly	0.0
1708	S6TASE19ly	0.0
1709	S6TASE1ly	0.0
1710	S6TASE20ly	0.0
1711	S6TASE21ly	0.0
1712	S6TASE22ly	0.0
1713	S6TASE23ly	0.0
1714	S6TASE24ly	0.0
1715	S6TASE25ly	0.0
1716	S6TASE26ly	0.0
1717	S6TASE2ly	0.0
1718	S6TASE3ly	0.0
1719	S6TASE4ly	0.0
1720	S6TASE5ly	0.0
1721	S6TASE6ly	0.0
1722	S6TASE7ly	0.0
1723	S6TASE8ly	0.0
1724	S6TASE9ly	0.0
1725	SACCD3m	0.0
1726	SACCD4m	0.0
1727	SADT	0.0
1728	SALMCOM	0.0
1729	SALMCOM2	0.0
1730	SAMHISTA	0.0
1731	SARCOXp	26.66452836630562
1732	SARCStm	0.0
1733	SARCStp	26.66452836630562
1734	SARDHm	0.0
1735	SBPP1er	0.0
1736	SBPP3er	0.0
1737	SBTD_D2	0.0
1738	SBTR	0.0
1739	SCP21x	0.0
1740	SCPx	0.0
1741	Ser_Thrtg	0.0
1742	SERDGLNexR	0.0
1743	SERDGLYexR	0.0
1744	SERGLNexR	0.0
1745	SERGLYexR	0.0
1746	SERHL	0.0
1747	SERPT	0.0
1748	SERtN1	0.0
1749	SERtp	0.0
1750	SFGTH	0.0
1751	SGPL12r	0.0
1752	SIAASE2ly	0.0
1753	SIAASE3ly	0.0
1754	SIAASE4ly	0.0
1755	SIAASEly	0.0
1756	SIAT9g	0.0
1757	sink_pre_prot[r]	0.0
1758	SLCBK1	0.0
1759	SLDt	0.0
1760	SLDx	0.0
1761	SMPD3g	0.0
1762	SMPD3l	0.0
1763	SMPD4	0.0
1764	SMS	4.906907044596099
1765	SO4CLtex2	0.0
1766	SO4OXAtex2	0.0
1767	SO4t4_2	-1000.0000000000003
1768	SO4tl	0.0
1769	SOAT12	0.0
1770	SPC_HSt	0.0
1771	SPH1Ptr	0.0
1772	SPHGNtr	0.0
1773	SPHINGStl	0.0
1774	SPHINGStr	0.0
1775	SPHK21c	0.0
1776	SPHMYLNtl	0.0
1777	SPHS1Ptr	0.0
1778	SPMDOX	0.0
1779	SPODMe	0.0
1780	SPODMm	500.0
1781	SPODMn	0.0
1782	SPODMx	0.0
1783	SPR	0.0
1784	SPRMS	53.329056732611235
1785	SPTix	0.0
1786	SQLEr	0.0
1787	SQLSr	0.0
1788	SR5AR2r	0.0
1789	SR5ARr	648.8903144224631
1790	SRTNtu	0.0
1791	ST3GAL21g	0.0
1792	ST3GAL22g	0.0
1793	ST3GAL23g	0.0
1794	ST6GALNAC25	0.0
1795	ST6GALNAC26	0.0
1796	ST6GALNAC27	0.0
1797	ST6GALNAC28	0.0
1798	ST6GALNAC31	0.0
1799	ST6GALNAC62	0.0
1800	ST8SIA12	0.0
1801	ST8SIA51g	0.0
1802	ST8SIA52g	0.0
1803	ST8SIA53g	0.0
1804	ST8SIA54g	0.0
1805	ST8SIA55g	0.0
1806	STRDNCCPT1	0.0
1807	STRDNCCPT2	0.0
1808	STRDNCCRNt	0.0
1809	STS1	648.890314422463
1810	STS1r	0.0
1811	STS2	0.0
1812	STS2r	0.0
1813	SUCCt2m	-534.2746400066104
1814	SUCCtp	0.0
1815	SUCD1m	-53.3290567326117
1816	SUCOAS1m	0.0
1817	SUCOASm	-946.6709432673886
1818	T4HCINNMFM	0.0
1819	TAGAT_Dt	0.0
1820	TAURt4_2_r	0.0
1821	TAURtcx	0.0
1822	TAXOLte	0.0
1823	TCHOLAt	0.0
1824	TCYNTt	1000.0000000000002
1825	TCYNTtm	1000.0000000000001
1826	TETHEX3COAtx	0.0
1827	TETPENT3COAtx	0.0
1828	TETPENT3CPT1	0.0
1829	TETPENT3CPT2	0.0
1830	TETPENT3CRNt	0.0
1831	TETPENT3t	0.0
1832	TETPENT6COAtx	0.0
1833	TETPENT6CPT1	0.0
1834	TETPENT6CPT2	0.0
1835	TETPENT6CRNt	0.0
1836	TETPENT6t	0.0
1837	TETTET6COAtx	0.0
1838	TETTET6CPT1	0.0
1839	TETTET6CPT2	0.0
1840	TETTET6CRNt	0.0
1841	TETTET6t	0.0
1842	THBPT4ACAMDASE	0.0
1843	THD1m	0.0
1844	THFt2	61.38398882805264
1845	THFtl	0.0
1846	THMTP	0.0
1847	THP2Ctp	0.0
1848	THRALANaEx	0.0
1849	THRGLNexR	0.0
1850	THRGLYexR	0.0
1851	THRt4	0.0
1852	THYMDtl	0.0
1853	THYMDtm	0.0
1854	THYOXt	0.0
1855	THYOXt2	0.0
1856	THYPX	0.0
1857	TMABADH	0.0
1858	TMDK1m	0.0
1859	TMDPP	0.0
1860	TMDPPK	0.0
1861	TMLYSOX	0.0
1862	TMNDNCCPT1	0.0
1863	TMNDNCCPT2	0.0
1864	TMNDNCCRNt	0.0
1865	TRDR	2.4884898954334156e-13
1866	TRDR2	0.0
1867	TRDR3	0.0
1868	TREH	0.0
1869	TRIODTHYSULT	0.0
1870	TRIODTHYt	0.0
1871	TRIODTHYt2	0.0
1872	TRIOK	0.0
1873	TRPO2	0.0
1874	TRYPTAOX	0.0
1875	TSTSTERONESte	0.0
1876	TSTSTERONESULT	0.0
1877	TSTSTERONEtr	0.0
1878	TTDCPT2	0.0
1879	TTDCRNt	0.0
1880	TXA2te	0.0
1881	TXA2tr	0.0
1882	TXASr	0.0
1883	TYMSFt	0.0
1884	TYMSULT	0.0
1885	TYR3MO2	0.0
1886	TYRCBOX	0.0
1887	TYROXDAc	0.0
1888	TYRt	0.0
1889	TYRTAm	0.0
1890	UAG2EMAi	0.0
1891	UDPACGALtl	0.0
1892	UDPDOLPT_L	0.0
1893	UDPGALtg	0.0
