Reacciones	Flujos_BRCA_cancer1
NTD2e	173.62149253880042
NTD2l	0.0
NTD4l	0.0
NTD5l	0.0
NTD7e	0.0
NTD7l	0.0
NTD9e	0.0
NTD9l	0.0
NTP3e	0.0
NTPP10	0.0
NTPP9	0.0
O2St	-999.9999999999999
O2Stm	1000.0
O2Stn	0.0
O2Stx	-1.596453317867791e-13
O2ter	0.0
O2tm	-139.82163048230757
O2tp	3.917047218107199e-14
OAGD3te	0.0
OAGD3tg	0.0
OAGT3te	0.0
OCCOAtx	0.0
OCTAt	0.0
ODECOAtx	0.0
OIVD1m	0.0
OIVD3m	0.0
OPAHir	0.0
ORNt3m	0.0
ORNTArm	0.0
ORNtiDF	0.0
ORPT	0.0
OXAHCOtex	0.0
P45027A12m	0.0
P45027A13m	0.0
P45027A14m	0.0
P45027A15m	0.0
P45027A16m	0.0
P45027A1m	0.0
P450LTB4r	0.0
P5CRm	0.0
P5CRxm	0.0
PA_HStg	0.0
PAFH	0.0
PAFHe	0.0
PAFS	0.0
PAIL_HStn	0.0
PAIL45P_HStn	0.0
PAN4PP	0.0
PAPStg	0.0
PAPtg	0.0
PCHOL_HSter	0.0
PCHOL_HStg	0.0
PCHOLP_hs	6.219210741590881
PCHOLPg_hs	0.0
PCHOLPm_hs	0.0
PCHOLPr_hs	0.0
PCm	354.2347515663736
PDE1	0.0
PDX5PO	0.0
PE_HSter	0.0
PEAMNO	0.0
PEPCKm	0.0
PEROXx	0.0
PEt	9.847098493262044
PETHCT	0.0
PETOHMm_hs	0.0
PFK26	0.0
PGCD	953.8587307030967
PGDI	0.0
PGESr	0.0
PGLYCt	2.591322989919718
PGPP_hs	0.0
PGPPT	0.0
PGS	0.0
PGSr	0.0
PHCDm	0.0
PHETA1m	0.0
PHEtec	0.0
PHYCBOXL	0.0
PHYHx	0.0
PHYTt	0.0
PI345P3P	0.0
PI345P3Pn	0.0
PI345P5P	0.0
PI34P5K	0.0
PI3P4K	0.0
PI3P5K	0.0
PI45P3K	0.0
PI45P3Kn	0.0
PI45P5P	0.0
PI45PLC	0.0
PI4P3K	0.0
PI4P5K	0.0
PI4PLC	0.0
PI5P3K	0.0
PI5P4K	0.0
PIACGT	0.0
PIK3	0.0
PIK4	0.0
PIK5	0.0
PIPLC	0.0
PIter	0.0
PItg	0.0
PItx	0.0
PLA2_2	0.0
PMEVKx	0.0
PMI12346PH	0.0
PMI12346PHn	0.0
PNTEH	0.0
PPA2	0.0
PPAer	0.0
PPAm	0.0
PPDOy	0.0
PPItr	0.0
PPItx	0.0
PPMI12346Ptn	0.0
PRAGSr	0.0
PRASCS	0.0
PRDX	1000.0
PRISTANALtx	0.0
PROD2m	0.0
PROSTGE2t	0.0
PSDm_hs	0.0
PSFLIPm	0.0
PSSA1_hs	-36.79618183853954
PSSA2_hs	0.0
PSt3	37.83274660029098
PTDCACRNCPT1	0.0
PTDCACRNCPT2	0.0
PTDCAt	0.0
PTHPS	0.0
PTRCAT1	0.0
PYAM5POr	0.0
PYDXK	0.0
PYDXPP	0.0
PYNP2r	993.0582703654608
PYRt2m	354.2347515663735
PYRt2p	6.941729634539263
RAI1	0.0
RAI2	0.0
RDH1	0.0
RDH1a	0.0
RDH2a	0.0
RDH3a	0.0
RETI1	0.0
RETI2	0.0
RTOTAL2t	0.0
RTOTAL3CRNCPT1	0.0
RTOTAL3CRNCPT2	0.0
RTOTAL3CRNt	0.0
RTOTALt	0.0
Rtotaltl	0.0
S23T2g	0.0
S2L2FN2M2MASNtly	0.0
S2T1g	0.0
S2T2g	0.0
S2T3g	0.0
S2TASE1ly	0.0
S2TASE2ly	0.0
S2TASE3ly	0.0
S2TASE4ly	0.0
S2TASE5ly	0.0
S3TASE1ly	0.0
S3TASE2ly	0.0
S3TASE3ly	0.0
S4T1g	0.0
S4T2g	0.0
S4T3g	0.0
S4T5g	0.0
S4T6g	0.0
S4TASE1ly	0.0
S4TASE2ly	0.0
S4TASE3ly	0.0
S4TASE4ly	0.0
S4TASE5ly	0.0
S6T19g	0.0
S6T1g	0.0
S6T20g	0.0
S6T21g	0.0
S6T22g	0.0
S6T23g	0.0
S6T24g	0.0
S6T2g	0.0
S6T3g	0.0
S6TASE10ly	0.0
S6TASE11ly	0.0
S6TASE12ly	0.0
S6TASE13ly	0.0
S6TASE14ly	0.0
S6TASE15ly	0.0
S6TASE16ly	0.0
S6TASE17ly	0.0
S6TASE18ly	0.0
S6TASE19ly	0.0
S6TASE1ly	0.0
S6TASE20ly	0.0
S6TASE21ly	0.0
S6TASE22ly	0.0
S6TASE23ly	0.0
S6TASE24ly	0.0
S6TASE25ly	0.0
S6TASE26ly	0.0
S6TASE2ly	0.0
S6TASE3ly	0.0
S6TASE4ly	0.0
S6TASE5ly	0.0
S6TASE6ly	0.0
S6TASE7ly	0.0
S6TASE8ly	0.0
S6TASE9ly	0.0
SADT	0.0
SALMCOM	0.0
SAMHISTA	0.0
SBPP1er	0.0
SBPP3er	0.0
SBTD_D2	0.0
SBTR	0.0
SCP21x	0.0
SCPx	0.0
Ser_Thrtg	0.0
SERALANaEx	0.0
SERGLNNaEx	0.0
SERPT	0.0
SFGTH	0.0
SGPL12r	0.0
SIAASE2ly	0.0
SIAASE3ly	0.0
SIAASE4ly	0.0
SIAASEly	0.0
sink_citr[c]	0.0
sink_pre_prot[r]	0.0
SLCBK1	0.0
SLDt	0.0
SLDx	0.0
SMPD3g	0.0
SMS	3.1095164563365496
SO4tl	0.0
SOAT12	0.0
SPH1Ptr	0.0
SPHGNtr	0.0
SPHINGStl	0.0
SPHINGStr	0.0
SPHK21c	0.0
SPHS1Ptr	0.0
SPMDOX	0.0
SPODMm	500.0
SPODMn	0.0
SPODMx	-7.982266589338954e-14
SPR	0.0
SPRMS	0.0
SQLEr	0.0
SQLSr	0.0
SR5ARr	0.0
ST3GAL22g	0.0
ST3GAL62g	0.0
ST6GALNAC23	0.0
ST6GALNAC24	0.0
ST6GALNAC25	0.0
ST6GALNAC26	0.0
STRDNCCPT1	0.0
STRDNCCPT2	0.0
STRDNCt	0.0
SUCCt2m	0.0
SUCCtp	0.0
SUCD1m	708.4695031327474
SUCOAS1m	-6.4226470235335205
SUCOASm	-702.0468561092138
T4HCINNMFM	0.0
TAGAT_Dt	0.0
TCYNTt	0.0
TCYNTtm	0.0
TETHEX3COAtx	0.0
TETPENT3COAtx	0.0
TETPENT3CPT1	91.53049686725288
TETPENT3CPT2	91.53049686725288
TETPENT3CRNt	91.53049686725288
TETPENT3t	0.0
TETPENT6COAtx	0.0
TETPENT6CPT1	0.0
TETPENT6CPT2	0.0
TETPENT6CRNt	0.0
TETPENT6t	0.0
TETTET6COAtx	-7.982266589338953e-14
TETTET6CPT1	0.0
TETTET6CPT2	0.0
TETTET6CRNt	0.0
TETTET6t	0.0
THBPT4ACAMDASE	0.0
THD1m	0.0
THFtl	0.0
THRALANaEx	0.0
THRGLNNaEx	0.0
THRSERNaEx	0.0
THRt4	0.0
THYMDt1	0.0
THYMDtl	0.0
THYMt	1.5030062444907414e-13
TMABADH	0.0
TMDPP	-1.5030062444907417e-13
TMLYSOX	0.0
TMNDNCCPT1	0.0
TMNDNCCPT2	0.0
TMNDNCCRNt	0.0
TRDR	5.634316744377545e-14
TRDR2	0.0
TRDR3	0.0
TRPO2	0.0
TRYPTAOX	0.0
TSTSTERONEt	1000.0
TSTSTERONEtr	0.0
TTDCPT2	0.0
TYRCBOX	0.0
TYROXDAc	0.0
TYRTAm	0.0
UAG2EMAi	0.0
UDPACGALtl	0.0
UDPDOLPT_L	0.0
UDPGALtg	0.0
UDPGD	0.0
UDPGLCAter	0.0
UDPGLCAtg	0.0
UDPGLCter	0.0
UDPGLDCg	0.0
UDPGP	0.0
UDPtl	0.0
UDPXYLter	0.0
UDPXYLtg	0.0
UGALGTg	0.0
UGALNACtg	0.0
UGLCNACtg	0.0
UMPK2	0.0
UMPK2n	0.0
UMPK3	0.0
UMPK3n	0.0
UMPK4	0.0
UMPK4n	0.0
UMPK5	0.0
UMPK5n	0.0
UMPK6	0.0
UMPK6n	0.0
UMPK7	0.0
UMPK7n	0.0
UMPKn	0.0
URATEt	1000.0
URATEtx	6.941729634539262
UREAt5	1000.0
URIDK2m	0.0
URIK1	0.0
URIt	-6.9417296345392305
Uritl	0.0
UROLACer	0.0
UTPtn	0.0
VALtec	0.0
VLCSp	0.0
WHHDCAte	0.0
WHTSTSTERONEte	0.0
XANDp	6.9417296345392625
XANtx	0.0
XAO2x	6.9417296345392625
XAOx	0.0
XOL7AH2tm	0.0
XOL7AONEtr	0.0
XOLEST2te	0.0
XOLESTte	0.0
XOLTRI27te	0.0
XSERtg	0.0
XYLTD_Dr	0.0
XYLTer	0.0
XYLtly	0.0
XYLUR	0.0
EX_acmana[e]	0.0
EX_ahdt[e]	724.5404975129335
EX_dgmp[e]	0.0
EX_dgtp[e]	0.0
EX_g1p[e]	173.62149253880042
EX_HC01104[e]	0.0
EX_HC01361[e]	-724.5404975129335
EX_HC01440[e]	0.0
EX_HC01441[e]	0.0
EX_HC01444[e]	0.0
EX_HC01446[e]	0.0
EX_HC01577[e]	0.0
EX_HC01609[e]	250.0
EX_HC01610[e]	-250.0
EX_HC01700[e]	0.0
EX_HC02160[e]	0.0
EX_HC02161[e]	0.0
EX_itp[e]	0.0
EX_orot[e]	0.0
EX_prpp[e]	0.0
EX_udpg[e]	-173.62149253880042
r0002	0.0
r0009	0.0
r0016	0.0
r0022	-220.35673903538503
r0023	0.0
r0027	-4.140835265013423
r0033	0.0
r0047	2.602724542763145e-15
r0051	0.0
r0081	0.0
r0083	0.0
r0084	0.0
r0085	0.0
r0086	0.0
r0093	173.62149253880042
r0113	0.0
r0119	0.0
r0129	0.0
r0130	0.0
r0156	0.0
r0157	0.0
r0166	0.0
r0170	0.0
r0173	-6.941729634539263
r0191	40.42549222155188
r0196	0.0
r0205	0.0
r0208	0.0
r0210	444.1503872645005
r0224	0.0
r0239	0.0
r0242	0.0
r0245	0.0
r0246	0.0
r0249	0.0
r0276	6.422647023533521
r0287	14.918298120351777
r0301	0.0
r0308	0.0
r0309	-54.234751566374065
r0310	0.0
r0311	0.0
r0317	0.0
r0321	0.0
r0330	0.0
r0340	0.0
r0354	0.0
r0355	0.0
r0357	0.0
r0358	0.0
r0360	0.0
r0361	0.0
r0363	0.0
r0364	0.0
r0365	0.0
r0377	0.0
r0380	0.0
r0383	0.0
r0388	0.0
r0389	315.3394652192972
r0393	0.0
r0394	0.0
r0395	0.0
r0402	0.0
r0407	619.3818388758135
r0408	-380.6181611241864
r0409	1000.0
r0410	0.0
r0423	0.0
r0424	0.0
r0425	0.0
r0426	0.0
r0443	0.0
r0444	0.0
r0451	0.0
r0456	0.0
r0463	0.0
r0470	0.0
r0472	0.0
r0474	6.941729634539263
r0475	347.8121045428402
r0480	0.0
r0488	0.0
r0502	0.0
r0504	0.0
r0509	0.0
r0510	0.0
r0511	0.0
r0517	0.0
r0527	0.0
r0531	0.0
r0537	0.0
r0539	0.0
r0545	0.0
r0547	0.0
r0555	0.0
r0557	0.0
r0568	0.0
r0575	0.0
r0578	0.0
r0579	0.0
r0584	0.0
r0587	0.0
r0590	0.0
r0591	0.0
r0595	444.1503872645005
r0596	0.0
r0610	0.0
r0611	0.0
r0615	0.0
r0616	0.0
r0617	0.0
r0618	0.0
r0627	0.0
r0633	14.918298120351773
r0634	0.0
r0638	14.918298120351766
r0639	0.0
r0641	0.0
r0642	0.0
r0643	0.0
r0648	0.0
r0649	0.0
r0652	0.0
r0653	14.91829812035177
r0655	0.0
r0660	-14.918298120351766
r0661	0.0
r0666	0.0
r0672	0.0
r0673	0.0
r0688	-379.207568476337
r0698	0.0
r0706	0.0
r0707	-724.5404975129335
r0714	14.918298120351768
r0715	0.0
r0716	14.918298120351768
r0717	0.0
r0718	0.0
r0719	0.0
r0721	0.0
r0722	14.918298120351768
r0723	0.0
r0724	-14.918298120351768
r0726	0.0
r0727	0.0
r0728	0.0
r0729	0.0
r0730	14.918298120351773
r0731	14.918298120351771
r0732	14.918298120351775
r0733	14.918298120351775
r0734	14.918298120351775
r0735	14.918298120351768
r0737	0.0
r0739	-379.207568476337
r0743	0.0
r0744	0.0
r0752	0.0
r0753	0.0
r0754	0.0
r0755	0.0
r0756	0.0
r0757	0.0
r0758	-617.0230162028338
r0774	-249.99999999999997
r0781	0.0
r0782	0.0
r0783	0.0
r0786	0.0
r0787	0.0
r0788	0.0
r0789	0.0
r0791	-14.918298120351775
r0795	444.1503872645005
r0801	-6.422647023533522
r0812	0.0
r0819	0.0
r0821	0.0
r0822	291.5304968672527
r0826	0.0
r0829	0.0
r0830	0.0
r0834	0.0
r0835	0.0
r0836	0.0
r0839	0.0
r0840	0.0
r0845	0.0
r0860	0.0
r0885	0.0
r0892	-1000.0
r0899	0.0
r0913	0.0
r0915	0.0
r0917	0.0
r0926	0.0
r0942	0.0
r0954	0.0
r0968	0.0
r0973	0.0
r0987	0.0
r0995	0.0
r1000	0.0
r1008	0.0
r1020	0.0
r1050	3.627887751671163
r1052	0.0
r1078	0.0
r1116	-22.913789542965823
r1117	0.0
r1134	0.0
r1147	125.40850939824156
r1150	0.0
r1154	-228.82624216813213
r1155	0.0
r1156	-1000.0
r1162	0.0
r1164	0.0
r1165	0.0
r1166	0.0
r1167	0.0
r1168	0.0
r1169	0.0
r1170	0.0
r1171	0.0
r1172	0.0
r1174	0.0
r1175	0.0
r1177	0.0
r1179	0.0
r1181	0.0
r1182	0.0
r1183	0.0
r1251	0.0
r1252	0.0
r1253	0.0
r1254	0.0
r1255	0.0
r1257	0.0
r1259	0.0
r1260	0.0
r1262	0.0
r1292	0.0
r1298	0.0
r1377	0.0
r1378	0.0
r1380	0.0
r1382	0.0
r1383	0.0
r1400	0.0
r1411	0.0
r1418	1000.0
r1435	0.0
r1443	0.0
r1444	0.0
r1445	0.0
r1446	0.0
r1447	0.0
r1448	0.0
r1449	0.0
r1450	0.0
r1451	0.0
r1454	228.82624216813213
r1455	0.0
r1457	0.0
r1459	0.0
r1487	0.0
r1544	-888.9472634764653
r1546	0.0
r1547	-2.3661915800076705
r1548	0.0
r1549	-28.39394330225648
r1551	0.0
r1552	0.0
r1553	0.0
r1554	0.0
r1556	0.0
r1557	0.0
r1559	0.0
r1560	0.0
r1561	0.0
r1562	0.0
r1563	0.0
r1564	4.140835265013424
r1565	0.0
r1566	0.0
r1567	0.0
r1568	0.0
r1569	0.0
r1570	0.0
r1571	0.0
r1573	0.0
r1574	0.0
r1575	0.0
r1576	0.0
r1578	0.0
r1579	0.0
r1580	0.0
r1581	0.0
r1583	0.0
r1584	0.0
r1585	0.0
r1586	0.0
r1587	0.0
r1588	0.0
r1589	0.0
r1590	-476.70134018015585
r1591	0.0
r1592	0.0
r1593	0.0
r1594	0.0
r1595	0.0
r1596	0.0
r1597	0.0
r1598	0.0
r1599	0.0
r1600	0.0
r1602	0.0
r1603	0.0
r1604	0.0
r1605	0.0
r1606	0.0
r1607	0.0
r1608	0.0
r1609	0.0
r1610	0.0
r1611	0.0
r1612	0.0
r1613	0.0
r1614	0.0
r1615	0.0
r1616	0.0
r1617	0.0
r1618	0.0
r1619	0.0
r1620	0.0
r1621	0.0
r1622	0.0
r1623	0.0
r1624	0.0
r1625	0.0
r1626	0.0
r1627	0.0
r1628	0.0
r1629	0.0
r1630	0.0
r1631	0.0
r1632	0.0
r1633	0.0
r1634	0.0
r1635	0.0
r1636	0.0
r1637	0.0
r1638	0.0
r1639	0.0
r1640	0.0
r1641	0.0
r1642	0.0
r1643	0.0
r1644	0.0
r1645	0.0
r1646	0.0
r1647	0.0
r1648	0.0
r1649	73.3508720067311
r1650	0.0
r1651	0.0
r1652	0.0
r1653	0.0
r1654	0.0
r1655	0.0
r1656	0.0
r1657	0.0
r1658	0.0
r1659	0.0
r1660	0.0
r1661	0.0
r1662	0.0
r2079	0.0
r2080	0.0
r2081	0.0
r2082	0.0
r2083	0.0
r2084	0.0
r2085	0.0
r2086	0.0
r2087	0.0
r2088	0.0
r2089	0.0
r2090	228.8262421681321
r2091	0.0
r2092	0.0
r2093	0.0
r2094	0.0
r2095	0.0
r2096	0.0
r2097	0.0
r2098	0.0
r2099	0.0
r2100	0.0
r2101	0.0
r2102	0.0
r2103	0.0
r2104	0.0
r2105	0.0
r2106	0.0
r2107	0.0
r2108	0.0
r2109	0.0
r2110	0.0
r2111	0.0
r2112	0.0
r2113	0.0
r2114	0.0
r2115	0.0
r2116	0.0
r2117	0.0
r2118	0.0
r2119	0.0
r2120	0.0
r2121	0.0
r2122	0.0
r2123	0.0
r2124	0.0
r2125	0.0
r2126	0.0
r2127	0.0
r2128	0.0
r2129	0.0
r2130	0.0
r2131	0.0
r2132	0.0
r2133	0.0
r2313	0.0
r2317	0.0
r2328	0.0
r2329	0.0
r2371	0.0
r2372	0.0
r2373	0.0
r2374	0.0
r2375	0.0
r2376	0.0
r2377	0.0
r2378	0.0
r2379	0.0
r2380	0.0
r2385	0.0
r2386	0.0
r2389	0.0
r2419	0.0
r2420	0.0
r2433	0.0
r2435	-54.23475156637406
r2436	0.0
r2437	228.82624216813213
r2497	0.0
r2502	0.0
r2508	0.0
r2510	0.0
r2512	0.0
r2514	0.0
r2516	6.941729634539264
r2517	0.0
r2520	0.0
EX_so3[e]	-444.15038726450047
RE0383C	0.0
RE0452M	0.0
RE0453M	0.0
RE0453N	0.0
RE0456N	0.0
RE0512M	0.0
RE0512X	0.0
RE0565C	0.0
RE0566C	0.0
RE0567C	0.0
RE0568C	0.0
RE0569C	0.0
RE0569E	0.0
RE0570C	0.0
RE0571C	0.0
RE0574C	0.0
RE0575C	0.0
RE0576C	0.0
RE0578C	-76.61219874690107
RE0579C	0.0
RE0581C	0.0
RE0830C	0.0
RE0830N	0.0
RE0915C	0.0
RE1447M	0.0
RE1447N	0.0
RE1448N	0.0
RE1516M	0.0
RE1516X	0.0
RE1517M	0.0
RE1517X	0.0
RE1518M	-1000.0
RE1518X	0.0
RE1519X	0.0
RE1520M	0.0
RE1520X	0.0
RE1521M	0.0
RE1521X	0.0
RE1522M	0.0
RE1522X	0.0
RE1523M	0.0
RE1523X	0.0
RE1525M	0.0
RE1525X	0.0
RE1526M	0.0
RE1526X	0.0
RE1527M	0.0
RE1527X	0.0
RE1530M	0.0
RE1531M	0.0
RE1531X	0.0
RE1532M	0.0
RE1532X	0.0
RE1533M	0.0
RE1533X	0.0
RE1534M	0.0
RE1534X	0.0
RE1573M	0.0
RE1573X	0.0
RE1691M	0.0
RE1709N	0.0
RE1804M	0.0
RE1807M	0.0
RE1810M	0.0
RE1834X	0.0
RE1836X	0.0
RE1860E	0.0
RE2235R	0.0
RE2327C	0.0
RE2407C	0.0
RE2410C	0.0
RE2563C	0.0
RE2624X	0.0
RE2625M	0.0
RE2626C	218.22996564054557
RE2626M	0.0
RE2649C	0.0
RE2660N	0.0
RE2666C	0.0
RE2814M	0.0
RE2888C	-993.0582703654608
RE2912M	0.0
RE2972M	0.0
RE2973N	0.0
RE2985M	0.0
RE2985X	0.0
RE2986X	0.0
RE2987X	0.0
RE2988X	0.0
RE2989X	0.0
RE2990X	0.0
RE2991X	0.0
RE2992M	0.0
RE2992X	0.0
RE2993X	0.0
RE2994X	0.0
RE2996X	0.0
RE2997X	0.0
RE2998M	1000.0
RE2999M	0.0
RE3000M	0.0
RE3001M	0.0
RE3002X	0.0
RE3003M	0.0
RE3004M	0.0
RE3005M	0.0
RE3006M	0.0
RE3010C	0.0
RE3010M	0.0
RE3010X	0.0
RE3011R	0.0
RE3012C	0.0
RE3012R	0.0
RE3051C	0.0
RE3073X	0.0
RE3074X	0.0
RE3081X	0.0
RE3082X	0.0
RE3086X	0.0
RE3095C	459.23951107652624
RE3103C	0.0
RE3104C	0.0
RE3106C	0.0
RE3110C	0.0
RE3112C	0.0
RE3113C	0.0
RE3114R	0.0
RE3119C	0.0
RE3120C	0.0
RE3121C	0.0
RE3122C	0.0
RE3132R	0.0
RE3136C	0.0
RE3146R	0.0
RE3151C	0.0
RE3152C	0.0
RE3153C	0.0
RE3154C	0.0
RE3156X	7.982266589338953e-14
RE3157X	0.0
RE3158X	7.982266589338954e-14
RE3159X	0.0
RE3160R	0.0
RE3161C	0.0
RE3162C	0.0
RE3163C	0.0
RE3165C	0.0
RE3166C	0.0
RE3167C	0.0
RE3168C	0.0
RE3169C	0.0
RE3170C	0.0
RE3171C	0.0
RE3172C	0.0
RE3173C	0.0
RE3174C	0.0
RE3175C	0.0
RE3176C	0.0
RE3177M	0.0
RE3178M	0.0
RE3179M	0.0
RE3185M	0.0
RE3186M	0.0
RE3189M	0.0
RE3190M	0.0
RE3191M	0.0
RE3192M	0.0
RE3193M	0.0
RE3194M	0.0
RE3195M	0.0
RE3218C	1000.0000000000002
RE3224C	0.0
RE3225C	0.0
RE3226C	0.0
RE3227C	0.0
RE3228C	0.0
RE3229C	0.0
RE3230C	0.0
RE3231C	0.0
RE3232C	0.0
RE3234C	0.0
RE3235C	0.0
RE3236C	0.0
RE3238C	0.0
RE3241C	0.0
RE3242C	0.0
RE3243C	0.0
RE3244C	0.0
RE3245C	0.0
RE3247X	0.0
RE3251M	0.0
RE3269C	0.0
RE3273C	-6.219210741590881
RE3273R	0.0
RE3307C	0.0
RE3346C	218.22996564054557
RE3346M	0.0
RE3430C	0.0
RE3430M	0.0
RE3430X	0.0
RE3431C	0.0
RE3432C	0.0
RE3432M	0.0
RE3432X	0.0
RE3434C	0.0
RE3435C	0.0
RE3436C	0.0
RE3437C	0.0
RE3470C	0.0
RE3470M	0.0
RE3476C	0.0
RE3476M	0.0
RE3488R	0.0
RE3496C	0.0
RE3520E	0.0
RE3525M	0.0
RE3526C	0.0
RE3526M	0.0
RE3570C	0.0
RE3587C	0.0
RE3597C	0.0
RE3597X	0.0
RE3624M	0.0
RE3626M	0.0
RE3628M	0.0
EX_HC00955[e]	0.0
EX_HC02213[e]	0.0
EX_malcoa[e]	0.0
EX_arachcoa[e]	0.0
EX_coa[e]	0.0
EX_CE2250[e]	0.0
EX_23cump[e]	0.0
EX_3ump[e]	0.0
EX_CE0074[e]	-993.0582703654608
EX_C04849[e]	0.0
PIt8	-1000.0
2MB2COAc	0.0
3HBCOARc	152.21404342123105
ADPACDAc	0.0
ADPCOACROT	0.0
BCRNe	152.21404342123105
C10OHc	0.0
C12OHc	0.0
C141ACBP	0.0
C141OHc	0.0
C141OHe	0.0
C142ACBP	0.0
C142OHc	0.0
C142OHe	0.0
C14OHc	0.0
C161OHc	0.0
C162ACBP	61.693900626549265
C162OHc	61.693900626549265
C162OHe	61.693900626549265
C16DCc	0.0
C16DCe	0.0
C16OHc	0.0
C181OHc	0.0
C182OHc	0.0
C18OHc	0.0
C4CRNCPT2	-14.918298120351778
C4CRNe	14.918298120351777
C4OHc	152.21404342123105
C4tmc	-14.918298120351777
C50CPT1	0.0
C51CPT1	0.0
C5DCe	0.0
C6DCCACT	0.0
C6DCc	0.0
C8DCc	0.0
DDCRNe	0.0
DECCRNe	0.0
DOCO13EFATP	0.0
DOCOSACTDe	76.61219874690107
EX_3bcrn[e]	152.21404342123105
EX_3ddcrn[e]	0.0
EX_3deccrn[e]	0.0
EX_3hdececrn[e]	0.0
EX_3hexdcrn[e]	0.0
EX_3ivcrn[e]	0.0
EX_3octdec2crn[e]	0.0
EX_3octdeccrn[e]	0.0
EX_3octdece1crn[e]	0.0
EX_3tdcrn[e]	0.0
EX_3tetd7ecoacrn[e]	0.0
EX_3thexddcoacrn[e]	61.693900626549265
EX_3ttetddcoacrn[e]	0.0
EX_c16dc[e]	0.0
EX_c4crn[e]	14.918298120351777
EX_c51crn[e]	0.0
EX_c5dc[e]	0.0
EX_doco13ac[e]	0.0
EX_docosac[e]	-76.61219874690107
EX_ivcrn[e]	0.0
FAOXC101C102m	0.0
FAOXC101C102x	0.0
FAOXC101C8m	14.91829812035177
FAOXC101C8x	0.0
FAOXC101x	0.0
FAOXC102C101m	0.0
FAOXC102C103m	0.0
FAOXC102C103x	0.0
FAOXC102C81m	0.0
FAOXC102C81x	0.0
FAOXC102m	0.0
FAOXC102x	0.0
FAOXC103C102m	0.0
FAOXC103C102x	0.0
FAOXC10C10OHm	0.0
FAOXC10C8m	0.0
FAOXC10C8x	0.0
FAOXC11BRC9BRx	0.0
FAOXC11C9m	0.0
FAOXC121C101m	0.0
FAOXC121C10x	0.0
FAOXC121x	0.0
FAOXC122C101m	0.0
FAOXC122m	0.0
FAOXC122x	0.0
FAOXC123C102m	0.0
FAOXC123C102x	0.0
FAOXC123m	0.0
FAOXC123x	0.0
FAOXC12C10m	0.0
FAOXC12C12OHm	0.0
FAOXC12DCC10DCx	0.0
FAOXC13BRC11BRx	0.0
FAOXC13C11m	0.0
FAOXC141C121m	0.0
FAOXC141C141OHm	0.0
FAOXC142C122m	0.0
FAOXC142C122x	0.0
FAOXC142C142OHm	0.0
FAOXC143C123m	0.0
FAOXC143C123x	0.0
FAOXC14C12m	14.91829812035177
FAOXC14C14OHm	0.0
FAOXC14DCC12DCx	0.0
FAOXC15C13m	0.0
FAOXC15NADPx	0.0
FAOXC161C141m	0.0
FAOXC161C161OHm	0.0
FAOXC162C142m	0.0
FAOXC162C162OHm	61.69390062654926
FAOXC163C142x	0.0
FAOXC163C143m	0.0
FAOXC163C164Gm	0.0
FAOXC163C164x	0.0
FAOXC163GC142m	0.0
FAOXC163Gm	0.0
FAOXC163x	0.0
FAOXC164C143m	0.0
FAOXC164C143x	0.0
FAOXC164C163x	0.0
FAOXC164C165m	0.0
FAOXC164C165x	0.0
FAOXC164GC163m	0.0
FAOXC164m	0.0
FAOXC164x	0.0
FAOXC165C164m	0.0
FAOXC165C164x	0.0
FAOXC16C14m	0.0
FAOXC16C16OHm	0.0
FAOXC16DCC14DCx	0.0
FAOXC16DCr	0.0
FAOXC17C15m	0.0
FAOXC181C161m	0.0
FAOXC181C181OHm	0.0
FAOXC182C162m	0.0
FAOXC182C182OHm	0.0
FAOXC183C163Gm	0.0
FAOXC183C163m	0.0
FAOXC184C163m	0.0
FAOXC184C163x	0.0
FAOXC184C164m	0.0
FAOXC184C164x	0.0
FAOXC184m	0.0
FAOXC184x	0.0
FAOXC185C164m	0.0
FAOXC185m	0.0
FAOXC18C18OHm	0.0
FAOXC204C184m	0.0
FAOXC204C205x	0.0
FAOXC205C184x	0.0
FAOXC205C185m	0.0
FAOXC225C204m	0.0
FAOXC225C204x	0.0
FAOXC225C226m	0.0
FAOXC225C226x	0.0
FAOXC225m	0.0
FAOXC225x	0.0
FAOXC226C205m	0.0
FAOXC226C225m	0.0
FAOXC226C225x	0.0
FAOXC226C227m	0.0
FAOXC226m	0.0
FAOXC227C226m	0.0
FAOXC5C3x	0.0
FAOXC5C5DCc	0.0
FAOXC5C5OHm	0.0
FAOXC5OHc	0.0
FAOXC61C4m	0.0
FAOXC61m	0.0
FAOXC61x	0.0
FAOXC6C4m	0.0
FAOXC7C5m	0.0
FAOXC81C61m	0.0
FAOXC81C61x	0.0
FAOXC8C6m	0.0
FAOXC9C7m	0.0
FAOXOHC16C16DCc	0.0
FAOXTC101TC102m	0.0
FAOXTC102C101m	0.0
FAOXTC122TC101m	0.0
FAOXTC122m	0.0
FAOXTC142TC122m	0.0
FAOXTC162TC142m	0.0
FAOXTC182TC162m	61.69390062654926
FOAXC122C101x	0.0
GLUTCOAACBP	0.0
HDCACBP	0.0
HDDACBP	0.0
HDECAACBP	0.0
HDECEACBP	0.0
HEDCECRNe	0.0
HEXCOAACBP	0.0
HEXDCRNe	0.0
HEXDIACtr	0.0
HEXDICOAACBP	0.0
HEXDICOAACBPx	0.0
HIVCACBP	0.0
HIVCRNe	0.0
HOCDACBP	0.0
