Reacciones	FlujosN3
NACHEXA2ly	0.0
NACHEXA3ly	0.0
NACHEXA4ly	0.0
NACHEXA5ly	0.0
NACHEXA6ly	0.0
NACHEXA7ly	0.0
NACHEXA8ly	0.0
NACHEXA9ly	0.0
NADHtru	0.0
NADtn	0.0
NADtru	0.0
NAGA2ly	0.0
NAGAly	0.0
NAGLCAly	0.0
NAt5	-932.1408042428646
NAtx	0.0
NBAHH_ir	0.0
NCKt	0.0
NCNt	0.0
NDP10ex	0.0
NDP3ex	0.0
NDP6	0.0
NDP7er	0.0
NDP7ex	0.0
NDP7g	0.0
NDP8	0.0
NDP8ex	0.0
NDPK10	0.0
NDPK10n	0.0
NDPK1m	-17.857142857142968
NDPK1n	0.0
NDPK2n	0.0
NDPK3m	0.0
NDPK3n	0.0
NDPK4m	0.0
NDPK4n	0.0
NDPK5m	0.0
NDPK5n	0.0
NDPK6m	0.0
NDPK6n	0.0
NDPK7m	0.0
NDPK7n	0.0
NDPK8m	0.0
NDPK8n	0.0
NDPK9n	0.0
NH4tn	0.0
NH4tp	0.0
NICRNS	12.798015534145868
NMNS	0.0
NNMT	0.0
NORANMT	0.0
NP1	12.798015534145868
NRPPHRt4_2_r	0.0
NRVNCCOAtx	0.0
NTD12	0.0
NTD1m	0.0
NTD2e	0.0
NTD2l	0.0
NTD4e	0.0
NTD4l	0.0
NTD5l	0.0
NTD7e	0.0
NTD7l	0.0
NTD9e	0.0
NTD9l	0.0
NTP3e	0.0
NTPP10	0.0
NTPP9	0.0
O2St	-1000.0
O2Stm	1000.0
O2Stn	0.0
O2Stx	0.0
O2ter	0.0
O2tm	-218.6959512447446
O2tn	0.0
O2tp	-146.8712708719975
OCCOAtx	-77.48184261906862
OCOAT1m	0.0
OCTAt	0.0
ODECOAtx	0.0
OIVD1m	0.0
OIVD2m	185.54713416670694
OIVD3m	0.0
OPAHir	0.0
ORNt3m	1000.0
ORNTArm	-1000.0
OXAHCOtex	0.0
P45011A1m	0.0
P45011B11m	0.0
P45011B12m	0.0
P45011B21m	0.0
P45017A1r	0.0
P45017A2r	0.0
P45017A3r	0.0
P45017A4r	0.0
P45021A1r	0.0
P45021A2r	0.0
P45027A12m	0.0
P45027A13m	0.0
P45027A14m	0.0
P45027A15m	0.0
P45027A16m	0.0
P45027A1m	0.0
P450LTB4r	0.0
P450SCC1m	0.0
P5CDm	0.0
PA_HStn	0.0
PAFH	0.0
PAFS	0.0
PAIL_HStn	0.0
PAN4PP	0.0
PAPStg	0.0
PAPtg	0.0
PCFLOPm	0.0
PCHOL_HSter	0.0
PCHOL_HStg	0.0
PCHOLP_hs	4.187383483246949
PCm	17.857142857142822
PCREATtmdiffir	0.0
PCRNtm	0.0
PCt	0.0
PDE1	0.0
PDE4	0.0
PDHm	0.0
PDX5PO	0.0
PE_HSter	0.0
PEAMNO	0.0
PEPCKm	0.0
PEROXx	0.0
PEt	122.16521245349247
PETHCT	0.0
PETOHMm_hs	0.0
PETOHMr_hs	0.0
PFK26	0.0
PGCD	0.0
PGDI	0.0
PGDIr	0.0
PGESr	0.0
PGLer	0.0
PGLYCt	3.489366507569882
PGPP_hs	0.0
PGPPT	0.0
PHCDm	0.0
PHCHGSm	0.0
PHEMEtm	0.0
PHETA1m	0.0
PHYCBOXL	0.0
PHYHx	0.0
PHYTt	0.0
PI345P3P	0.0
PI345P3Pn	0.0
PI345P5P	0.0
PI34P5K	0.0
PI3P4K	0.0
PI3P5K	0.0
PI45P3Kn	0.0
PI45P5P	0.0
PI45PLC	0.0
PI4P3K	0.0
PI4P5K	0.0
PI4PLC	0.0
PI4PLCn	0.0
PI5P3K	0.0
PI5P4K	0.0
PIACGT	0.0
PIK3	0.0
PIK4	0.0
PIK5	0.0
PIPLC	0.0
PIter	0.0
PItg	0.0
PItx	0.0
PLA2_2	0.0
PLA2_2e	0.0
PMEVKx	0.0
PMI12346PH	0.0
PMI12346PHn	0.0
PNTOt5	0.0
PPA2	0.0
PPAer	0.0
PPAm	0.0
PPAP	0.0
PPDOy	0.0
PPItx	0.0
PPMI12346Ptn	0.0
PPPG9tm	0.0
PPPGOm	0.0
PRAGSr	0.0
PRASCS	0.0
PRDX	1000.0
PRGNLONESULT	0.0
PRGNLONEtm	0.0
PRGNLONEtr	0.0
PRGSTRNt	0.0
PRISTANALtx	0.0
PROSTGD2t	0.0
PROSTGE1t	0.0
PROt4	466.90759428830444
PROtm	0.0
PSDm_hs	0.0
PSFLIPm	0.0
PSSA1_hs	63.54447771435853
PSSA2_hs	0.0
PSt3	-62.14868321994287
PTDCACRNCPT1	0.0
PTDCACRNCPT2	0.0
PTDCACRNt	0.0
PTDCAt	0.0
PTE2x	0.0
PTE3x	0.0
PTE4x	0.0
PTHPS	0.0
PTRCAT1	0.0
PTRCOX1	0.0
PYAM5POr	0.0
PYDXDH	0.0
PYDXK	0.0
PYNP2r	1000.0
PYRt2m	17.857142857142822
PYRt2p	1000.0
QUILSYN	0.0
RBK_D	0.0
RDH1	0.0
RDH1a	0.0
RDH2	-593.7072397920317
RDH2a	593.7072397920317
RDH3	0.0
RDH3a	0.0
RETFA	0.0
RETH	0.0
RIBt	0.0
RTOTAL3CRNCPT1	0.0
RTOTAL3CRNCPT2	0.0
RTOTAL3CRNt	0.0
Rtotaltl	0.0
S23T2g	0.0
S2L2FN2M2MASNtly	0.0
S2T1g	0.0
S2T2g	0.0
S2T3g	0.0
S2T4g	0.0
S2TASE1ly	0.0
S2TASE2ly	0.0
S2TASE3ly	0.0
S2TASE4ly	0.0
S2TASE5ly	0.0
S3T1g	0.0
S3T2g	0.0
S3T3g	0.0
S3TASE1ly	0.0
S3TASE2ly	0.0
S3TASE3ly	0.0
S4T1g	0.0
S4T2g	0.0
S4T3g	0.0
S4T4g	0.0
S4T5g	0.0
S4T6g	0.0
S4TASE1ly	0.0
S4TASE2ly	0.0
S4TASE3ly	0.0
S4TASE4ly	0.0
S4TASE5ly	0.0
S6T19g	0.0
S6T1g	0.0
S6T20g	0.0
S6T21g	0.0
S6T23g	0.0
S6T24g	0.0
S6T25g	0.0
S6T2g	0.0
S6T3g	0.0
S6TASE10ly	0.0
S6TASE11ly	0.0
S6TASE12ly	0.0
S6TASE13ly	0.0
S6TASE14ly	0.0
S6TASE15ly	0.0
S6TASE16ly	0.0
S6TASE17ly	0.0
S6TASE18ly	0.0
S6TASE19ly	0.0
S6TASE1ly	0.0
S6TASE20ly	0.0
S6TASE21ly	0.0
S6TASE22ly	0.0
S6TASE23ly	0.0
S6TASE24ly	0.0
S6TASE25ly	0.0
S6TASE26ly	0.0
S6TASE2ly	0.0
S6TASE3ly	0.0
S6TASE4ly	0.0
S6TASE5ly	0.0
S6TASE6ly	0.0
S6TASE7ly	0.0
S6TASE8ly	0.0
S6TASE9ly	0.0
SADT	0.0
SALMCOM	0.0
SALMCOM2	0.0
SARCStm	0.0
SARDHm	0.0
SBPP1er	0.0
SBPP3er	0.0
SBTD_D2	3.060549807673534e-13
SBTR	3.060549807673534e-13
SCP21x	0.0
SCP2x	11.904761904761875
SCPx	0.0
Ser_Thrtg	0.0
SERCYSNaEx	0.0
SERHL	0.0
SERPT	0.0
SERt4	157.53850977697215
SFGTH	0.0
SGPL12r	0.0
SIAASE2ly	0.0
SIAASE3ly	0.0
SIAASE4ly	0.0
SIAASEly	0.0
SIAT9g	0.0
sink_pre_prot[r]	0.0
SLDt	0.0
SLDx	0.0
SMPD3g	0.0
SMPD3l	0.0
SMS	4.187144026308466
SO4tl	0.0
SOAT12	0.0
SPH1Ptr	0.0
SPHGNtr	0.0
SPHINGStl	0.0
SPHINGStr	0.0
SPHK21c	0.0
SPHMYLNtl	0.0
SPHS1Ptr	0.0
SPMDOX	0.0
SPODMe	0.0
SPODMm	500.0
SPODMn	0.0
SPODMx	0.0
SPR	0.0
SPRMS	5.946447974411866e-15
SQLEr	0.0
SQLSr	0.0
ST3GAL21g	0.0
ST3GAL23g	0.0
ST6GALNAC31	0.0
ST6GALNAC62	0.0
ST8SIA12	0.0
STRDNCCPT1	0.0
STRDNCCPT2	0.0
STRDNCCRNt	0.0
STRDNCt	0.0
STS1	0.0
STS2	0.0
SUCCt2m	35.71428571428528
SUCCtp	0.0
SUCD1m	531.1598684978492
SUCOAS1m	-17.857142857142968
SUCOASm	-1000.0
T4HCINNMFM	0.0
TAGAT_Dt	0.0
TAURt4_2_r	-55.06118022298936
TAURtcx	0.0
TCHOLAtx	0.0
TCYNTt	695.9930360312173
TCYNTtm	389.36929005950407
TETHEX3COAtx	0.0
TETPENT3COAtx	0.0
TETPENT3CPT1	77.48184261906864
TETPENT3CPT2	77.48184261906866
TETPENT3CRNt	77.48184261906864
TETPENT3t	0.0
TETPENT6COAtx	0.0
TETPENT6CPT1	0.0
TETPENT6CPT2	0.0
TETPENT6CRNt	0.0
TETPENT6t	0.0
TETTET6COAtx	0.0
TETTET6CPT1	0.0
TETTET6CPT2	0.0
TETTET6CRNt	0.0
TETTET6t	0.0
THBPT4ACAMDASE	0.0
THD1m	0.0
THFtm	0.0
THMTP	0.0
THYMDt1	963.3582992733773
THYMDtl	0.0
THYMDtm	0.0
THYMt	-963.358299273377
TMABADH	0.0
TMDK1m	0.0
TMDPP	963.3582992733772
TMDPPK	0.0
TMLYSOX	0.0
TMNDNCCOAtx	0.0
TMNDNCCPT1	0.0
TMNDNCCPT2	0.0
TMNDNCCRNt	0.0
TRDR	-1.5302749038367667e-13
TRDR2	0.0
TRDR3	0.0
TRIODTHYSUFt	0.0
TRIODTHYSULT	0.0
TRIODTHYt2	0.0
TRYPTAOX	0.0
TSTSTERONESte	0.0
TSTSTERONESULT	0.0
TSTSTERONEtr	0.0
TTDCPT2	0.0
TTDCRNt	0.0
TYMSFt	0.0
TYMSULT	0.0
TYR3MO2	0.0
TYRCBOX	0.0
TYROXDAc	0.0
TYRTAm	0.0
UAGALDP	0.0
UDPACGALtl	0.0
UDPDOLPT_L	0.0
UDPGALtg	0.0
UDPGD	0.0
UDPGLCAter	0.0
UDPGLCAtg	0.0
UDPGLCter	0.0
UDPGP	0.0
UDPtl	0.0
UGALGTg	0.0
UGALNACtg	0.0
UGCG	0.0
UGLCNACtg	0.0
UMPK2	-13.534585076918775
UMPK2n	0.0
UMPK3	0.0
UMPK3n	0.0
UMPK4	-8.648466247179622
UMPK4n	0.0
UMPK5	0.0
UMPK5n	0.0
UMPK6	0.0
UMPK6n	0.0
UMPK7	0.0
UMPK7n	0.0
UMPKn	0.0
URIDK2m	0.0
URIK1	0.0
URIt	0.0
Uritl	0.0
UROLACer	0.0
UTPtn	0.0
VALt5m	185.547134166707
VALTAm	185.547134166707
VLCS2p	0.0
VLCS2r	0.0
VLCSp	0.0
VLCSr	0.0
WHHDCAte	0.0
XOL27OHtm	0.0
XOL7AH2tm	0.0
XOLEST2te	0.0
XOLESTte	0.0
XOLTRI27te	0.0
XSERtg	0.0
XYLTD_Dr	0.0
XYLTer	0.0
XYLtly	0.0
XYLTt	0.0
XYLUR	0.0
EX_ahdt[e]	463.12309668650136
EX_dgmp[e]	0.0
EX_dgtp[e]	0.0
EX_HC01104[e]	0.0
EX_HC01361[e]	-463.12309668650136
EX_HC01440[e]	0.0
EX_HC01441[e]	0.0
EX_HC01444[e]	0.0
EX_HC01446[e]	0.0
EX_HC01577[e]	0.0
EX_HC01609[e]	250.00000000000003
EX_HC01610[e]	-250.00000000000003
EX_HC01700[e]	0.0
EX_HC02160[e]	0.0
EX_HC02161[e]	0.0
EX_itp[e]	0.0
EX_prpp[e]	0.0
EX_pydx5p[e]	0.0
r0009	0.0
r0016	0.0
r0021	-713.2950466464185
r0022	0.0
r0023	0.0
r0027	0.0
r0033	0.0
r0047	0.0
r0051	0.0
r0068	0.0
r0074	-1000.0
r0081	0.0
r0083	0.0
r0084	0.0
r0097	0.0
r0119	0.0
r0129	517.4828246261085
r0130	0.0
r0142	0.0
r0160	0.0
r0166	0.0
r0170	0.0
r0173	-999.9999999999999
r0179	0.0
r0191	590.8427069150998
r0193	-389.369290059504
r0196	0.0
r0208	0.0
r0221	0.0
r0242	0.0
r0245	0.0
r0246	0.0
r0249	0.0
r0276	8.648466247179623
r0283	0.0
r0287	0.0
r0301	0.0
r0308	0.0
r0310	0.0
r0311	0.0
r0317	0.0
r0319	0.0
r0330	0.0
r0340	0.0
r0354	4.18714402630816
r0355	0.0
r0357	0.0
r0358	0.0
r0360	0.0
r0361	0.0
r0363	0.0
r0364	0.0
r0365	0.0
r0377	0.0
r0380	0.0
r0388	0.0
r0389	0.0
r0391	12.79801553414587
r0393	0.0
r0402	0.0
r0403	0.0
r0407	0.0
r0408	0.0
r0409	0.0
r0410	0.0
r0423	0.0
r0424	0.0
r0425	0.0
r0426	0.0
r0431	0.0
r0432	0.0
r0433	0.0
r0434	0.0
r0437	-77.48184261906863
r0438	0.0
r0440	0.0
r0441	0.0
r0443	0.0
r0444	0.0
r0456	0.0
r0463	-333.33333333333326
r0480	0.0
r0483	0.0
r0488	333.33333333333326
r0509	486.6972743592938
r0510	0.0
r0511	0.0
r0517	0.0
r0522	0.0
r0523	0.0
r0527	0.0
r0531	0.0
r0537	0.0
r0541	0.0
r0545	0.0
r0547	0.0
r0552	0.0
r0553	0.0
r0560	0.0
r0568	0.0
r0575	0.0
r0578	0.0
r0579	0.0
r0587	0.0
r0590	0.0
r0594	0.0
r0595	389.369290059504
r0596	0.0
r0603	0.0
r0610	4.187144026308159
r0611	-4.18714402630816
r0615	0.0
r0616	0.0
r0617	0.0
r0618	0.0
r0627	0.0
r0633	125.2161950210233
r0634	0.0
r0636	77.48184261906862
r0638	-62.60809751051136
r0639	0.0
r0641	0.0
r0642	0.0
r0643	0.0
r0648	0.0
r0649	0.0
r0650	0.0
r0652	0.0
r0653	0.0
r0655	0.0
r0660	62.60809751051136
r0661	0.0
r0666	0.0
r0669	0.0
r0672	0.0
r0673	0.0
r0686	0.0
r0688	0.0
r0698	83.33333333333313
r0706	0.0
r0707	-463.1230966865014
r0714	0.0
r0715	77.48184261906864
r0716	0.0
r0717	77.48184261906864
r0718	0.0
r0719	77.48184261906863
r0721	77.48184261906863
r0722	-62.60809751051135
r0723	0.0
r0724	62.60809751051136
r0726	0.0
r0727	0.0
r0729	0.0
r0730	125.2161950210233
r0731	125.2161950210233
r0732	125.2161950210233
r0733	0.0
r0734	0.0
r0735	-62.60809751051136
r0737	0.0
r0739	0.0
r0743	0.0
r0744	0.0
r0752	0.0
r0753	0.0
r0754	0.0
r0755	0.0
r0756	0.0
r0757	0.0
r0758	0.0
r0774	-250.00000000000003
r0779	0.0
r0781	0.0
r0782	0.0
r0783	0.0
r0784	0.0
r0786	0.0
r0787	0.0
r0788	0.0
r0789	0.0
r0795	389.36929005950407
r0797	-83.33333333333313
r0801	0.0
r0812	0.0
r0819	425.0835757737894
r0821	0.0
r0822	57.0592813690691
r0829	0.0
r0830	389.36929005950407
r0834	0.0
r0835	0.0
r0836	0.0
r0840	0.0
r0860	0.0
r0871	0.0
r0885	-389.36929005950395
r0892	-1000.0
r0899	0.0
r0913	-1.463954147272277e-13
r0915	0.0
r0917	0.0
r0926	0.0
r0934	0.0
r0942	-326.7165718258547
r0954	-333.33333333333326
r0973	0.0
r0987	0.0
r0990	0.0
r0994	0.0
r0995	0.0
r0998	0.0
r0999	-77.48184261906863
r1000	0.0
r1002	0.0
r1003	0.0
r1005	0.0
r1006	0.0
r1007	0.0
r1008	0.0
r1011	0.0
r1012	0.0
r1013	0.0
r1014	0.0
r1018	0.0
r1019	-83.33333333333314
r1020	0.0
r1050	0.0
r1078	0.0
r1116	-21.507303843701962
r1134	0.0
r1147	1000.0
r1150	0.0
r1156	-1000.0
r1162	389.369290059504
r1164	0.0
r1165	0.0
r1166	0.0
r1167	0.0
r1168	0.0
r1169	0.0
r1170	0.0
r1171	0.0
r1172	0.0
r1174	0.0
r1175	0.0
r1177	0.0
r1179	0.0
r1181	0.0
r1182	0.0
r1183	0.0
r1251	0.0
r1252	0.0
r1253	0.0
r1254	0.0
r1255	0.0
r1257	0.0
r1259	0.0
r1260	0.0
r1262	0.0
r1292	-5.851490714264163
r1298	0.0
r1318	0.0
r1377	0.0
r1378	0.0
r1380	0.0
r1382	0.0
r1383	0.0
r1401	0.0
r1411	0.0
r1435	0.0
r1443	77.48184261906862
r1444	77.48184261906863
r1445	0.0
r1446	0.0
r1447	0.0
r1448	0.0
r1449	0.0
r1450	0.0
r1451	0.0
r1455	0.0
r1457	0.0
r1459	0.0
r1472	0.0
r1474	0.0
r1477	0.0
r1481	0.0
r1487	0.0
r1514	0.0
r1517	0.0
r1527	0.0
r1540	55.06118022298936
r1664	0.0
r1665	0.0
r1666	0.0
r1668	643.0136765805473
r1669	0.0
r1670	-673.2834281741455
r1671	0.0
r1672	157.72428171854105
r1673	0.0
r1674	0.0
r1683	0.0
r1686	0.0
r1687	0.0
r1700	0.0
r1701	0.0
r1702	0.0
r1706	0.0
r1717	0.0
r1721	0.0
r1725	0.0
r1731	0.0
r1732	0.0
r1733	1000.0
r1735	0.0
r1740	0.0
r1747	0.0
r1748	0.0
r1750	0.0
r1756	371.32261032641173
r1760	0.0
r1761	0.0
r1763	0.0
r1764	0.0
r1766	0.0
r1774	0.0
r1777	0.0
r1778	0.0
r1779	0.0
r1786	0.0
r1789	0.0
r1792	0.0
r1796	0.0
r1805	0.0
r1812	371.32261032641173
r1818	0.0
r1820	0.0
r1822	1000.0
r1826	0.0
r1827	0.0
r1829	0.0
r1847	0.0
r1858	0.0
r1861	0.0
r1862	0.0
r1863	0.0
r1874	74.87579009415498
r1876	0.0
r1879	0.0
r1885	0.0
r1887	0.0
r1888	0.0
r1890	0.0
r1891	0.0
r1905	0.0
r1907	0.0
r1909	0.0
r1911	0.0
r1918	0.0
r2073	0.0
r2079	0.0
r2080	0.0
r2081	0.0
r2082	0.0
r2083	0.0
r2084	0.0
r2085	0.0
r2086	0.0
r2087	0.0
r2088	0.0
r2089	0.0
r2090	0.0
r2091	0.0
r2092	0.0
r2093	0.0
r2094	0.0
r2095	0.0
r2096	0.0
r2097	407.2264329166462
r2098	0.0
r2099	0.0
r2100	0.0
r2101	0.0
r2102	0.0
r2103	0.0
r2104	0.0
r2105	0.0
r2106	0.0
r2107	0.0
r2108	0.0
r2109	0.0
r2110	0.0
r2111	0.0
r2112	0.0
r2113	0.0
r2114	0.0
r2115	0.0
r2116	0.0
r2117	0.0
r2118	0.0
r2119	0.0
r2120	0.0
r2121	396.02791039564335
r2122	0.0
r2123	0.0
r2124	0.0
r2125	0.0
r2126	0.0
r2127	0.0
r2128	0.0
r2129	0.0
r2130	0.0
r2131	0.0
r2132	0.0
r2133	0.0
r2313	0.0
r2314	0.0
r2316	0.0
r2317	-517.4828246261085
r2326	0.0
r2328	0.0
r2329	0.0
r2371	0.0
r2372	0.0
r2373	0.0
r2374	0.0
r2375	0.0
r2376	0.0
r2377	0.0
r2378	0.0
r2379	0.0
r2380	0.0
r2381	0.0
r2385	0.0
r2386	0.0
r2387	0.0
r2391	0.0
r2419	0.0
r2420	0.0
r2433	-831.8921298214915
r2434	77.48184261906862
r2435	0.0
r2436	0.0
r2437	407.9326723004053
r2438	0.0
r2465	0.0
r2497	0.0
r2502	0.0
r2507	0.0
r2508	0.0
r2510	0.0
r2512	0.0
r2514	0.0
r2516	1000.0000000000001
r2517	0.0
r2518	0.0
r2520	0.0
r2521	0.0
r2537	0.0
RE0344C	-77.48184261906864
RE0383C	0.0
RE0453M	0.0
RE0453N	0.0
RE0456N	0.0
RE0512M	0.0
RE0512X	0.0
RE0565C	0.0
RE0566C	0.0
RE0567C	0.0
RE0568C	0.0
RE0569C	0.0
RE0570C	0.0
RE0571C	0.0
RE0574C	0.0
RE0575C	0.0
RE0576C	0.0
RE0577C	0.0
RE0578C	0.0
RE0579C	0.0
RE0581C	0.0
RE0830N	0.0
RE0908C	0.0
RE0912C	0.0
RE0915C	0.0
RE1135C	0.0
RE1441R	0.0
RE1447M	0.0
RE1448N	0.0
RE1448R	0.0
RE1516M	0.0
RE1516X	0.0
RE1517M	0.0
RE1517X	0.0
RE1518M	-1000.0
RE1518X	0.0
RE1519X	0.0
RE1520M	-1.1759185014350454e-13
RE1520X	0.0
RE1521M	-1.1759185014350454e-13
RE1521X	0.0
RE1522M	0.0
RE1522X	0.0
RE1523M	0.0
RE1523X	0.0
RE1525M	0.0
RE1525X	0.0
RE1526M	-1.1759185014350454e-13
RE1526X	0.0
RE1527M	-1.1759185014350454e-13
RE1527X	0.0
RE1530M	0.0
RE1531M	0.0
RE1531X	0.0
RE1532M	0.0
RE1532X	0.0
RE1533M	-1.1759185014350454e-13
RE1533X	0.0
RE1534M	-1.1759185014350454e-13
RE1534X	0.0
RE1573M	-1.1759185014350457e-13
RE1573X	0.0
RE1691M	389.36929005950407
RE1709N	0.0
RE1796M	0.0
RE1796R	0.0
RE1804M	0.0
RE1807M	0.0
RE1810M	0.0
RE1834C	0.0
RE1834M	0.0
RE1834X	0.0
RE1835C	0.0
RE1836X	0.0
RE1860E	-1000.0
RE1957R	0.0
RE2122C	0.0
RE2407C	0.0
RE2410C	0.0
RE2563C	0.0
RE2624X	0.0
RE2625M	0.0
RE2626C	0.0
RE2626M	0.0
RE2640C	-963.3582992733775
RE2649C	-396.02791039564335
RE2649M	0.0
RE2655R	0.0
RE2660N	0.0
RE2666G	0.0
RE2677C	0.0
RE2677R	0.0
RE2717L	0.0
RE2759X	0.0
RE2814M	0.0
RE2814R	0.0
RE2888C	-999.9999999999999
RE2912M	0.0
RE2954C	0.0
RE2972M	0.0
RE2973N	0.0
RE2985M	0.0
RE2985X	0.0
RE2986X	0.0
RE2987X	0.0
RE2988X	0.0
RE2989X	0.0
RE2990X	0.0
RE2991X	0.0
RE2992M	0.0
RE2992X	0.0
RE2993X	0.0
RE2994X	0.0
RE2996X	0.0
RE2997X	0.0
RE2998M	1000.0
RE2999M	0.0
RE3000M	0.0
RE3001M	0.0
RE3002X	0.0
RE3003M	0.0
RE3004M	0.0
RE3005M	0.0
RE3006M	0.0
RE3009C	0.0
RE3010C	0.0
RE3010M	-1000.0
RE3010X	0.0
RE3011M	0.0
RE3011R	0.0
RE3012C	0.0
RE3012M	0.0
RE3012R	0.0
RE3038C	0.0
RE3040C	0.0
RE3041C	0.0
RE3050R	0.0
RE3051C	0.0
RE3073X	0.0
RE3074X	0.0
RE3079X	0.0
RE3081X	0.0
RE3082X	0.0
RE3086X	0.0
RE3095C	0.0
RE3103C	0.0
RE3104C	0.0
RE3106C	0.0
RE3110C	0.0
RE3112C	0.0
RE3113C	0.0
RE3114R	0.0
RE3119C	0.0
RE3120C	0.0
RE3121C	0.0
RE3122C	0.0
RE3132R	0.0
RE3134C	0.0
RE3136C	0.0
RE3146R	0.0
RE3151C	0.0
RE3152C	0.0
RE3153C	0.0
RE3154C	0.0
RE3156X	0.0
RE3157X	0.0
RE3158X	0.0
RE3159X	0.0
RE3160R	0.0
RE3161C	0.0
RE3162C	0.0
RE3163C	0.0
RE3165C	0.0
RE3166C	0.0
RE3167C	0.0
RE3168C	0.0
RE3169C	0.0
RE3170C	0.0
RE3171C	0.0
RE3172C	0.0
RE3173C	0.0
RE3174C	0.0
RE3175C	0.0
RE3176C	0.0
RE3177M	0.0
RE3178M	0.0
RE3179M	0.0
RE3180C	0.0
RE3181C	0.0
RE3185M	0.0
RE3186M	0.0
RE3189M	0.0
RE3190M	0.0
RE3191M	0.0
RE3192M	0.0
RE3193M	0.0
RE3194M	0.0
RE3195M	0.0
RE3224C	0.0
RE3225C	0.0
RE3226C	0.0
RE3227C	0.0
RE3228C	0.0
RE3229C	0.0
RE3230C	0.0
RE3231C	0.0
RE3232C	0.0
RE3234C	0.0
RE3235C	0.0
RE3236C	0.0
RE3238C	0.0
RE3241C	0.0
RE3242C	0.0
RE3243C	0.0
RE3244C	0.0
RE3247X	0.0
RE3251M	0.0
RE3258C	0.0
RE3259C	0.0
RE3268R	0.0
RE3272N	0.0
RE3273C	-8.374527509555412
RE3301C	0.0
RE3307C	0.0
RE3346C	0.0
RE3346M	0.0
RE3430C	0.0
RE3430M	0.0
RE3430X	0.0
RE3431C	0.0
RE3432C	0.0
RE3432M	0.0
RE3432X	0.0
RE3470C	-517.4828246261085
RE3470M	0.0
RE3475C	0.0
RE3476C	517.4828246261086
RE3476M	0.0
RE3496C	0.0
RE3520E	0.0
RE3525M	0.0
RE3526C	258.7414123130543
RE3526M	0.0
RE3597C	763.4394538898224
RE3597M	0.0
RE3597X	-763.4394538898223
RE3624M	0.0
RE3626M	62.60809751051135
RE3628M	-62.60809751051136
EX_HC00955[e]	0.0
EX_HC02195[e]	0.0
EX_HC02196[e]	0.0
EX_HC02213[e]	0.0
EX_23cump[e]	1000.0
EX_3ump[e]	-1000.0
EX_crm_hs[e]	0.0
EX_CE0074[e]	-999.9999999999998
EX_C04849[e]	0.0
PIt8	-1000.0
HSD17B3r	0.0
2MB2COAc	407.9326723004053
3HBCOARc	0.0
ADPACDAc	0.0
ADPACtx	0.0
ADPCOACROT	0.0
ADPCOAPTE	0.0
BCRNe	0.0
C100CPT1	0.0
sink_c101coa[c]	-77.48184261906877
C101CPT1	77.48184261906877
C101CRNe	77.48184261906877
C102CPT1	0.0
C10CRNe	0.0
C10DCCACT	0.0
C10DCc	0.0
C10OHc	0.0
C120CPT1	62.608097510511364
C121CPT1	0.0
C12DCACOT	0.0
C12DCACT	0.0
C12DCTD	0.0
C12OHc	0.0
C140CPT1	-635.0895161231296
C141ACBP	0.0
C141CPT1	0.0
C141OHc	0.0
C141OHe	0.0
C142ACBP	0.0
C142CPT1	0.0
C142OHc	0.0
C142OHe	0.0
C14OHc	0.0
C161OHc	0.0
C162ACBP	0.0
C162OHc	0.0
C162OHe	0.0
C16DCc	0.0
C16DCe	0.0
C16OHc	0.0
C16txc	0.0
C181OHc	0.0
C182OHc	0.0
C18OHc	0.0
C2tcx	0.0
C30CPT1	401.87940110990746
C3DCe	0.0
C40CPT1	0.0
C4CRNCPT2	0.0
C4DCCACT	0.0
C4OHc	0.0
C4tmc	0.0
C50CPT1	0.0
C51CPT1	407.9326723004053
C5DCe	0.0
C60CPT1	3.6091800137410603e-13
C6COAt	-3.6091800137410603e-13
C6CRNtcx	-3.6091800137410603e-13
C6DCCACT	0.0
C6DCc	0.0
C80CPT1	77.48184261906862
sink_c81coa[c]	0.0
C81CPT1	0.0
C81CRNe	0.0
C8DCc	0.0
C9BRxtc	0.0
DCATDc	0.0
sink_dd2coa[c]	0.0
DDCRNe	0.0
DDECCRNe	62.608097510511364
DDECE1CRNe	0.0
DECCRNe	0.0
sink_decdicoa[c]	0.0
DECDICRNe	0.0
DOCO13EFATP	0.0
DOCOSACTDe	0.0
EX_3bcrn[e]	0.0
EX_3ddcrn[e]	0.0
EX_3deccrn[e]	0.0
EX_3hdececrn[e]	0.0
EX_3hexdcrn[e]	0.0
EX_3ivcrn[e]	0.0
EX_3octdec2crn[e]	0.0
EX_3octdeccrn[e]	0.0
EX_3octdece1crn[e]	0.0
EX_3tdcrn[e]	0.0
EX_3tetd7ecoacrn[e]	0.0
EX_3thexddcoacrn[e]	0.0
EX_3ttetddcoacrn[e]	0.0
EX_c101crn[e]	77.48184261906877
EX_c10crn[e]	0.0
EX_c16dc[e]	0.0
EX_c3dc[e]	0.0
EX_c51crn[e]	407.9326723004053
EX_c5dc[e]	0.0
EX_c81crn[e]	0.0
EX_ddece1crn[e]	0.0
EX_ddecrn[e]	62.608097510511364
EX_decdicrn[e]	0.0
EX_doco13ac[e]	0.0
EX_docosac[e]	0.0
EX_ivcrn[e]	0.0
EX_tetdec2crn[e]	0.0
EX_tetdece1crn[e]	0.0
FAOXC101C102m	0.0
