gen,q_value,Log2FC,sign
PLB1,2.0682870231683662e-06,1.3033790509913954,UP
PRG4,1.2497135864363154e-06,1.3179458006362426,UP
TMEM37,6.857017831294182e-07,-1.0498818641429728,DOWN
CHL1,6.857017831294182e-07,-1.5089603072658555,DOWN
FAIM2,5.660627131963559e-07,2.1190931916716975,UP
BTBD17,3.700483884351895e-07,1.6412130730447525,UP
GABRA2,5.8471394808176435e-09,-3.757806669743502,DOWN
GCNT4,4.875161783783583e-09,-1.0303869447412317,DOWN
RASGRP1,2.0182668004020376e-09,-1.2296781341999479,DOWN
PIGA,7.967175142235927e-10,-1.286081554630113,DOWN
SAA1,7.967175142235927e-10,4.535969194094847,UP
PCOLCE2,2.19119556865677e-10,3.9080684520747586,UP
SLC2A2,1.0474407098523551e-10,-1.766049097142171,DOWN
ALDOB,4.158366743892854e-11,2.9695091156825892,UP
RNF6,2.6197813125521545e-11,-1.354953035028625,DOWN
PRIMA1,2.6197813125521545e-11,3.997855398147564,UP
HSD17B13,9.288358381932338e-12,2.0665308464415726,UP
CLTRN,5.4755548160657e-12,-1.3876997250221725,DOWN
KCNAB2,5.104060219361129e-13,1.658287427454712,UP
DKK3,7.509498202030686e-15,1.8639467780997034,UP
ARG2,2.5857667862526685e-16,-1.6837351363544388,DOWN
AL357509.1,2.160286765672709e-18,5.781293292444423,UP
