	Reacciones	FlujosC3
942	GAMt1r	0.0
943	GAMYe	0.0
944	GAO1	0.0
945	GAO1g	0.0
946	GAO2	0.0
947	GAO2g	0.0
948	GARFT	0.0
949	GASNASE2ly	0.0
950	GASNASE3ly	0.0
951	GASNASEly	0.0
952	GBA	4.233734286323049
953	GBAl	0.0
954	GBGT1	0.0
955	GBSIDEtl	0.0
956	GD1Cte	0.0
957	GD1Ctg	0.0
958	GFUCS	0.0
959	GGH_10FTHF5GLUe	0.0
960	GGH_10FTHF5GLUl	0.0
961	GGH_10FTHF6GLUe	0.0
962	GGH_10FTHF6GLUl	0.0
963	GGH_10FTHF7GLUe	0.0
964	GGH_10FTHF7GLUl	0.0
965	GGH_5DHFe	0.0
966	GGH_5DHFl	0.0
967	GGH_5THFe	106.06409698726247
968	GGH_5THFl	0.0
969	GGH_6DHFe	0.0
970	GGH_6DHFl	0.0
971	GGH_6THFe	106.06409698726247
972	GGH_6THFl	0.0
973	GGH_7DHFe	0.0
974	GGH_7DHFl	0.0
975	GGH_7THFe	106.06409698726247
976	GGH_7THFl	0.0
977	GGLUCT	0.0
978	GGNG	0.0
979	GGT_L	0.0
980	GGT5r	0.0
981	GHMT2rm	0.0
982	GHMT3	0.0
983	GLACO	0.0
984	GLACter	0.0
985	GLAl	0.0
986	GLB1	0.0
987	GLBRAN	0.0
988	GLCAASE1ly	0.0
989	GLCAASE4ly	0.0
990	GLCAASE5ly	0.0
991	GLCAASE6ly	0.0
992	GLCAASE7ly	0.0
993	GLCAASE8ly	0.0
994	GLCAASE9ly	0.0
995	GLCAE1g	0.0
996	GLCAE2g	0.0
997	GLCAT2g	0.0
998	GLCAT3g	0.0
999	GLCAT4g	0.0
1000	GLCAT5g	0.0
1001	GLCAT6g	0.0
1002	GLCAT7g	0.0
1003	GLCAT8g	0.0
1004	GLCAT9g	0.0
1005	GLCATg	0.0
1006	GLCMter	0.0
1007	GLCNACASE1ly	0.0
1008	GLCNACASE2ly	0.0
1009	GLCNACASE3ly	0.0
1010	GLCNACASE4ly	0.0
1011	GLCNACASE5ly	0.0
1012	GLCNACDASg	0.0
1013	GLCNACT1g	0.0
1014	GLCNACT2g	0.0
1015	GLCNACT3g	0.0
1016	GLCNACT4g	0.0
1017	GLCNACT5g	0.0
1018	GLCt1r	-4.233734286323048
1019	GLCtg	0.0
1020	GLCtly	0.0
1021	GLCURtly	0.0
1022	GLDBRAN	0.0
1023	GLGNS1	0.0
1024	GLNtm	52.59664784470592
1025	GLNtN1	1000.0
1026	GLPASE1	0.0
1027	GLPASE2	0.0
1028	GLU5Km	0.0
1029	GLUCYS	0.0
1030	GLUDC	0.0
1031	GLUDxm	-11.953783601069693
1032	GLUDym	11.953783601069217
1033	GluForTx	0.0
1034	GLUNm	52.59664784470593
1035	GLUt2m	1000.0
1036	GLUt7l	0.0
1037	GLUTCOADHm	0.0
1038	GLUtr	0.0
1039	GLXO2p	0.0
1040	GLYAMDTRc	0.0
1041	GLYATm	0.0
1042	GLYBt4_2_r	-1.1889017667883917e-13
1043	GLYBtm	0.0
1044	GLYCLTDy	0.0
1045	GLYCLTtp	0.0
1046	GLYCtm	0.0
1047	GLYCTO1p	0.0
1048	GLYKm	0.0
1049	GLYOXm	0.0
1050	GLYt7_211_r	0.0
1051	GLYtp	1.1889017667883917e-13
1052	GMPtg	0.0
1053	GMPtn	0.0
1054	GNDer	0.0
1055	GNMT	0.0
1056	GP1CALPHAte	0.0
1057	GP1CALPHAtg	0.0
1058	GP1Cte	0.0
1059	GP1Ctg	0.0
1060	GPAM_hs	0.0
1061	GPIAT	0.0
1062	GPIDA2er	0.0
1063	GPIDAer	0.0
1064	GPIMTer_U	0.0
1065	GQ1BALPHAte	0.0
1066	GQ1BALPHAtg	0.0
1067	GQ1Bte	0.0
1068	GQ1Btg	0.0
1069	GRTTx	0.0
1070	GSNt	0.0
1071	GSNtl	0.0
1072	GT1Atg	0.0
1073	GTHO	0.0
1074	GTHOm	0.0
1075	GTHP	0.0
1076	GTHPe	0.0
1077	GTHPm	0.0
1078	GTHRDtr	0.0
1079	GTHS	0.0
1080	GUACYC	0.0
1081	GUAD	0.0
1082	GULN3D	-118.8704090709013
1083	H2CO3Dm	4.970792966347278e-13
1084	H2ETer	0.0
1085	H2MTer_U	0.0
1086	H2O2syn	0.0
1087	H2O2t	0.0
1088	H2O2tly	0.0
1089	H2O2tn	0.0
1090	H2O2tp	0.0
1091	H2Oter	0.0
1092	H2Otg	0.0
1093	H2Otly	0.0
1094	H2Otn	-3.659885368180693e-14
1095	H3ETer	0.0
1096	H3MTer_U	0.0
1097	H4ET3er	0.0
1098	H4ETer	0.0
1099	H5MTer_U	0.0
1100	H6_ET2er	0.0
1101	H6ET3er	0.0
1102	H6_ETer	0.0
1103	H6MTer_U	0.0
1104	H7ET2er	0.0
1105	H7_ETer	0.0
1106	H7MTer_U	0.0
1107	H7_TAer	0.0
1108	H8TAer	0.0
1109	HACD1m	0.0
1110	HACD1x	0.0
1111	HACD9m	0.0
1112	HAS1	0.0
1113	HAS2	0.0
1114	HAtly	0.0
1115	HBZOPT10m	0.0
1116	HCO3_CLt	0.0
1117	HCOUMARINte	0.0
1118	HDCAter	0.0
1119	HDCAtr	0.0
1120	HESTRATRIOLte	0.0
1121	HESTRATRIOLtr	0.0
1122	HEX10	0.0
1123	HEX4	0.0
1124	HEXCCOAtx	0.0
1125	HGNTOR	0.0
1126	HIBDm	0.0
1127	HISDC	0.0
1128	HISt4	953.6394063315937
1129	HISTASE	0.0
1130	HIStiDF	0.0
1131	HIStN1	0.0
1132	HMGCOASi	0.0
1133	HMGLm	0.0
1134	HMGLx	0.0
1135	HOXG	0.0
1136	HPACtr	0.0
1137	HPDCACRNCPT1	0.0
1138	HPDCACRNCPT2	0.0
1139	HPDCACRNt	0.0
1140	HS1ly	0.0
1141	HS2ly	0.0
1142	HS3ly	0.0
1143	HS4ly	0.0
1144	HSAT1ly	0.0
1145	HSAT2ly	0.0
1146	HSAT3ly	0.0
1147	HSAT4ly	0.0
1148	HSD11B1r	0.0
1149	HSD11B2r	0.0
1150	HSD17B1	0.0
1151	HSD17B42x	-3.47319655149707e-15
1152	HSD17B4x	0.0
1153	HSD17B7r	0.0
1154	HSD17B9r	0.0
1155	HSD3B11r	0.0
1156	HSD3B12r	0.0
1157	HSD3B13r	0.0
1158	HSD3B2r	0.0
1159	HSD3B3r	0.0
1160	HSD3B7P	0.0
1161	HSPASEly	0.0
1162	HSPGt	0.0
1163	HSPGtly	0.0
1164	HTAXOLte	0.0
1165	Htg	0.0
1166	HYPOE	0.0
1167	HYPTROX	0.0
1168	ICDHxm	0.0
1169	ICDHy	1000.0
1170	ICDHyp	0.0
1171	ICDHyrm	-999.9999999999995
1172	IDOAASE1ly	0.0
1173	IDOAASE2ly	0.0
1174	IDOAASE3ly	0.0
1175	IDOAASE4ly	0.0
1176	IDOURtly	0.0
1177	IDPtn	0.0
1178	ILEt5m	0.0
1179	ILETAm	0.0
1180	ILEtec	0.0
1181	INSt	0.0
1182	INSTt2r	0.0
1183	INSTt4	169.92174637302182
1184	IPDDIx	0.0
1185	IPDPtx	0.0
1186	It	0.0
1187	ITCOAL1m	0.0
1188	ITCOALm	0.0
1189	ITPtn	0.0
1190	KAS8	0.0
1191	KCC2t	0.0
1192	KCCt	0.0
1193	KDNH	0.0
1194	KHK	0.0
1195	KHK2	0.0
1196	KHK3	0.0
1197	KSII_CORE2t	0.0
1198	KSII_CORE2tly	0.0
1199	KSII_CORE4tly	0.0
1200	KSItly	0.0
1201	KYNAKGAT	0.0
1202	KYNATESYN	0.0
1203	LACZe	0.0
1204	LALDO	0.0
1205	LAPCOAl	0.0
1206	LCADi_D	0.0
1207	LCADim	0.0
1208	LCAT1e	0.0
1209	LCTStg	0.0
1210	LCYSTAT	0.0
1211	LCYSTCBOXL	0.0
1212	LDH_Lm	0.0
1213	LEUKTRA4tr	0.0
1214	LEUKTRD4tr	0.0
1215	LEUt5m	0.0
1216	LEUTAm	0.0
1217	LEUtec	0.0
1218	LGNCt	0.0
1219	LINKDEG1ly	0.0
1220	LINKDEG2ly	0.0
1221	LINKDEG3ly	0.0
1222	LINKDEG4ly	0.0
1223	L_LACtcm	0.0
1224	LNELDCCPT1	0.0
1225	LNELDCCPT2	0.0
1226	LNELDCCRNt	0.0
1227	LNLCCPT1	0.0
1228	LNLCCPT2	2.431237586047947e-14
1229	LNLCCRNt	0.0
1230	LNLNCACPT1	0.0
1231	LNLNCACPT2	0.0
1232	LNLNCACRNt	0.0
1233	LNLNCAt	0.0
1234	LNLNCGCPT1	0.0
1235	LNLNCGCPT2	0.0
1236	LNLNCGCRNt	0.0
1237	LNSTLSr	0.0
1238	LPASE	0.0
1239	LPCHOLt	0.0
1240	LPCOXp	0.0
1241	LPS	0.0
1242	LPS2	0.0
1243	LPS3	0.0
1244	LPS4e	0.0
1245	LSTO1r	0.0
1246	LSTO2r	0.0
1247	LTA4H	0.0
1248	LTC4Sr	0.0
1249	LTDCL	0.0
1250	LYStm	0.0
1251	LYStn	0.0
1252	M4BTAer	0.0
1253	M4CET3er	0.0
1254	MACACI	0.0
1255	MACOXO	0.0
1256	MALSO3tm	0.0
1257	MALSO4tm	0.0
1258	MALTe	570.823752244811
1259	MALTly	0.0
1260	MALtm	-204.24482555839796
1261	MALTSULtm	0.0
1262	MANtly	0.0
1263	MAOLNOR	0.0
1264	MAOX	0.0
1265	MCCCrm	0.0
1266	MCD	0.0
1267	MCDm	0.0
1268	MCDp	0.0
1269	MCLACCYSR	148.09475816778425
1270	MCLOR	-148.09475816778428
1271	MCPST	0.0
1272	MDHm	52.596647844706055
1273	MDRPD	0.0
1274	ME1m	0.0
1275	ME2	66.27376122619542
1276	ME2m	0.0
1277	MECOALm	0.0
1278	MECOAS1m	0.0
1279	MELATNOX	0.0
1280	MEOHtly	0.0
1281	MERCPLACCYSt	148.09475816778428
1282	METAT	-1.1889017667883917e-13
1283	METS	0.0
1284	METtec	0.0
1285	MEVK1x	0.0
1286	MGCHrm	0.0
1287	MGSA2	0.0
1288	MHISOR	0.0
1289	MI1345PP	0.0
1290	MI134PP	0.0
1291	MI145PK	0.0
1292	MI145PP	0.0
1293	MI14PP	0.0
1294	MI14Ptn	0.0
1295	MI1P_Dtn	0.0
1296	MI1PS	0.0
1297	MI34PP	0.0
1298	MINOHPtn	0.0
1299	MLTG1	0.0
1300	MLTG1e	570.823752244811
1301	MLTG1ly	0.0
1302	MMCDm	0.0
1303	MMEm	0.0
1304	MMSAD1m	0.0
1305	MMSAD3m	0.0
1306	MMTSADm	0.0
1307	MTAP	0.0
1308	MTHFCm	0.0
1309	MTHFD2m	0.0
1310	MTHFDm	0.0
1311	N2M2NMASNtly	0.0
1312	N3Tg	0.0
1313	N4Tg	0.0
1314	NABTNO	0.0
1315	NACASPAH	0.0
1316	NACHEX10ly	0.0
1317	NACHEX11ly	0.0
1318	NACHEX12ly	0.0
1319	NACHEX13ly	0.0
1320	NACHEX14ly	0.0
1321	NACHEX15ly	0.0
1322	NACHEX16ly	0.0
1323	NACHEX17ly	0.0
1324	NACHEX18ly	0.0
1325	NACHEX19ly	0.0
1326	NACHEX1ly	0.0
1327	NACHEX20ly	0.0
1328	NACHEX21ly	0.0
1329	NACHEX22ly	0.0
1330	NACHEX23ly	0.0
1331	NACHEX24ly	0.0
1332	NACHEX25ly	0.0
1333	NACHEX26ly	0.0
1334	NACHEX27ly	0.0
1335	NACHEX2ly	0.0
1336	NACHEX3ly	0.0
1337	NACHEX4ly	0.0
1338	NACHEX5ly	0.0
1339	NACHEX6ly	0.0
1340	NACHEX7ly	0.0
1341	NACHEX8ly	0.0
1342	NACHEX9ly	0.0
1343	NACHEXA10ly	0.0
1344	NACHEXA11ly	0.0
1345	NACHEXA12ly	0.0
1346	NACHEXA13ly	0.0
1347	NACHEXA14ly	0.0
1348	NACHEXA15ly	0.0
1349	NACHEXA16ly	0.0
1350	NACHEXA17ly	0.0
1351	NACHEXA18ly	0.0
1352	NACHEXA19ly	0.0
1353	NACHEXA1ly	0.0
1354	NACHEXA20ly	0.0
1355	NACHEXA21ly	0.0
1356	NACHEXA22ly	0.0
1357	NACHEXA2ly	0.0
1358	NACHEXA3ly	0.0
1359	NACHEXA4ly	0.0
1360	NACHEXA5ly	0.0
1361	NACHEXA6ly	0.0
1362	NACHEXA7ly	0.0
1363	NACHEXA8ly	0.0
1364	NACHEXA9ly	0.0
1365	NADNe	0.0
1366	NADPNe	0.0
1367	NADtn	0.0
1368	NAGA2ly	0.0
1369	NAGAly	0.0
1370	NAGLCAly	0.0
1371	NAHCO3_HCLt	-275.5069828761265
1372	NAt	0.0
1373	NAt5	137.75349143806332
1374	NBAHH_ir	0.0
1375	NCKt	0.0
1376	NCNt	0.0
1377	NDP10ex	0.0
1378	NDP3ex	0.0
1379	NDP6	0.0
1380	NDP7er	0.0
1381	NDP7ex	0.0
1382	NDP7g	0.0
1383	NDP8	0.0
1384	NDP8ex	0.0
1385	NDPK10	0.0
1386	NDPK10n	0.0
1387	NDPK1m	0.0
1388	NDPK1n	0.0
1389	NDPK2n	0.0
1390	NDPK3m	0.0
1391	NDPK3n	0.0
1392	NDPK4m	0.0
1393	NDPK4n	0.0
1394	NDPK5m	0.0
1395	NDPK5n	0.0
1396	NDPK6m	0.0
1397	NDPK6n	0.0
1398	NDPK7m	0.0
1399	NDPK7n	-109.51779107831166
1400	NDPK8m	0.0
1401	NDPK8n	0.0
1402	NDPK9n	0.0
1403	NH4t3r	0.0
1404	NH4tn	0.0
1405	NH4tp	0.0
1406	NICRNS	0.0
1407	NICRNTtn	0.0
1408	NIFEDIPINEte	0.0
1409	NKCC2t	-137.75349143806332
1410	NKCCt	0.0
1411	NMNATm	0.0
1412	NMNATn	0.0
1413	NMNATr	3.5667053003651745e-13
1414	NMNS	0.0
1415	NMNtn	0.0
1416	NNATn	0.0
1417	NNMT	-3.566705300365175e-13
1418	NORANMT	0.0
1419	NOS1	0.0
1420	NOS2	0.0
1421	NOt	0.0
1422	NP1	0.0
1423	NRPPHRt4_2_r	0.0
1424	NRPPHRtu	0.0
1425	NTD12	0.0
1426	NTD1m	0.0
1427	NTD2e	12.940418773122824
1428	NTD2l	0.0
1429	NTD4e	0.0
1430	NTD4l	0.0
1431	NTD5l	0.0
1432	NTD5m	0.0
1433	NTD7e	2.1027511530928973e-13
1434	NTD7l	0.0
1435	NTD9e	0.0
1436	NTD9l	0.0
1437	NTP3e	0.0
1438	NTPP10	0.0
1439	NTPP9	0.0
1440	O2St	-999.9999999999999
1441	O2Stm	1000.0
1442	O2Stn	0.0
1443	O2Stx	-1.6671343447185926e-13
1444	O2ter	0.0
1445	O2tm	-602.4532095367362
1446	O2tp	4.127761165399541e-14
1447	OAGD3te	0.0
1448	OAGD3tg	0.0
1449	OAGT3te	0.0
1450	OAGT3tg	0.0
1451	OCDCAtr	0.0
1452	OCDCEAtr	0.0
1453	OCOAT1m	0.0
1454	OCTAt	0.0
1455	ODECOAtx	0.0
1456	OIVD1m	0.0
1457	OIVD2m	0.0
1458	OIVD3m	0.0
1459	OPAHir	0.0
1460	ORNt3m	0.0
1461	ORNt4m	0.0
1462	ORNTArm	0.0
1463	ORNtiDF	0.0
1464	ORPT	0.0
1465	OXAtp	0.0
1466	P45011A1m	0.0
1467	P45011B11m	0.0
1468	P45011B12m	0.0
1469	P45011B21m	0.0
1470	P45017A1r	0.0
1471	P45017A2r	0.0
1472	P45017A3r	0.0
1473	P45017A4r	0.0
1474	P45019A1r	0.0
1475	P45019A2r	0.0
1476	P4501B1r	0.0
1477	P45021A1r	0.0
1478	P45021A2r	0.0
1479	P45027A12m	0.0
1480	P45027A13m	0.0
1481	P45027A14m	0.0
1482	P45027A15m	0.0
1483	P45027A16m	0.0
1484	P45027A1m	0.0
1485	P4502A6	0.0
1486	P4502C8	0.0
1487	P4502E1	0.0
1488	P45039A1r	0.0
1489	P4503A4	0.0
1490	P4503A5	0.0
1491	P45046A1r	0.0
1492	P4504F121r	0.0
1493	P4504F122r	0.0
1494	P4504F123r	0.0
1495	P4507B11r	0.0
1496	P4507B12r	0.0
1497	P450LTB4r	0.0
1498	P450SCC1m	0.0
1499	P5CDm	0.0
1500	P5CRm	0.0
1501	P5CRxm	0.0
1502	PA_HStg	0.0
1503	PA_HStn	0.0
1504	PAFH	0.0
1505	PAFHe	0.0
1506	PAFS	0.0
1507	PAIL_HStn	164.27668661746748
1508	PAN4PP	0.0
1509	PAPStg	0.0
1510	PAPtg	0.0
1511	PCHOL_HSter	0.0
1512	PCHOL_HStg	0.0
1513	PCHOLP_hs	0.0
1514	PCHOLPg_hs	0.0
1515	PCHOLPm_hs	0.0
1516	PCHOLPr_hs	0.0
1517	PCm	0.0
1518	PCREATtmdiffir	0.0
1519	PCRNtm	0.0
1520	PCt	0.0
1521	PDE1	0.0
1522	PDE1g	0.0
1523	PDE4	0.0
1524	PDE4g	0.0
1525	PDE4n	0.0
1526	PDHm	0.0
1527	PDX5PO	0.0
1528	PDXPP	0.0
1529	PE_HSter	0.0
1530	PEAMNO	0.0
1531	PEPCK	0.0
1532	PEPCKm	0.0
1533	PEROXx	0.0
1534	PEt	13.407228775640652
1535	PETHCT	0.0
1536	PETOHMm_hs	0.0
1537	PETOHMr_hs	0.0
1538	PFK26	0.0
1539	PGCD	0.0
1540	PGDI	0.0
1541	PGDIr	0.0
1542	PGESr	0.0
1543	PGISr	0.0
1544	PGLer	0.0
1545	PGLYCt	3.5281926123927403
1546	PGPP_hs	0.0
1547	PGPPT	0.0
1548	PGS	0.0
1549	PGSr	0.0
1550	PHCDm	0.0
1551	PHCHGSm	0.0
1552	PHEMEtm	0.0
1553	PHETA1m	0.0
1554	PHEtec	0.0
1555	PHETHPTOX2	0.0
1556	PHYCBOXL	0.0
1557	PHYHx	0.0
1558	PHYTt	0.0
1559	PI345P3P	0.0
1560	PI345P3Pn	164.2766866174675
1561	PI345P5P	0.0
1562	PI34P5K	0.0
1563	PI3P4K	0.0
1564	PI3P5K	0.0
1565	PI45P3K	0.0
1566	PI45P3Kn	164.2766866174675
1567	PI45P5P	0.0
1568	PI45PLC	0.0
1569	PI4P3K	0.0
1570	PI4P5K	0.0
1571	PI4PLC	0.0
1572	PI4PLCn	0.0
1573	PI5P3K	0.0
1574	PI5P4K	0.0
1575	PIACGT	0.0
1576	PIK3	0.0
1577	PIK4	0.0
1578	PIK5	0.0
1579	PIPLC	0.0
1580	PIPLCn	0.0
1581	PIter	0.0
1582	PItg	0.0
1583	PItx	0.0
1584	PLA2_2	0.0
1585	PLA2_2e	0.0
1586	PMEVKx	0.0
1587	PMI12346PH	0.0
1588	PMI12346PHn	0.0
1589	PPA2	0.0
1590	PPAer	0.0
1591	PPAm	0.0
1592	PPAP	0.0
1593	PPDOy	0.0
1594	PPItx	0.0
1595	PPMI12346Ptn	0.0
1596	PPOR	0.0
1597	PPPG9tm	0.0
1598	PPPGOm	0.0
1599	PRAGSr	0.0
1600	PRASCS	0.0
1601	PRDX	0.0
1602	PRDXl	0.0
1603	PRGNLONESULT	0.0
1604	PRGNLONEtm	0.0
1605	PRGNLONEtr	0.0
1606	PRGSTRNt	0.0
1607	PRISTANALtx	0.0
1608	PROSTGD2t	40.83072542896925
1609	PROSTGE1t	0.0
1610	PROSTGE2t	0.0
1611	PROSTGE2t2	0.0
1612	PROSTGF2t	0.0
1613	PROSTGI2tr	0.0
1614	PSDm_hs	0.0
1615	PSFLIPm	0.0
1616	PSSA1_hs	-41.63180118930017
1617	PSSA2_hs	0.0
1618	PSt3	211.55378968369257
1619	PTDCACRNCPT1	0.0
1620	PTDCACRNCPT2	0.0
1621	PTDCACRNt	0.0
1622	PTDCAt	0.0
1623	PTE2x	0.0
1624	PTE3x	0.0
1625	PTE4x	0.0
1626	PTHPS	0.0
1627	PTRCAT1	0.0
1628	PTRCOX1	0.0
1629	PYAM5POr	0.0
1630	PYDXDH	0.0
1631	PYDXK	0.0
1632	PYDXPP	0.0
1633	PYNP2r	1000.0
1634	PYRt2p	-1.1808868275090037e-13
1635	QUILSYN	0.0
1636	RAI3	0.0
1637	RBK_D	0.0
1638	RDH1	0.0
1639	RDH1a	0.0
1640	RDH2	0.0
1641	RDH2a	0.0
1642	RDH3	0.0
1643	RDH3a	0.0
1644	RDH4	0.0
1645	RETFA	0.0
1646	RETH	0.0
1647	RETI3	0.0
1648	RIBt	0.0
1649	RNMK	0.0
1650	RTOTAL3CRNCPT1	0.0
1651	RTOTAL3CRNCPT2	0.0
1652	RTOTAL3CRNt	0.0
1653	Rtotaltl	0.0
1654	S23T2g	0.0
1655	S2L2FN2M2MASNtly	0.0
1656	S2T1g	0.0
1657	S2T2g	0.0
1658	S2T3g	0.0
1659	S2T4g	0.0
1660	S2TASE1ly	0.0
1661	S2TASE2ly	0.0
1662	S2TASE3ly	0.0
1663	S2TASE4ly	0.0
1664	S2TASE5ly	0.0
1665	S3T1g	0.0
1666	S3T2g	0.0
1667	S3T3g	0.0
1668	S3TASE1ly	0.0
1669	S3TASE2ly	0.0
1670	S3TASE3ly	0.0
1671	S4T1g	0.0
1672	S4T2g	0.0
1673	S4T3g	0.0
1674	S4T5g	0.0
1675	S4T6g	0.0
1676	S4TASE1ly	0.0
1677	S4TASE2ly	0.0
1678	S4TASE3ly	0.0
1679	S4TASE4ly	0.0
1680	S4TASE5ly	0.0
1681	S6T19g	0.0
1682	S6T1g	0.0
1683	S6T20g	0.0
1684	S6T21g	0.0
1685	S6T22g	0.0
1686	S6T23g	0.0
1687	S6T24g	0.0
1688	S6T25g	0.0
1689	S6T2g	0.0
1690	S6T3g	0.0
1691	S6TASE10ly	0.0
1692	S6TASE11ly	0.0
1693	S6TASE12ly	0.0
1694	S6TASE13ly	0.0
1695	S6TASE14ly	0.0
1696	S6TASE15ly	0.0
1697	S6TASE16ly	0.0
1698	S6TASE17ly	0.0
1699	S6TASE18ly	0.0
1700	S6TASE19ly	0.0
1701	S6TASE1ly	0.0
1702	S6TASE20ly	0.0
1703	S6TASE21ly	0.0
1704	S6TASE22ly	0.0
1705	S6TASE23ly	0.0
1706	S6TASE24ly	0.0
1707	S6TASE25ly	0.0
1708	S6TASE26ly	0.0
1709	S6TASE2ly	0.0
1710	S6TASE3ly	0.0
1711	S6TASE4ly	0.0
1712	S6TASE5ly	0.0
1713	S6TASE6ly	0.0
1714	S6TASE7ly	0.0
1715	S6TASE8ly	0.0
1716	S6TASE9ly	0.0
1717	SACCD3m	0.0
1718	SACCD4m	0.0
1719	SADT	0.0
1720	SALMCOM	0.0
1721	SALMCOM2	0.0
1722	SAMHISTA	0.0
1723	SARCOXp	-1.1889017667883917e-13
1724	SARCStp	-1.1889017667883917e-13
1725	SARDHm	0.0
1726	SBPP1er	0.0
1727	SBPP3er	0.0
1728	SBTD_D2	0.0
1729	SBTR	0.0
1730	SCP21x	0.0
1731	SCPx	0.0
1732	Ser_Thrtg	0.0
1733	SERHL	0.0
1734	SERPT	0.0
1735	SERtN1	0.0
1736	SFGTH	0.0
1737	SGPL12r	0.0
1738	SIAASE2ly	0.0
1739	SIAASE3ly	0.0
1740	SIAASE4ly	0.0
1741	SIAASEly	0.0
1742	SIAT9g	0.0
1743	sink_pre_prot[r]	0.0
1744	SLCBK1	0.0
1745	SLDt	0.0
1746	SLDx	0.0
1747	SMPD3g	0.0
1748	SMPD3l	0.0
1749	SMPD4	0.0
1750	SMS	4.233734286323048
1751	SO4CLtex2	0.0
1752	SO4HCOtex	0.0
1753	SO4OXAtex2	0.0
1754	SO4t4_2	0.0
1755	SO4tl	0.0
1756	SOAT12	0.0
1757	SPC_HSt	0.0
1758	SPH1Ptr	0.0
1759	SPHGNtr	0.0
1760	SPHINGStl	0.0
1761	SPHINGStr	0.0
1762	SPHK21c	0.0
1763	SPHMYLNtl	0.0
1764	SPHS1Ptr	0.0
1765	SPMDOX	0.0
1766	SPODMe	0.0
1767	SPODMm	500.0
1768	SPODMn	0.0
1769	SPODMx	-8.335671723592963e-14
1770	SPR	0.0
1771	SPRMS	0.0
1772	SQLEr	0.0
1773	SQLSr	0.0
1774	SR5AR2r	0.0
1775	SR5ARr	0.0
1776	SRTNt6_2_r	0.0
1777	SRTNtu	0.0
1778	ST3GAL21g	0.0
1779	ST3GAL22g	0.0
1780	ST3GAL23g	0.0
1781	ST6GALNAC25	0.0
1782	ST6GALNAC26	0.0
1783	ST6GALNAC27	0.0
1784	ST6GALNAC28	0.0
1785	ST6GALNAC31	0.0
1786	ST6GALNAC62	0.0
1787	ST8SIA12	0.0
1788	ST8SIA51g	0.0
1789	ST8SIA52g	0.0
1790	ST8SIA53g	0.0
1791	ST8SIA54g	0.0
1792	ST8SIA55g	0.0
1793	STRDNCCPT1	0.0
1794	STRDNCCPT2	0.0
1795	STRDNCCRNt	0.0
1796	STS1	0.0
1797	STS1r	0.0
1798	STS2	0.0
1799	STS2r	0.0
1800	SUCCt2m	-795.7551744416019
1801	SUCCt4_2	-795.7551744416018
1802	SUCCtp	0.0
1803	SUCD1m	204.24482555839828
1804	SUCOAS1m	0.0
1805	SUCOASm	-1000.0000000000001
1806	SUCRe	0.0
1807	T4HCINNMFM	0.0
1808	TAGAT_Dt	0.0
1809	TAURt4_2_r	0.0
1810	TAURtcx	0.0
1811	TAXOLte	0.0
1812	TCHOLAt	0.0
1813	TCYNTt	0.0
1814	TCYNTtm	0.0
1815	TETHEX3COAtx	0.0
1816	TETPENT3COAtx	0.0
1817	TETPENT3CPT1	0.0
1818	TETPENT3CPT2	0.0
1819	TETPENT3CRNt	0.0
1820	TETPENT3t	0.0
1821	TETPENT6COAtx	0.0
1822	TETPENT6CPT1	0.0
1823	TETPENT6CPT2	0.0
1824	TETPENT6CRNt	0.0
1825	TETPENT6t	0.0
1826	TETTET6COAtx	0.0
1827	TETTET6CPT1	0.0
1828	TETTET6CPT2	0.0
1829	TETTET6CRNt	0.0
1830	TETTET6t	0.0
1831	THBPT4ACAMDASE	0.0
1832	THD1m	0.0
1833	THFt2	106.06409698726247
1834	THFtl	0.0
1835	THMTP	0.0
1836	THP2Ctp	0.0
1837	THRCYSNaEx	0.0
1838	THRGLNNaEx	0.0
1839	THRSERNaEx	79.26235091902691
1840	THRt4	0.0
1841	THYMDtl	0.0
1842	THYMDtm	0.0
1843	THYOXt	0.0
1844	THYOXt2	0.0
1845	TMABADH	0.0
1846	TMDK1m	0.0
1847	TMDPP	0.0
1848	TMDPPK	0.0
1849	TMLYSOX	0.0
1850	TMNDNCCPT1	-2.377803533576783e-13
1851	TMNDNCCPT2	-2.377803533576783e-13
1852	TMNDNCCRNt	0.0
1853	TRDR	2.4317834652245834e-14
1854	TRDR2	0.0
1855	TRDR3	0.0
1856	TREH	0.0
1857	TREHe	0.0
1858	TRIODTHYSULT	0.0
1859	TRIODTHYt	0.0
1860	TRIODTHYt2	0.0
1861	TRPHYDRO2	0.0
1862	TRPO2	0.0
1863	TRYPTAOX	0.0
1864	TSTSTERONESte	0.0
1865	TSTSTERONESULT	0.0
1866	TSTSTERONEt	0.0
1867	TSTSTERONEtr	0.0
1868	TTDCPT2	0.0
1869	TTDCRNt	0.0
1870	TXA2te	0.0
1871	TXA2tr	0.0
1872	TXASr	0.0
1873	TYMSFt	0.0
1874	TYMSULT	0.0
1875	TYR3MO2	0.0
1876	TYRCBOX	0.0
1877	TYROXDAc	0.0
1878	TYRt	0.0
1879	TYRTAm	0.0
1880	UAG2EMAi	0.0
1881	UDPACGALtl	0.0
1882	UDPDOLPT_L	0.0
1883	UDPGALtg	0.0
1884	UDPGD	0.0
1885	UDPGLCAter	0.0
1886	UDPGLCAtg	0.0
1887	UDPGLCter	0.0
1888	UDPGLDCg	0.0
