	Reacciones	FlujosC1
924	G6Pter	15.185731425778044
925	GACMTRc	0.0
926	GACPAILter	0.0
927	GALASE10ly	0.0
928	GALASE11ly	0.0
929	GALASE12ly	0.0
930	GALASE13ly	0.0
931	GALASE14ly	0.0
932	GALASE15ly	0.0
933	GALASE16ly	0.0
934	GALASE17ly	0.0
935	GALASE18ly	0.0
936	GALASE19ly	0.0
937	GALASE1ly	0.0
938	GALASE20ly	0.0
939	GALASE3ly	0.0
940	GALASE4ly	0.0
941	GALASE5ly	0.0
942	GALASE6ly	0.0
943	GALASE7ly	0.0
944	GALASE8ly	0.0
945	GALASE9ly	0.0
946	GALC	0.0
947	GALGLUSIDEtl	0.0
948	GALGT1	0.0
949	GALGT2	0.0
950	GALGT3	0.0
951	GALGT4	0.0
952	GALNACT1g	0.0
953	GALNACT2g	0.0
954	GALNACT3g	0.0
955	GALNACT4g	0.0
956	GALNACT5g	0.0
957	GALNTg	0.0
958	GALOR	1000.0000000000002
959	GALSIDEtg	0.0
960	GALSIDEtl	0.0
961	GALt1r	0.0
962	GALT2g	0.0
963	GALTg	0.0
964	GALtly	0.0
965	GAMt1r	0.0
966	GAO1	0.0
967	GAO1g	1000.0
968	GAO2	0.0
969	GAO2g	-1.3359185793462554e-13
970	GARFT	0.0
971	GASNASE2ly	0.0
972	GASNASE3ly	0.0
973	GASNASEly	0.0
974	GBA	4.788420257021254
975	GBAl	0.0
976	GBGT1	0.0
977	GBSIDEtl	0.0
978	GCHOLAtx	0.0
979	GD1Cte	0.0
980	GD1Ctg	0.0
981	GDPFUCtg	0.0
982	GDPtg	0.0
983	GGH_10FTHF5GLUe	0.0
984	GGH_10FTHF5GLUl	0.0
985	GGH_10FTHF6GLUe	0.0
986	GGH_10FTHF6GLUl	0.0
987	GGH_10FTHF7GLUe	0.0
988	GGH_10FTHF7GLUl	0.0
989	GGH_5DHFe	0.0
990	GGH_5DHFl	0.0
991	GGH_5THFe	63.366717766523585
992	GGH_5THFl	0.0
993	GGH_6DHFe	0.0
994	GGH_6DHFl	0.0
995	GGH_6THFe	63.366717766523585
996	GGH_6THFl	0.0
997	GGH_7DHFe	0.0
998	GGH_7DHFl	0.0
999	GGH_7THFe	63.366717766523585
1000	GGH_7THFl	0.0
1001	GGLUCT	0.0
1002	GGNG	0.0
1003	GGT_L	0.0
1004	GGT5r	0.0
1005	GHMT2rm	0.0
1006	GHMT3	0.0
1007	GLACO	0.0
1008	GLACter	0.0
1009	GLAl	0.0
1010	GLB1	0.0
1011	GLBRAN	0.0
1012	GLCAASE1ly	0.0
1013	GLCAASE4ly	0.0
1014	GLCAASE5ly	0.0
1015	GLCAASE6ly	0.0
1016	GLCAASE7ly	0.0
1017	GLCAASE8ly	0.0
1018	GLCAASE9ly	0.0
1019	GLCAE1g	0.0
1020	GLCAE2g	0.0
1021	GLCAT2g	0.0
1022	GLCAT3g	0.0
1023	GLCAT4g	0.0
1024	GLCAT5g	0.0
1025	GLCAT6g	0.0
1026	GLCAT7g	0.0
1027	GLCAT8g	0.0
1028	GLCAT9g	0.0
1029	GLCATg	0.0
1030	GLCMter	15.185731425778044
1031	GLCNACASE1ly	0.0
1032	GLCNACASE2ly	0.0
1033	GLCNACASE3ly	0.0
1034	GLCNACASE4ly	0.0
1035	GLCNACASE5ly	0.0
1036	GLCNACDASg	0.0
1037	GLCNACT1g	0.0
1038	GLCNACT2g	0.0
1039	GLCNACT3g	0.0
1040	GLCNACT4g	0.0
1041	GLCNACT5g	0.0
1042	GLCt1r	0.0
1043	GLCtg	0.0
1044	GLCtly	0.0
1045	GLCURtly	0.0
1046	GLDBRAN	0.0
1047	GLGNS1	0.0
1048	GLNtm	0.0
1049	GLNtN1	0.0
1050	GLPASE1	0.0
1051	GLPASE2	0.0
1052	GLU5Km	0.0
1053	GLUCYS	0.0
1054	GLUDC	0.0
1055	GLUDxm	-364.7146051729661
1056	GLUDym	-95.83819507641545
1057	GluForTx	0.0
1058	GLUNm	0.0
1059	GLUt2m	1000.0
1060	GLUt7l	0.0
1061	GLUTCOADHm	0.0
1062	GLUtr	0.0
1063	GLXO2p	0.0
1064	GLYAMDTRc	0.0
1065	GLYATm	0.0
1066	GLYBt4_2_r	0.0
1067	GLYBtm	0.0
1068	GLYCLTDy	0.0
1069	GLYCLTtp	0.0
1070	GLYCtm	0.0
1071	GLYCTO1p	0.0
1072	GLYKm	0.0
1073	GLYOXm	640.3685334995879
1074	GLYt7_211_r	0.0
1075	GLYtp	0.0
1076	GMPtn	0.0
1077	GNDer	0.0
1078	GNMT	0.0
1079	GP1CALPHAte	0.0
1080	GP1CALPHAtg	0.0
1081	GP1Cte	0.0
1082	GP1Ctg	0.0
1083	GPAM_hs	0.0
1084	GPIAT	0.0
1085	GPIDA2er	0.0
1086	GPIDAer	0.0
1087	GPIMTer_U	0.0
1088	GQ1BALPHAte	0.0
1089	GQ1BALPHAtg	0.0
1090	GQ1Bte	0.0
1091	GQ1Btg	0.0
1092	GRTTx	0.0
1093	GSNt	0.0
1094	GSNtl	0.0
1095	GT1Ate	0.0
1096	GT1Atg	0.0
1097	GTHO	322.0373169011088
1098	GTHOm	0.0
1099	GTHP	301.0855821496107
1100	GTHPe	0.0
1101	GTHPm	0.0
1102	GTHRDtr	0.0
1103	GTHS	0.0
1104	GUACYC	0.0
1105	GUAD	0.0
1106	GULN3D	-1000.0
1107	H2CO3Dm	0.0
1108	H2ETer	0.0
1109	H2MTer_U	0.0
1110	H2O2syn	0.0
1111	H2O2tly	0.0
1112	H2O2tn	0.0
1113	H2O2tp	92.44943596137982
1114	H2Oter	15.185731425778043
1115	H2Otg	0.0
1116	H2Otly	0.0
1117	H2Otm	-590.7550564038615
1118	H2Otn	-1000.0000000000001
1119	H3ETer	0.0
1120	H3MTer_U	0.0
1121	H4ET3er	0.0
1122	H4ETer	0.0
1123	H5MTer_U	0.0
1124	H6_ET2er	0.0
1125	H6ET3er	0.0
1126	H6_ETer	0.0
1127	H6MTer_U	0.0
1128	H7ET2er	0.0
1129	H7_ETer	0.0
1130	H7MTer_U	0.0
1131	H7_TAer	0.0
1132	H8TAer	0.0
1133	HACD1m	0.0
1134	HACD1x	0.0
1135	HACD9m	-1000.0
1136	HAS1	0.0
1137	HAS2	0.0
1138	HAtly	0.0
1139	HBZOPT10m	0.0
1140	HCO3_CLt	0.0
1141	HCOUMARINte	0.0
1142	HDCAter	0.0
1143	HDCAtr	0.0
1144	HESTRATRIOLte	0.0
1145	HESTRATRIOLtr	0.0
1146	HEX10	0.0
1147	HEX4	0.0
1148	HEXCCOAtx	0.0
1149	HGNTOR	0.0
1150	HIBDm	0.0
1151	HISDC	0.0
1152	HISt4	38.65735890263266
1153	HISTASE	0.0
1154	HIStiDF	0.0
1155	HIStN1	0.0
1156	HKYNH	0.0
1157	HMGCOASi	0.0
1158	HMGCOAtx	0.0
1159	HMGLm	0.0
1160	HMGLx	184.89887192275984
1161	HOXG	0.0
1162	HPACtr	0.0
1163	HPDCACRNCPT1	0.0
1164	HPDCACRNCPT2	0.0
1165	HPDCACRNt	0.0
1166	HS1ly	0.0
1167	HS2ly	0.0
1168	HS3ly	0.0
1169	HS4ly	0.0
1170	HSAT1ly	0.0
1171	HSAT2ly	0.0
1172	HSAT3ly	0.0
1173	HSAT4ly	0.0
1174	HSD11B1r	0.0
1175	HSD11B2r	0.0
1176	HSD17B1	0.0
1177	HSD17B42x	0.0
1178	HSD17B4x	0.0
1179	HSD17B7r	0.0
1180	HSD17B9r	0.0
1181	HSD3B11	0.0
1182	HSD3B11r	0.0
1183	HSD3B12r	0.0
1184	HSD3B13	0.0
1185	HSD3B13r	0.0
1186	HSD3B2r	0.0
1187	HSD3B3r	0.0
1188	HSD3B7P	0.0
1189	HSPASEly	0.0
1190	HSPGt	0.0
1191	HSPGtly	0.0
1192	HTAXOLte	0.0
1193	Htg	-1.3359185793462556e-13
1194	HYPOE	0.0
1195	HYPTROX	0.0
1196	ICDHxm	0.0
1197	ICDHy	999.9999999999999
1198	ICDHyp	-5.709601700443247e-14
1199	ICDHyrm	-1000.0
1200	IDOAASE1ly	0.0
1201	IDOAASE2ly	0.0
1202	IDOAASE3ly	0.0
1203	IDOAASE4ly	0.0
1204	IDOURtly	0.0
1205	IDPtn	770.4482920822003
1206	ILEt5m	0.0
1207	ILETAm	0.0
1208	ILEtec	0.0
1209	INSt	0.0
1210	INSTt2r	0.0
1211	INSTt4	0.0
1212	IPDDIx	0.0
1213	IPDPtx	0.0
1214	It	0.0
1215	ITCOAL1m	0.0
1216	ITCOALm	0.0
1217	ITPtn	-770.4482920822003
1218	KAS8	0.0
1219	KCC2t	0.0
1220	KCCt	0.0
1221	KDNH	0.0
1222	KHK	0.0
1223	KHK2	0.0
1224	KHK3	0.0
1225	KSII_CORE2t	0.0
1226	KSII_CORE2tly	0.0
1227	KSII_CORE4tly	0.0
1228	KSItly	0.0
1229	KYN	0.0
1230	KYN3OX	0.0
1231	KYNAKGAT	0.0
1232	KYNATESYN	0.0
1233	LACZe	876.9092740152203
1234	LALDO	640.368533499588
1235	LAPCOAl	0.0
1236	LCADi_D	0.0
1237	LCADim	0.0
1238	LCAT1e	0.0
1239	LCTStg	0.0
1240	LCYSTAT	0.0
1241	LCYSTCBOXL	0.0
1242	LDH_Lm	0.0
1243	LEUKTRA4tr	0.0
1244	LEUKTRD4tr	0.0
1245	LEUt5m	-1000.0
1246	LEUTAm	-1000.0
1247	LEUtec	0.0
1248	LFORKYNHYD	0.0
1249	LGNCt	0.0
1250	LINKDEG1ly	0.0
1251	LINKDEG2ly	0.0
1252	LINKDEG3ly	0.0
1253	LINKDEG4ly	0.0
1254	L_LACtcm	0.0
1255	LNELDCCPT1	0.0
1256	LNELDCCPT2	0.0
1257	LNELDCCRNt	0.0
1258	LNLCCPT1	-726.0404512308959
1259	LNLCCPT2	0.0
1260	LNLCCRNt	0.0
1261	LNLCt	-726.0404512308955
1262	LNLNCACPT1	0.0
1263	LNLNCACPT2	0.0
1264	LNLNCACRNt	0.0
1265	LNLNCAt	0.0
1266	LNLNCGCPT1	0.0
1267	LNLNCGCPT2	0.0
1268	LNLNCGCRNt	0.0
1269	LNSTLSr	0.0
1270	LPASE	0.0
1271	LPCHOLt	0.0
1272	LPCOXp	0.0
1273	LPS	0.0
1274	LPS2	0.0
1275	LPS3	0.0
1276	LRAT	0.0
1277	LSTO1r	0.0
1278	LSTO2r	0.0
1279	LTA4H	0.0
1280	LTC4Sr	0.0
1281	LTDCL	0.0
1282	LYStm	179.81573325020602
1283	LYStn	0.0
1284	M4BTAer	0.0
1285	M4CET3er	0.0
1286	MACACI	0.0
1287	MACOXO	0.0
1288	MALSO3tm	0.0
1289	MALSO4tm	0.0
1290	MALTly	0.0
1291	MALtm	0.0
1292	MALTSULtm	0.0
1293	MANt1r	0.0
1294	MANtly	0.0
1295	MAOLNOR	0.0
1296	MAOX	0.0
1297	MCCCrm	0.0
1298	MCD	0.0
1299	MCDm	0.0
1300	MCDp	0.0
1301	MCLACCYSR	0.0
1302	MCLOR	0.0
1303	MCPST	0.0
1304	MDHm	0.0
1305	MDRPD	0.0
1306	ME1m	0.0
1307	ME2	83.2559215821137
1308	ME2m	0.0
1309	MECOALm	0.0
1310	MECOAS1m	0.0
1311	MELATN23DOX	0.0
1312	MELATNOX	0.0
1313	MEOHtly	0.0
1314	MERCPLACCYSt	0.0
1315	METAT	0.0
1316	METS	41.90346950299624
1317	METtec	0.0
1318	MEVK1x	0.0
1319	MGCHrm	0.0
1320	MGSA2	246.83351538859762
1321	MHISOR	0.0
1322	MI1345PP	0.0
1323	MI134PP	0.0
1324	MI145PK	0.0
1325	MI145PP	0.0
1326	MI14PP	0.0
1327	MI14Ptn	0.0
1328	MI1P_Dtn	0.0
1329	MI1PS	6.384651623724725
1330	MI34PP	0.0
1331	MINOHPtn	0.0
1332	MLTG1	0.0
1333	MLTG1ly	0.0
1334	MMCDm	0.0
1335	MMEm	0.0
1336	MMSAD1m	0.0
1337	MMSAD3m	0.0
1338	MMTSADm	0.0
1339	MTAP	0.0
1340	MTHFCm	0.0
1341	MTHFD2m	0.0
1342	MTHFDm	0.0
1343	N2M2NMASNtly	0.0
1344	N3Tg	0.0
1345	N4Tg	0.0
1346	NABTNO	0.0
1347	NACASPAH	0.0
1348	NACHEX10ly	0.0
1349	NACHEX11ly	0.0
1350	NACHEX12ly	0.0
1351	NACHEX13ly	0.0
1352	NACHEX14ly	0.0
1353	NACHEX15ly	0.0
1354	NACHEX16ly	0.0
1355	NACHEX17ly	0.0
1356	NACHEX18ly	0.0
1357	NACHEX19ly	0.0
1358	NACHEX1ly	0.0
1359	NACHEX20ly	0.0
1360	NACHEX21ly	0.0
1361	NACHEX22ly	0.0
1362	NACHEX23ly	0.0
1363	NACHEX24ly	0.0
1364	NACHEX25ly	0.0
1365	NACHEX26ly	0.0
1366	NACHEX27ly	0.0
1367	NACHEX2ly	0.0
1368	NACHEX3ly	0.0
1369	NACHEX4ly	0.0
1370	NACHEX5ly	0.0
1371	NACHEX6ly	0.0
1372	NACHEX7ly	0.0
1373	NACHEX8ly	0.0
1374	NACHEX9ly	0.0
1375	NACHEXA10ly	0.0
1376	NACHEXA11ly	0.0
1377	NACHEXA12ly	0.0
1378	NACHEXA13ly	0.0
1379	NACHEXA14ly	0.0
1380	NACHEXA15ly	0.0
1381	NACHEXA16ly	0.0
1382	NACHEXA17ly	0.0
1383	NACHEXA18ly	0.0
1384	NACHEXA19ly	0.0
1385	NACHEXA1ly	0.0
1386	NACHEXA20ly	0.0
1387	NACHEXA21ly	0.0
1388	NACHEXA22ly	0.0
1389	NACHEXA2ly	0.0
1390	NACHEXA3ly	0.0
1391	NACHEXA4ly	0.0
1392	NACHEXA5ly	0.0
1393	NACHEXA6ly	0.0
1394	NACHEXA7ly	0.0
1395	NACHEXA8ly	0.0
1396	NACHEXA9ly	0.0
1397	NADNe	0.0
1398	NADPNe	0.0
1399	NADtn	0.0
1400	NAGA2ly	0.0
1401	NAGAly	0.0
1402	NAGLCAly	0.0
1403	NAHCO3_HCLt	-470.84346564582904
1404	NAt	1000.0
1405	NAt5	-90.94991045480997
1406	NBAHH_ir	0.0
1407	NCAMUP	0.0
1408	NCKt	0.0
1409	NCNt	0.0
1410	NDP10ex	0.0
1411	NDP3ex	0.0
1412	NDP6	0.0
1413	NDP7er	0.0
1414	NDP7ex	0.0
1415	NDP7g	0.0
1416	NDP8	0.0
1417	NDP8ex	0.0
1418	NDPK10	-999.9999999999999
1419	NDPK10n	1000.0
1420	NDPK1m	0.0
1421	NDPK1n	0.0
1422	NDPK2n	0.0
1423	NDPK3m	0.0
1424	NDPK3n	0.0
1425	NDPK4m	0.0
1426	NDPK4n	0.0
1427	NDPK5m	0.0
1428	NDPK5n	0.0
1429	NDPK6m	0.0
1430	NDPK6n	1000.0
1431	NDPK7m	0.0
1432	NDPK7n	-923.4827640274
1433	NDPK8m	0.0
1434	NDPK8n	0.0
1435	NDPK9n	770.4482920822003
1436	NH4t3r	0.0
1437	NH4tn	0.0
1438	NH4tp	0.0
1439	NICRNS	0.0
1440	NICRNTtn	0.0
1441	NIFEDIPINEte	0.0
1442	NKCC2t	90.94991045480997
1443	NKCCt	0.0
1444	NMNATm	0.0
1445	NMNATn	0.0
1446	NMNATr	0.0
1447	NMNS	0.0
1448	NMNtn	0.0
1449	NNATn	0.0
1450	NNMT	0.0
1451	NORANMT	0.0
1452	NOS1	0.0
1453	NOS2	0.0
1454	NOt	0.0
1455	NP1	0.0
1456	NRPPHRt4_2_r	0.0
1457	NRPPHRtu	0.0
1458	NTD12	0.0
1459	NTD1m	0.0
1460	NTD2e	0.0
1461	NTD2l	0.0
1462	NTD4e	0.0
1463	NTD4l	0.0
1464	NTD5l	0.0
1465	NTD5m	0.0
1466	NTD7e	14.63581774315159
1467	NTD7l	0.0
1468	NTD9e	0.0
1469	NTD9l	0.0
1470	NTP3e	0.0
1471	NTPP10	0.0
1472	NTPP9	0.0
1473	O2St	-1000.0
1474	O2Stm	999.9999999999999
1475	O2Stn	0.0
1476	O2Stx	0.0
1477	O2ter	0.0
1478	O2tm	-749.9999999999999
1479	O2tp	-499.99999999999983
1480	OAGD3te	1000.0
1481	OAGD3tg	-1000.0
1482	OAGT3te	-1.3359185793462554e-13
1483	OAGT3tg	1.3359185793462554e-13
1484	OCDCAtr	0.0
1485	OCDCEAtr	0.0
1486	OCOAT1m	0.0
1487	OCTAt	0.0
1488	ODECOAtx	0.0
1489	OIVD1m	0.0
1490	OIVD2m	0.0
1491	OIVD3m	0.0
1492	OPAHir	0.0
1493	ORNt3m	0.0
1494	ORNt4m	0.0
1495	ORNTArm	0.0
1496	ORNtiDF	0.0
1497	ORPT	0.0
1498	OXAtp	0.0
1499	P45011A1m	0.0
1500	P45011B11m	0.0
1501	P45011B12m	0.0
1502	P45011B21m	0.0
1503	P45017A1r	0.0
1504	P45017A2r	0.0
1505	P45017A3r	0.0
1506	P45017A4r	0.0
1507	P45019A1r	0.0
1508	P45019A2r	0.0
1509	P4501B1r	0.0
1510	P45021A1r	0.0
1511	P45021A2r	0.0
1512	P45027A12m	0.0
1513	P45027A13m	0.0
1514	P45027A14m	0.0
1515	P45027A15m	0.0
1516	P45027A16m	0.0
1517	P45027A1m	0.0
1518	P4502A6	0.0
1519	P4502C8	0.0
1520	P45039A1r	0.0
1521	P4503A4	0.0
1522	P4503A5	0.0
1523	P45046A1r	0.0
1524	P4504F121r	0.0
1525	P4504F122r	0.0
1526	P4504F123r	0.0
1527	P4507B11r	0.0
1528	P4507B12r	0.0
1529	P450LTB4r	0.0
1530	P450SCC1m	0.0
1531	P5CDm	0.0
1532	P5CRm	0.0
1533	P5CRxm	0.0
1534	PA_HStg	0.0
1535	PA_HStn	0.0
1536	PAFH	0.0
1537	PAFHe	0.0
1538	PAFS	0.0
1539	PAIL_HStn	0.0
1540	PAN4PP	0.0
1541	PAPStg	0.0
1542	PAPtg	0.0
1543	PCHOL_HSter	0.0
1544	PCHOL_HStg	0.0
1545	PCHOLP_hs	0.0
1546	PCHOLPg_hs	0.0
1547	PCHOLPm_hs	0.0
1548	PCHOLPr_hs	0.0
1549	PCLAD	0.0
1550	PCm	0.0
1551	PCREATtmdiffir	0.0
1552	PCRNtm	999.9999999999999
1553	PCt	0.0
1554	PDE1	0.0
1555	PDE1g	0.0
1556	PDE4	0.0
1557	PDE4g	0.0
1558	PDE4n	0.0
1559	PDHm	0.0
1560	PDX5PO	0.0
1561	PDXPP	0.0
1562	PE_HSter	0.0
1563	PEAMNO	0.0
1564	PEPCK	0.0
1565	PEPCKm	0.0
1566	PEROXx	-5.709601700443248e-14
1567	PEt	15.163787219049235
1568	PETHCT	0.0
1569	PETOHMm_hs	0.0
1570	PETOHMr_hs	0.0
1571	PFK26	0.0
1572	PGCD	2.4671945338022913e-14
1573	PGDI	-1000.0000000000001
1574	PGDIr	0.0
1575	PGESr	0.0
1576	PGISr	0.0
1577	PGLer	0.0
1578	PGLYCt	3.9904414952140974
1579	PGPP_hs	0.0
1580	PGPPT	0.0
1581	PGS	0.0
1582	PGSr	0.0
1583	PHCDm	0.0
1584	PHCHGSm	0.0
1585	PHEMEtm	0.0
1586	PHETA1m	0.0
1587	PHEtec	0.0
1588	PHETHPTOX2	0.0
1589	PHYCBOXL	0.0
1590	PHYHx	-5.709601700443247e-14
1591	PHYTt	0.0
1592	PI345P3P	0.0
1593	PI345P3Pn	0.0
1594	PI345P5P	0.0
1595	PI34P5K	0.0
1596	PI3P4K	0.0
1597	PI3P5K	0.0
1598	PI45P3K	0.0
1599	PI45P3Kn	0.0
1600	PI45P5P	0.0
1601	PI45PLC	0.0
1602	PI4P3K	0.0
1603	PI4P5K	0.0
1604	PI4PLC	0.0
1605	PI4PLCn	0.0
1606	PI5P3K	0.0
1607	PI5P4K	0.0
1608	PIACGT	0.0
1609	PIK3	0.0
1610	PIK4	0.0
1611	PIK5	0.0
1612	PIPLC	0.0
1613	PIPLCn	0.0
1614	PIter	15.185731425778043
1615	PItg	0.0
1616	PItx	0.0
1617	PLA2_2	0.0
1618	PLA2_2e	0.0
1619	PMEVKx	0.0
1620	PMI12346PH	0.0
1621	PMI12346PHn	0.0
1622	PPA2	0.0
1623	PPAer	0.0
1624	PPAm	0.0
1625	PPAP	0.0
1626	PPDOy	0.0
1627	PPItx	0.0
1628	PPMI12346Ptn	0.0
1629	PPOR	0.0
1630	PPPG9tm	0.0
1631	PPPGOm	0.0
1632	PRAGSr	0.0
1633	PRASCS	0.0
1634	PRDX	1000.0
1635	PRDXl	0.0
1636	PRGNLONESULT	0.0
1637	PRGNLONEtm	0.0
1638	PRGNLONEtr	0.0
1639	PRGSTRNt	0.0
1640	PRISTANALtx	0.0
1641	PROD2m	0.0
1642	PROSTGD2t	0.0
1643	PROSTGE1t	0.0
1644	PROSTGE2t	0.0
1645	PROSTGE2t2	0.0
1646	PROSTGF2t	0.0
1647	PROSTGI2tr	0.0
1648	PSDm_hs	0.0
1649	PSFLIPm	0.0
1650	PSSA1_hs	-47.086223808405386
1651	PSSA2_hs	0.0
1652	PSt3	53.47114927521926
1653	PTDCACRNCPT1	0.0
1654	PTDCACRNCPT2	0.0
1655	PTDCACRNt	0.0
1656	PTDCAt	0.0
1657	PTE2x	0.0
1658	PTE3x	5.709601700443247e-14
1659	PTE4x	0.0
1660	PTHPS	0.0
1661	PTRCAT1	0.0
1662	PTRCOX1	0.0
1663	PYAM5POr	0.0
1664	PYDXDH	0.0
1665	PYDXK	0.0
1666	PYDXPP	0.0
1667	PYNP2r	985.364182256848
1668	PYRt2p	999.9999999999999
1669	QUILSYN	0.0
1670	RAI3	0.0
1671	RAtn3	0.0
1672	RBK_D	0.0
1673	RDH1	0.0
1674	RDH1a	0.0
1675	RDH2	0.0
1676	RDH2a	0.0
1677	RDH3	-415.4617930617595
1678	RDH3a	415.4617930617595
1679	RDH4	0.0
1680	RETH	0.0
1681	RETI3	0.0
1682	RIBFLVt3	0.0
1683	RIBt	0.0
1684	RNMK	0.0
1685	RTOTAL2t	0.0
1686	RTOTAL3CRNCPT1	0.0
1687	RTOTAL3CRNCPT2	0.0
1688	RTOTAL3CRNt	0.0
1689	Rtotaltl	0.0
1690	S23T2g	0.0
1691	S2L2FN2M2MASNtly	0.0
1692	S2T1g	0.0
1693	S2T2g	0.0
1694	S2T3g	0.0
1695	S2T4g	0.0
1696	S2TASE1ly	0.0
1697	S2TASE2ly	0.0
1698	S2TASE3ly	0.0
1699	S2TASE4ly	0.0
1700	S2TASE5ly	0.0
1701	S3T1g	0.0
1702	S3T2g	0.0
1703	S3T3g	0.0
1704	S3TASE1ly	0.0
1705	S3TASE2ly	0.0
1706	S3TASE3ly	0.0
1707	S4T1g	0.0
1708	S4T2g	0.0
1709	S4T3g	0.0
1710	S4T5g	0.0
1711	S4T6g	0.0
1712	S4TASE1ly	0.0
1713	S4TASE2ly	0.0
1714	S4TASE3ly	0.0
1715	S4TASE4ly	0.0
1716	S4TASE5ly	0.0
1717	S6T19g	0.0
1718	S6T1g	0.0
1719	S6T20g	0.0
1720	S6T21g	0.0
1721	S6T22g	0.0
1722	S6T23g	0.0
1723	S6T24g	0.0
1724	S6T25g	0.0
1725	S6T2g	0.0
1726	S6T3g	0.0
1727	S6TASE10ly	0.0
1728	S6TASE11ly	0.0
1729	S6TASE12ly	0.0
1730	S6TASE13ly	0.0
1731	S6TASE14ly	0.0
1732	S6TASE15ly	0.0
1733	S6TASE16ly	0.0
1734	S6TASE17ly	0.0
1735	S6TASE18ly	0.0
1736	S6TASE19ly	0.0
1737	S6TASE1ly	0.0
1738	S6TASE20ly	0.0
1739	S6TASE21ly	0.0
1740	S6TASE22ly	0.0
1741	S6TASE23ly	0.0
1742	S6TASE24ly	0.0
1743	S6TASE25ly	0.0
1744	S6TASE26ly	0.0
1745	S6TASE2ly	0.0
1746	S6TASE3ly	0.0
1747	S6TASE4ly	0.0
1748	S6TASE5ly	0.0
1749	S6TASE6ly	0.0
1750	S6TASE7ly	0.0
1751	S6TASE8ly	0.0
1752	S6TASE9ly	0.0
1753	SACCD3m	179.81573325020605
1754	SACCD4m	179.81573325020608
1755	SADT	0.0
1756	SALMCOM	0.0
1757	SALMCOM2	0.0
1758	SAMHISTA	0.0
1759	SARCOXp	0.0
1760	SARCStp	0.0
1761	SARDHm	0.0
1762	SBPP1er	0.0
1763	SBPP3er	0.0
1764	SBTD_D2	0.0
1765	SBTR	0.0
1766	SCP21x	0.0
1767	SCP2x	0.0
1768	SCPx	0.0
1769	Ser_Thrtg	0.0
1770	SERHL	0.0
1771	SERPT	0.0
1772	SERtN1	0.0
1773	SFGTH	0.0
1774	SGPL12r	0.0
1775	SIAASE2ly	0.0
1776	SIAASE3ly	0.0
1777	SIAASE4ly	0.0
1778	SIAASEly	0.0
1779	SIAT4Bg	0.0
1780	SIAT9g	0.0
1781	sink_pre_prot[r]	0.0
1782	SLCBK1	0.0
1783	SLDt	0.0
1784	SLDx	0.0
1785	SMPD3g	0.0
1786	SMPD3l	0.0
1787	SMPD4	0.0
1788	SMS	4.788420257021254
1789	SO4CLtex2	71.76750905549527
1790	SO4t4_2	0.0
1791	SO4tl	0.0
1792	SOAT12	0.0
1793	SPC_HSt	0.0
1794	SPH1Ptr	0.0
1795	SPHGNtr	0.0
1796	SPHINGStl	0.0
1797	SPHINGStr	0.0
1798	SPHK21c	0.0
1799	SPHMYLNtl	0.0
1800	SPHS1Ptr	0.0
1801	SPMDOX	0.0
1802	SPODMe	0.0
1803	SPODMm	499.99999999999994
1804	SPODMn	0.0
1805	SPODMx	0.0
1806	SPR	0.0
1807	SPRMS	0.0
1808	SQLEr	0.0
1809	SQLSr	0.0
1810	SR5AR2r	0.0
1811	SR5ARr	0.0
1812	SRTNACT	0.0
1813	SRTNt6_2_r	0.0
1814	SRTNtu	0.0
1815	ST3GAL21g	0.0
1816	ST3GAL22g	0.0
1817	ST3GAL23g	0.0
1818	ST6GALNAC21	0.0
1819	ST6GALNAC22	0.0
1820	ST6GALNAC25	0.0
1821	ST6GALNAC26	0.0
1822	ST6GALNAC27	0.0
1823	ST6GALNAC28	0.0
1824	ST6GALNAC31	0.0
1825	ST6GALNAC62	0.0
1826	ST8SIA11	0.0
1827	ST8SIA12	0.0
1828	ST8SIA51g	-1.3359185793462556e-13
1829	ST8SIA52g	0.0
1830	ST8SIA53g	0.0
1831	ST8SIA54g	0.0
1832	ST8SIA55g	0.0
1833	STRDNCCPT1	0.0
1834	STRDNCCPT2	0.0
1835	STRDNCCRNt	0.0
1836	STS1	0.0
1837	STS1r	0.0
1838	STS2	0.0
1839	STS2r	0.0
1840	SUCCt2m	0.0
1841	SUCCtp	5.709601700443247e-14
1842	SUCD1m	0.0
1843	SUCOAS1m	0.0
1844	SUCOASm	-1000.0000000000001
1845	T4HCINNMFM	0.0
1846	TAGAT_Dt	0.0
1847	TAURt4_2_r	0.0
1848	TAURtcx	0.0
1849	TAXOLte	0.0
1850	TCHOLAt	0.0
1851	TCHOLAtx	0.0
1852	TCYNTt	0.0
1853	TCYNTtm	0.0
1854	TDCHOLAtx	0.0
1855	TETHEX3COAtx	0.0
1856	TETPENT3COAtx	0.0
1857	TETPENT3CPT1	0.0
1858	TETPENT3CPT2	0.0
1859	TETPENT3CRNt	0.0
1860	TETPENT3t	0.0
1861	TETPENT6COAtx	0.0
1862	TETPENT6CPT1	0.0
1863	TETPENT6CPT2	0.0
1864	TETPENT6CRNt	0.0
1865	TETPENT6t	0.0
1866	TETTET6COAtx	0.0
1867	TETTET6CPT1	-273.95954876910315
1868	TETTET6CPT2	-273.95954876910315
1869	TETTET6CRNt	-273.95954876910315
1870	TETTET6t	0.0
