	Reacciones	FlujosN3
964	ICDHy	999.9999999999999
965	ICDHyp	0.0
966	ICDHyrm	-1000.0
967	IDOAASE1ly	0.0
968	IDOAASE2ly	0.0
969	IDOAASE3ly	0.0
970	IDOAASE4ly	0.0
971	IDOURtly	0.0
972	IDPtn	0.0
973	ILEt5m	0.0
974	ILETAm	0.0
975	IPDDIx	0.0
976	IPDPtx	0.0
977	ITCOAL1m	0.0
978	ITCOALm	0.0
979	KAS8	0.0
980	KCC2t	932.1408042428643
981	KCCt	0.0
982	KHK	3.060549807673534e-13
983	KHK2	0.0
984	KHK3	0.0
985	KSII_CORE2t	0.0
986	KSII_CORE2tly	0.0
987	KSII_CORE4tly	0.0
988	KSItly	0.0
989	LACZe	0.0
990	LALDO	0.0
991	LAPCOAl	0.0
992	LCADi_D	0.0
993	LCADim	0.0
994	LCAT1e	0.0
995	LCTStg	0.0
996	LCYSTAT	0.0
997	LCYSTCBOXL	0.0
998	LDH_Lm	0.0
999	LEUKTRA4tr	0.0
1000	LEUKTRD4tr	0.0
1001	LEUt5m	0.0
1002	LEUTAm	0.0
1003	LGNCt	0.0
1004	LINKDEG1ly	0.0
1005	LINKDEG2ly	0.0
1006	LINKDEG3ly	0.0
1007	LINKDEG4ly	0.0
1008	LNELDCCPT1	0.0
1009	LNELDCCPT2	0.0
1010	LNELDCCRNt	0.0
1011	LNLCCPT1	0.0
1012	LNLCCPT2	62.608097510511676
1013	LNLCCRNt	0.0
1014	LNLNCACPT1	0.0
1015	LNLNCACPT2	0.0
1016	LNLNCACRNt	0.0
1017	LNLNCGCPT1	0.0
1018	LNLNCGCPT2	0.0
1019	LNLNCGCRNt	0.0
1020	LNSTLSr	0.0
1021	LPASE	0.0
1022	LPS	0.0
1023	LSTO1r	0.0
1024	LSTO2r	0.0
1025	LTA4H	0.0
1026	LTC4Sr	0.0
1027	LTDCL	0.0
1028	LYSt4	0.0
1029	LYStn	0.0
1030	M4BTAer	0.0
1031	M4CET3er	0.0
1032	MACACI	0.0
1033	MACOXO	0.0
1034	MALSO3tm	0.0
1035	MALSO4tm	0.0
1036	MALTly	0.0
1037	MALtm	-646.3449956547827
1038	MALTSULtm	0.0
1039	MALTt1r	0.0
1040	MANtly	0.0
1041	MAOLNOR	0.0
1042	MAOX	0.0
1043	MCCCrm	0.0
1044	MCDp	0.0
1045	MCLACCYSR	0.0
1046	MCLOR	0.0
1047	MCPST	306.62374597171544
1048	MDHm	-17.857142857142826
1049	MDRPD	0.0
1050	ME2	35.714285714285865
1051	ME2m	0.0
1052	MECOALm	0.0
1053	MECOAS1m	0.0
1054	MERCPLACCYSt	0.0
1055	METAT	0.0
1056	METS	0.0
1057	MEVK1x	0.0
1058	MGCHrm	0.0
1059	MGSA2	0.0
1060	MHISOR	0.0
1061	MI1345PP	0.0
1062	MI134PP	0.0
1063	MI145PK	0.0
1064	MI145PP	0.0
1065	MI14PP	0.0
1066	MI14Ptn	0.0
1067	MI1PS	0.0
1068	MI34PP	0.0
1069	MINOHPtn	0.0
1070	MLTG1ly	0.0
1071	MMCDm	0.0
1072	MMEm	0.0
1073	MMMm	185.54713416670913
1074	MMSAD1m	0.0
1075	MMSAD3m	0.0
1076	MMTSADm	185.54713416670913
1077	MTAP	0.0
1078	N2M2NMASNtly	0.0
1079	N3Tg	0.0
1080	NABTNO	0.0
1081	NACHEX10ly	0.0
1082	NACHEX11ly	0.0
1083	NACHEX12ly	0.0
1084	NACHEX13ly	0.0
1085	NACHEX14ly	0.0
1086	NACHEX15ly	0.0
1087	NACHEX16ly	0.0
1088	NACHEX17ly	0.0
1089	NACHEX18ly	0.0
1090	NACHEX19ly	0.0
1091	NACHEX1ly	0.0
1092	NACHEX20ly	0.0
1093	NACHEX21ly	0.0
1094	NACHEX22ly	0.0
1095	NACHEX23ly	0.0
1096	NACHEX24ly	0.0
1097	NACHEX25ly	0.0
1098	NACHEX26ly	0.0
1099	NACHEX27ly	0.0
1100	NACHEX2ly	0.0
1101	NACHEX3ly	0.0
1102	NACHEX4ly	0.0
1103	NACHEX5ly	0.0
1104	NACHEX6ly	0.0
1105	NACHEX7ly	0.0
1106	NACHEX8ly	0.0
1107	NACHEX9ly	0.0
1108	NACHEXA10ly	0.0
1109	NACHEXA11ly	0.0
1110	NACHEXA12ly	0.0
1111	NACHEXA13ly	0.0
1112	NACHEXA14ly	0.0
1113	NACHEXA15ly	0.0
1114	NACHEXA16ly	0.0
1115	NACHEXA17ly	0.0
1116	NACHEXA18ly	0.0
1117	NACHEXA19ly	0.0
1118	NACHEXA1ly	0.0
1119	NACHEXA20ly	0.0
1120	NACHEXA21ly	0.0
1121	NACHEXA22ly	0.0
1122	NACHEXA2ly	0.0
1123	NACHEXA3ly	0.0
1124	NACHEXA4ly	0.0
1125	NACHEXA5ly	0.0
1126	NACHEXA6ly	0.0
1127	NACHEXA7ly	0.0
1128	NACHEXA8ly	0.0
1129	NACHEXA9ly	0.0
1130	NADHtru	0.0
1131	NADtn	0.0
1132	NADtru	0.0
1133	NAGA2ly	0.0
1134	NAGAly	0.0
1135	NAGLCAly	0.0
1136	NAt5	-932.1408042428643
1137	NAtx	0.0
1138	NBAHH_ir	0.0
1139	NCKt	0.0
1140	NCNt	0.0
1141	NDP10ex	0.0
1142	NDP3ex	0.0
1143	NDP6	0.0
1144	NDP7er	0.0
1145	NDP7ex	0.0
1146	NDP7g	0.0
1147	NDP8	0.0
1148	NDP8ex	0.0
1149	NDPK10	0.0
1150	NDPK10n	0.0
1151	NDPK1m	-17.857142857142932
1152	NDPK1n	0.0
1153	NDPK2n	0.0
1154	NDPK3m	0.0
1155	NDPK3n	0.0
1156	NDPK4m	0.0
1157	NDPK4n	0.0
1158	NDPK5m	0.0
1159	NDPK5n	0.0
1160	NDPK6m	0.0
1161	NDPK6n	0.0
1162	NDPK7m	0.0
1163	NDPK7n	0.0
1164	NDPK8m	0.0
1165	NDPK8n	0.0
1166	NDPK9n	0.0
1167	NH4tn	0.0
1168	NH4tp	0.0
1169	NICRNS	12.798015534146218
1170	NMNS	0.0
1171	NNMT	1.8306865791469013e-13
1172	NORANMT	0.0
1173	NP1	12.798015534146229
1174	NRPPHRt4_2_r	0.0
1175	NRVNCCOAtx	0.0
1176	NTD12	0.0
1177	NTD1m	0.0
1178	NTD2e	0.0
1179	NTD2l	0.0
1180	NTD4e	0.0
1181	NTD4l	0.0
1182	NTD5l	0.0
1183	NTD7e	0.0
1184	NTD7l	0.0
1185	NTD9e	0.0
1186	NTD9l	0.0
1187	NTP3e	0.0
1188	NTPP10	0.0
1189	NTPP9	0.0
1190	O2St	-1000.0
1191	O2Stm	1000.0
1192	O2Stn	0.0
1193	O2Stx	0.0
1194	O2ter	0.0
1195	O2tm	-218.6959512447444
1196	O2tn	0.0
1197	O2tp	-146.87127087199238
1198	OCCOAtx	-77.48184261906897
1199	OCOAT1m	0.0
1200	OCTAt	0.0
1201	ODECOAtx	0.0
1202	OIVD1m	0.0
1203	OIVD2m	185.5471341667091
1204	OIVD3m	0.0
1205	OPAHir	0.0
1206	ORNt3m	1000.0
1207	ORNTArm	-1000.0
1208	OXAHCOtex	0.0
1209	P45011A1m	0.0
1210	P45011B11m	0.0
1211	P45011B12m	0.0
1212	P45011B21m	0.0
1213	P45017A1r	0.0
1214	P45017A2r	0.0
1215	P45017A3r	0.0
1216	P45017A4r	0.0
1217	P45021A1r	0.0
1218	P45021A2r	0.0
1219	P45027A12m	0.0
1220	P45027A13m	0.0
1221	P45027A14m	0.0
1222	P45027A15m	0.0
1223	P45027A16m	0.0
1224	P45027A1m	0.0
1225	P450LTB4r	0.0
1226	P450SCC1m	0.0
1227	P5CDm	0.0
1228	PA_HStn	0.0
1229	PAFH	0.0
1230	PAFS	0.0
1231	PAIL_HStn	0.0
1232	PAN4PP	0.0
1233	PAPStg	0.0
1234	PAPtg	0.0
1235	PCFLOPm	0.0
1236	PCHOL_HSter	0.0
1237	PCHOL_HStg	0.0
1238	PCHOLP_hs	4.187383483246947
1239	PCm	17.857142857142826
1240	PCREATtmdiffir	0.0
1241	PCRNtm	0.0
1242	PCt	0.0
1243	PDE1	0.0
1244	PDE4	0.0
1245	PDHm	0.0
1246	PDX5PO	0.0
1247	PE_HSter	0.0
1248	PEAMNO	0.0
1249	PEPCKm	0.0
1250	PEROXx	0.0
1251	PEt	122.1652124534917
1252	PETHCT	0.0
1253	PETOHMm_hs	0.0
1254	PETOHMr_hs	0.0
1255	PFK26	0.0
1256	PGCD	0.0
1257	PGDI	0.0
1258	PGDIr	0.0
1259	PGESr	0.0
1260	PGLer	0.0
1261	PGLYCt	3.4893665075698803
1262	PGPP_hs	0.0
1263	PGPPT	0.0
1264	PHCDm	0.0
1265	PHCHGSm	0.0
1266	PHEMEtm	0.0
1267	PHETA1m	0.0
1268	PHYCBOXL	0.0
1269	PHYHx	0.0
1270	PHYTt	0.0
1271	PI345P3P	0.0
1272	PI345P3Pn	0.0
1273	PI345P5P	0.0
1274	PI34P5K	0.0
1275	PI3P4K	0.0
1276	PI3P5K	0.0
1277	PI45P3Kn	0.0
1278	PI45P5P	0.0
1279	PI45PLC	0.0
1280	PI4P3K	0.0
1281	PI4P5K	0.0
1282	PI4PLC	0.0
1283	PI4PLCn	0.0
1284	PI5P3K	0.0
1285	PI5P4K	0.0
1286	PIACGT	0.0
1287	PIK3	0.0
1288	PIK4	0.0
1289	PIK5	0.0
1290	PIPLC	0.0
1291	PIter	0.0
1292	PItg	0.0
1293	PItx	0.0
1294	PLA2_2	0.0
1295	PLA2_2e	0.0
1296	PMEVKx	0.0
1297	PMI12346PH	0.0
1298	PMI12346PHn	0.0
1299	PNTOt5	0.0
1300	PPA2	0.0
1301	PPAer	0.0
1302	PPAm	0.0
1303	PPAP	0.0
1304	PPDOy	0.0
1305	PPItx	0.0
1306	PPMI12346Ptn	0.0
1307	PPPG9tm	0.0
1308	PPPGOm	0.0
1309	PRAGSr	0.0
1310	PRASCS	0.0
1311	PRDX	1000.0
1312	PRGNLONESULT	0.0
1313	PRGNLONEtm	0.0
1314	PRGNLONEtr	0.0
1315	PRGSTRNt	0.0
1316	PRISTANALtx	0.0
1317	PROSTGD2t	0.0
1318	PROSTGE1t	0.0
1319	PROt4	466.9075942883022
1320	PROtm	0.0
1321	PSDm_hs	0.0
1322	PSFLIPm	0.0
1323	PSSA1_hs	63.54447771435777
1324	PSSA2_hs	0.0
1325	PSt3	-62.148683219942114
1326	PTDCACRNCPT1	0.0
1327	PTDCACRNCPT2	0.0
1328	PTDCACRNt	0.0
1329	PTDCAt	0.0
1330	PTE2x	0.0
1331	PTE3x	0.0
1332	PTE4x	0.0
1333	PTHPS	0.0
1334	PTRCAT1	0.0
1335	PTRCOX1	0.0
1336	PYAM5POr	0.0
1337	PYDXDH	0.0
1338	PYDXK	0.0
1339	PYNP2r	1000.0
1340	PYRt2m	17.857142857142826
1341	PYRt2p	1000.0
1342	QUILSYN	0.0
1343	RBK_D	0.0
1344	RDH1	0.0
1345	RDH1a	0.0
1346	RDH2	-593.7072397920266
1347	RDH2a	593.7072397920266
1348	RDH3	0.0
1349	RDH3a	0.0
1350	RETFA	0.0
1351	RETH	0.0
1352	RIBt	0.0
1353	RTOTAL3CRNCPT1	0.0
1354	RTOTAL3CRNCPT2	0.0
1355	RTOTAL3CRNt	0.0
1356	Rtotaltl	0.0
1357	S23T2g	0.0
1358	S2L2FN2M2MASNtly	0.0
1359	S2T1g	0.0
1360	S2T2g	0.0
1361	S2T3g	0.0
1362	S2T4g	0.0
1363	S2TASE1ly	0.0
1364	S2TASE2ly	0.0
1365	S2TASE3ly	0.0
1366	S2TASE4ly	0.0
1367	S2TASE5ly	0.0
1368	S3T1g	0.0
1369	S3T2g	0.0
1370	S3T3g	0.0
1371	S3TASE1ly	0.0
1372	S3TASE2ly	0.0
1373	S3TASE3ly	0.0
1374	S4T1g	0.0
1375	S4T2g	0.0
1376	S4T3g	0.0
1377	S4T4g	0.0
1378	S4T5g	0.0
1379	S4T6g	0.0
1380	S4TASE1ly	0.0
1381	S4TASE2ly	0.0
1382	S4TASE3ly	0.0
1383	S4TASE4ly	0.0
1384	S4TASE5ly	0.0
1385	S6T19g	0.0
1386	S6T1g	0.0
1387	S6T20g	0.0
1388	S6T21g	0.0
1389	S6T23g	0.0
1390	S6T24g	0.0
1391	S6T25g	0.0
1392	S6T2g	0.0
1393	S6T3g	0.0
1394	S6TASE10ly	0.0
1395	S6TASE11ly	0.0
1396	S6TASE12ly	0.0
1397	S6TASE13ly	0.0
1398	S6TASE14ly	0.0
1399	S6TASE15ly	0.0
1400	S6TASE16ly	0.0
1401	S6TASE17ly	0.0
1402	S6TASE18ly	0.0
1403	S6TASE19ly	0.0
1404	S6TASE1ly	0.0
1405	S6TASE20ly	0.0
1406	S6TASE21ly	0.0
1407	S6TASE22ly	0.0
1408	S6TASE23ly	0.0
1409	S6TASE24ly	0.0
1410	S6TASE25ly	0.0
1411	S6TASE26ly	0.0
1412	S6TASE2ly	0.0
1413	S6TASE3ly	0.0
1414	S6TASE4ly	0.0
1415	S6TASE5ly	0.0
1416	S6TASE6ly	0.0
1417	S6TASE7ly	0.0
1418	S6TASE8ly	0.0
1419	S6TASE9ly	0.0
1420	SADT	0.0
1421	SALMCOM	0.0
1422	SALMCOM2	0.0
1423	SARCStm	0.0
1424	SARDHm	0.0
1425	SBPP1er	0.0
1426	SBPP3er	0.0
1427	SBTD_D2	3.060549807673534e-13
1428	SBTR	3.060549807673534e-13
1429	SCP21x	0.0
1430	SCP2x	11.904761904761893
1431	SCPx	0.0
1432	Ser_Thrtg	0.0
1433	SERCYSNaEx	0.0
1434	SERHL	0.0
1435	SERPT	0.0
1436	SERt4	157.53850977697132
1437	SFGTH	0.0
1438	SGPL12r	0.0
1439	SIAASE2ly	0.0
1440	SIAASE3ly	0.0
1441	SIAASE4ly	0.0
1442	SIAASEly	0.0
1443	SIAT9g	0.0
1444	sink_pre_prot[r]	0.0
1445	SLDt	0.0
1446	SLDx	0.0
1447	SMPD3g	0.0
1448	SMPD3l	0.0
1449	SMS	4.187144026308464
1450	SO4tl	0.0
1451	SOAT12	0.0
1452	SPH1Ptr	0.0
1453	SPHGNtr	0.0
1454	SPHINGStl	0.0
1455	SPHINGStr	0.0
1456	SPHK21c	0.0
1457	SPHMYLNtl	0.0
1458	SPHS1Ptr	0.0
1459	SPMDOX	0.0
1460	SPODMe	0.0
1461	SPODMm	500.0
1462	SPODMn	0.0
1463	SPODMx	0.0
1464	SPR	0.0
1465	SPRMS	3.849571521503638e-15
1466	SQLEr	0.0
1467	SQLSr	0.0
1468	ST3GAL21g	0.0
1469	ST3GAL23g	0.0
1470	ST6GALNAC31	0.0
1471	ST6GALNAC62	0.0
1472	ST8SIA12	0.0
1473	STRDNCCPT1	0.0
1474	STRDNCCPT2	0.0
1475	STRDNCCRNt	0.0
1476	STRDNCt	0.0
1477	STS1	0.0
1478	STS2	0.0
1479	SUCCt2m	35.7142857142855
1480	SUCCtp	0.0
1481	SUCD1m	531.1598684978474
1482	SUCOAS1m	-17.857142857142932
1483	SUCOASm	-1000.0
1484	T4HCINNMFM	0.0
1485	TAGAT_Dt	0.0
1486	TAURt4_2_r	-55.061180222989705
1487	TAURtcx	0.0
1488	TCHOLAtx	0.0
1489	TCYNTt	695.9930360312181
1490	TCYNTtm	389.3692900595028
1491	TETHEX3COAtx	0.0
1492	TETPENT3COAtx	0.0
1493	TETPENT3CPT1	77.48184261906898
1494	TETPENT3CPT2	77.48184261906898
1495	TETPENT3CRNt	77.48184261906898
1496	TETPENT3t	0.0
1497	TETPENT6COAtx	0.0
1498	TETPENT6CPT1	0.0
1499	TETPENT6CPT2	0.0
1500	TETPENT6CRNt	0.0
1501	TETPENT6t	0.0
1502	TETTET6COAtx	0.0
1503	TETTET6CPT1	0.0
1504	TETTET6CPT2	0.0
1505	TETTET6CRNt	0.0
1506	TETTET6t	0.0
1507	THBPT4ACAMDASE	0.0
1508	THD1m	0.0
1509	THFtm	0.0
1510	THMTP	0.0
1511	THYMDt1	963.3582992733776
1512	THYMDtl	0.0
1513	THYMDtm	0.0
1514	THYMt	-963.3582992733773
1515	TMABADH	0.0
1516	TMDK1m	0.0
1517	TMDPP	963.3582992733775
1518	TMDPPK	0.0
1519	TMLYSOX	0.0
1520	TMNDNCCOAtx	0.0
1521	TMNDNCCPT1	0.0
1522	TMNDNCCPT2	0.0
1523	TMNDNCCRNt	0.0
1524	TRDR	-1.5302749038367667e-13
1525	TRDR2	0.0
1526	TRDR3	0.0
1527	TRIODTHYSUFt	0.0
1528	TRIODTHYSULT	0.0
1529	TRIODTHYt2	0.0
1530	TRYPTAOX	0.0
1531	TSTSTERONESte	0.0
1532	TSTSTERONESULT	0.0
1533	TSTSTERONEtr	0.0
1534	TTDCPT2	0.0
1535	TTDCRNt	0.0
1536	TYMSFt	0.0
1537	TYMSULT	0.0
1538	TYR3MO2	0.0
1539	TYRCBOX	0.0
1540	TYROXDAc	0.0
1541	TYRTAm	0.0
1542	UAGALDP	0.0
1543	UDPACGALtl	0.0
1544	UDPDOLPT_L	0.0
1545	UDPGALtg	0.0
1546	UDPGD	0.0
1547	UDPGLCAter	0.0
1548	UDPGLCAtg	0.0
1549	UDPGLCter	0.0
1550	UDPGP	0.0
1551	UDPtl	0.0
1552	UGALGTg	0.0
1553	UGALNACtg	0.0
1554	UGCG	0.0
1555	UGLCNACtg	0.0
1556	UMPK2	-13.534585076918772
1557	UMPK2n	0.0
1558	UMPK3	0.0
1559	UMPK3n	0.0
1560	UMPK4	-8.648466247179618
1561	UMPK4n	0.0
1562	UMPK5	0.0
1563	UMPK5n	0.0
1564	UMPK6	0.0
1565	UMPK6n	0.0
1566	UMPK7	0.0
1567	UMPK7n	0.0
1568	UMPKn	0.0
1569	URIDK2m	0.0
1570	URIK1	0.0
1571	URIt	0.0
1572	Uritl	0.0
1573	UROLACer	0.0
1574	UTPtn	0.0
1575	VALt5m	185.5471341667091
1576	VALTAm	185.54713416670907
1577	VLCS2p	0.0
1578	VLCS2r	0.0
1579	VLCSp	0.0
1580	VLCSr	0.0
1581	WHHDCAte	0.0
1582	XOL27OHtm	0.0
1583	XOL7AH2tm	0.0
1584	XOLEST2te	0.0
1585	XOLESTte	0.0
1586	XOLTRI27te	0.0
1587	XSERtg	0.0
1588	XYLTD_Dr	0.0
1589	XYLTer	0.0
1590	XYLtly	0.0
1591	XYLTt	0.0
1592	XYLUR	0.0
1593	EX_ahdt[e]	463.12309668650107
1594	EX_dgmp[e]	0.0
1595	EX_dgtp[e]	0.0
1596	EX_HC01104[e]	0.0
1597	EX_HC01361[e]	-463.123096686501
1598	EX_HC01440[e]	0.0
1599	EX_HC01441[e]	0.0
1600	EX_HC01444[e]	0.0
1601	EX_HC01446[e]	0.0
1602	EX_HC01577[e]	0.0
1603	EX_HC01609[e]	250.00000000000003
1604	EX_HC01610[e]	-250.00000000000003
1605	EX_HC01700[e]	0.0
1606	EX_HC02160[e]	0.0
1607	EX_HC02161[e]	0.0
1608	EX_itp[e]	-5.977636343112372e-16
1609	EX_prpp[e]	0.0
1610	EX_pydx5p[e]	0.0
1611	r0009	0.0
1612	r0016	0.0
1613	r0021	-713.2950466464226
1614	r0022	0.0
1615	r0023	0.0
1616	r0027	0.0
1617	r0033	0.0
1618	r0047	0.0
1619	r0051	0.0
1620	r0068	0.0
1621	r0074	-1000.0
1622	r0081	0.0
1623	r0083	0.0
1624	r0084	0.0
1625	r0097	0.0
1626	r0119	0.0
1627	r0129	517.4828246261073
1628	r0130	0.0
1629	r0142	0.0
1630	r0160	0.0
1631	r0166	0.0
1632	r0170	0.0
1633	r0173	-999.9999999999999
1634	r0179	0.0
1635	r0191	590.8427069150998
1636	r0193	-389.3692900595029
1637	r0196	0.0
1638	r0208	0.0
1639	r0221	0.0
1640	r0242	0.0
1641	r0245	0.0
1642	r0246	0.0
1643	r0249	0.0
1644	r0276	8.648466247179618
1645	r0283	0.0
1646	r0287	0.0
1647	r0301	0.0
1648	r0308	0.0
1649	r0310	0.0
1650	r0311	0.0
1651	r0317	0.0
1652	r0319	0.0
1653	r0330	0.0
1654	r0340	0.0
1655	r0354	4.187144026308158
1656	r0355	0.0
1657	r0357	0.0
1658	r0358	0.0
1659	r0360	0.0
1660	r0361	0.0
1661	r0363	0.0
1662	r0364	0.0
1663	r0365	0.0
1664	r0377	0.0
1665	r0380	0.0
1666	r0388	0.0
1667	r0389	0.0
1668	r0391	12.798015534146122
1669	r0393	0.0
1670	r0402	0.0
1671	r0403	0.0
1672	r0407	0.0
1673	r0408	0.0
1674	r0409	0.0
1675	r0410	0.0
1676	r0423	0.0
1677	r0424	0.0
1678	r0425	0.0
1679	r0426	0.0
1680	r0431	0.0
1681	r0432	0.0
1682	r0433	0.0
1683	r0434	0.0
1684	r0437	-77.48184261906898
1685	r0438	0.0
1686	r0440	0.0
1687	r0441	0.0
1688	r0443	0.0
1689	r0444	0.0
1690	r0456	0.0
1691	r0463	-333.33333333333326
1692	r0480	0.0
1693	r0483	0.0
1694	r0488	333.33333333333326
1695	r0509	486.6972743592954
1696	r0510	0.0
1697	r0511	0.0
1698	r0517	0.0
1699	r0522	0.0
1700	r0523	0.0
1701	r0527	-1.8306865791469013e-13
1702	r0531	0.0
1703	r0537	0.0
1704	r0541	0.0
1705	r0545	0.0
1706	r0547	0.0
1707	r0552	0.0
1708	r0553	0.0
1709	r0560	0.0
1710	r0568	0.0
1711	r0575	0.0
1712	r0578	0.0
1713	r0579	0.0
1714	r0587	0.0
1715	r0590	0.0
1716	r0594	0.0
1717	r0595	389.3692900595028
1718	r0596	0.0
1719	r0603	0.0
1720	r0610	4.187144026308157
1721	r0611	-4.187144026308158
1722	r0615	0.0
1723	r0616	0.0
1724	r0617	0.0
1725	r0618	0.0
1726	r0627	0.0
1727	r0633	125.21619502102328
1728	r0634	0.0
1729	r0636	77.481842619069
1730	r0638	-62.60809751051156
1731	r0639	0.0
1732	r0641	0.0
1733	r0642	0.0
1734	r0643	0.0
1735	r0648	0.0
1736	r0649	0.0
1737	r0650	0.0
1738	r0652	0.0
1739	r0653	0.0
1740	r0655	0.0
1741	r0660	62.60809751051156
1742	r0661	0.0
1743	r0666	0.0
1744	r0669	0.0
1745	r0672	0.0
1746	r0673	0.0
1747	r0686	0.0
1748	r0688	0.0
1749	r0698	83.33333333333326
1750	r0706	0.0
1751	r0707	-463.123096686501
1752	r0714	0.0
1753	r0715	77.481842619069
1754	r0716	0.0
1755	r0717	77.481842619069
1756	r0718	0.0
1757	r0719	77.48184261906898
1758	r0721	77.48184261906898
1759	r0722	-62.60809751051156
1760	r0723	0.0
1761	r0724	62.60809751051156
1762	r0726	0.0
1763	r0727	0.0
1764	r0729	0.0
1765	r0730	125.21619502102328
1766	r0731	125.21619502102328
1767	r0732	125.21619502102328
1768	r0733	0.0
1769	r0734	0.0
1770	r0735	-62.60809751051156
1771	r0737	0.0
1772	r0739	0.0
1773	r0743	0.0
1774	r0744	0.0
1775	r0752	0.0
1776	r0753	0.0
1777	r0754	0.0
1778	r0755	0.0
1779	r0756	0.0
1780	r0757	0.0
1781	r0758	0.0
1782	r0774	-250.00000000000003
1783	r0779	0.0
1784	r0781	0.0
1785	r0782	0.0
1786	r0783	0.0
1787	r0784	0.0
1788	r0786	0.0
1789	r0787	0.0
1790	r0788	0.0
1791	r0789	0.0
1792	r0795	389.3692900595029
1793	r0797	-83.33333333333324
1794	r0801	0.0
1795	r0812	0.0
1796	r0819	425.0835757737883
1797	r0821	0.0
1798	r0822	57.05928136906944
1799	r0829	0.0
1800	r0830	389.3692900595028
1801	r0834	0.0
1802	r0835	0.0
1803	r0836	0.0
1804	r0840	0.0
1805	r0860	0.0
1806	r0871	0.0
1807	r0885	-389.36929005950304
1808	r0892	-1000.0
1809	r0899	0.0
1810	r0913	-1.463954147272277e-13
1811	r0915	0.0
1812	r0917	0.0
1813	r0926	0.0
1814	r0934	0.0
1815	r0942	-326.7165718258525
1816	r0954	-333.33333333333326
1817	r0973	0.0
1818	r0987	0.0
1819	r0990	0.0
1820	r0994	0.0
1821	r0995	0.0
1822	r0998	0.0
1823	r0999	-77.481842619069
1824	r1000	0.0
1825	r1002	0.0
1826	r1003	0.0
1827	r1005	0.0
1828	r1006	0.0
1829	r1007	0.0
1830	r1008	0.0
1831	r1011	0.0
1832	r1012	0.0
1833	r1013	0.0
1834	r1014	0.0
1835	r1018	0.0
1836	r1019	-83.33333333333324
1837	r1020	0.0
1838	r1050	0.0
1839	r1078	0.0
1840	r1116	-21.507303843698104
1841	r1134	0.0
1842	r1147	1000.0
1843	r1150	0.0
1844	r1156	-1000.0
1845	r1162	389.3692900595029
1846	r1164	0.0
1847	r1165	0.0
1848	r1166	0.0
1849	r1167	0.0
1850	r1168	0.0
1851	r1169	0.0
1852	r1170	0.0
1853	r1171	0.0
1854	r1172	0.0
1855	r1174	0.0
1856	r1175	0.0
1857	r1177	0.0
1858	r1179	0.0
1859	r1181	0.0
1860	r1182	0.0
1861	r1183	0.0
1862	r1251	0.0
1863	r1252	0.0
1864	r1253	0.0
1865	r1254	0.0
1866	r1255	0.0
1867	r1257	0.0
1868	r1259	0.0
1869	r1260	0.0
1870	r1262	0.0
1871	r1292	-5.851490714264214
1872	r1298	0.0
1873	r1318	0.0
1874	r1377	0.0
1875	r1378	0.0
1876	r1380	0.0
1877	r1382	0.0
1878	r1383	0.0
1879	r1401	0.0
1880	r1411	0.0
1881	r1435	0.0
1882	r1443	77.48184261906897
1883	r1444	77.48184261906898
1884	r1445	0.0
1885	r1446	0.0
1886	r1447	0.0
1887	r1448	0.0
1888	r1449	0.0
1889	r1450	0.0
1890	r1451	0.0
1891	r1455	0.0
1892	r1457	0.0
1893	r1459	0.0
1894	r1472	0.0
1895	r1474	0.0
1896	r1477	0.0
1897	r1481	0.0
1898	r1487	0.0
1899	r1514	0.0
1900	r1517	0.0
1901	r1527	0.0
1902	r1540	55.061180222989705
1903	r1664	0.0
1904	r1665	0.0
1905	r1666	0.0
1906	r1668	643.0136765805496
1907	r1669	0.0
1908	r1670	-673.2834281741475
1909	r1671	0.0
1910	r1672	157.72428171854426
1911	r1673	0.0
1912	r1674	0.0
1913	r1683	0.0
1914	r1686	0.0
1915	r1687	0.0
1916	r1700	0.0
1917	r1701	0.0
1918	r1702	0.0
1919	r1706	0.0
1920	r1717	0.0
1921	r1721	0.0
1922	r1725	0.0
1923	r1731	0.0
1924	r1732	0.0
1925	r1733	1000.0
1926	r1735	0.0
1927	r1740	0.0
1928	r1747	0.0
1929	r1748	0.0
1930	r1750	0.0
1931	r1756	371.3226103264096
1932	r1760	0.0
1933	r1761	0.0
1934	r1763	0.0
1935	r1764	0.0
1936	r1766	0.0
1937	r1774	0.0
1938	r1777	0.0
1939	r1778	0.0
1940	r1779	0.0
1941	r1786	0.0
1942	r1789	0.0
1943	r1792	0.0
1944	r1796	0.0
1945	r1805	0.0
1946	r1812	371.3226103264096
1947	r1818	0.0
1948	r1820	0.0
1949	r1822	1000.0
1950	r1826	0.0
1951	r1827	0.0
1952	r1829	0.0
1953	r1847	0.0
1954	r1858	0.0
1955	r1861	0.0
1956	r1862	0.0
1957	r1863	0.0
1958	r1874	74.87579009415497
1959	r1876	0.0
1960	r1879	0.0
1961	r1885	0.0
1962	r1887	0.0
1963	r1888	0.0
1964	r1890	0.0
1965	r1891	0.0
1966	r1905	0.0
1967	r1907	0.0
1968	r1909	0.0
1969	r1911	0.0
1970	r1918	0.0
1971	r2073	0.0
1972	r2079	0.0
1973	r2080	0.0
1974	r2081	0.0
1975	r2082	0.0
1976	r2083	0.0
1977	r2084	0.0
1978	r2085	0.0
1979	r2086	0.0
1980	r2087	0.0
